Doc_name	Precision	Recall
CACM-2265	1.0		0.083
CACM-2184	0.5		0.083
CACM-2956	0.333		0.083
CACM-3142	0.25		0.083
CACM-2560	0.2		0.083
CACM-2229	0.167		0.083
CACM-2794	0.143		0.083
CACM-2850	0.125		0.083
CACM-2321	0.111		0.083
CACM-3031	0.1		0.083
CACM-3153	0.091		0.083
CACM-2369	0.083		0.083
CACM-1398	0.077		0.083
CACM-1003	0.071		0.083
CACM-2957	0.067		0.083
CACM-2931	0.062		0.083
CACM-3048	0.059		0.083
CACM-3105	0.056		0.083
CACM-2051	0.053		0.083
CACM-0867	0.05		0.083
CACM-1591	0.048		0.083
CACM-2958	0.045		0.083
CACM-0243	0.043		0.083
CACM-3103	0.042		0.083
CACM-1637	0.04		0.083
CACM-1847	0.038		0.083
CACM-1844	0.037		0.083
CACM-1135	0.036		0.083
CACM-2341	0.034		0.083
CACM-2233	0.033		0.083
CACM-2194	0.032		0.083
CACM-1543	0.031		0.083
CACM-1143	0.03		0.083
CACM-2912	0.029		0.083
CACM-1474	0.029		0.083
CACM-3002	0.028		0.083
CACM-2002	0.027		0.083
CACM-3164	0.026		0.083
CACM-2749	0.026		0.083
CACM-1426	0.025		0.083
CACM-1482	0.024		0.083
CACM-1625	0.024		0.083
CACM-2651	0.047		0.167
CACM-1768	0.045		0.167
CACM-2535	0.044		0.167
CACM-2632	0.065		0.25
CACM-1589	0.064		0.25
CACM-2289	0.062		0.25
CACM-2864	0.061		0.25
CACM-1433	0.06		0.25
CACM-2342	0.059		0.25
CACM-2937	0.058		0.25
CACM-2113	0.057		0.25
CACM-1571	0.056		0.25
CACM-0527	0.055		0.25
CACM-2878	0.054		0.25
CACM-1827	0.053		0.25
CACM-2702	0.052		0.25
CACM-3015	0.051		0.25
CACM-2940	0.05		0.25
CACM-0982	0.049		0.25
CACM-2920	0.048		0.25
CACM-3013	0.048		0.25
CACM-1034	0.047		0.25
CACM-0040	0.046		0.25
CACM-3114	0.045		0.25
CACM-2003	0.045		0.25
CACM-1587	0.044		0.25
CACM-0071	0.043		0.25
CACM-2344	0.043		0.25
CACM-1698	0.042		0.25
CACM-0675	0.042		0.25
CACM-1908	0.041		0.25
CACM-3138	0.041		0.25
CACM-1856	0.04		0.25
CACM-2519	0.039		0.25
CACM-0278	0.039		0.25
CACM-2851	0.038		0.25
CACM-2810	0.038		0.25
CACM-2985	0.037		0.25
CACM-0670	0.037		0.25
CACM-2195	0.037		0.25
CACM-1307	0.036		0.25
CACM-0409	0.036		0.25
CACM-1099	0.035		0.25
CACM-1695	0.035		0.25
CACM-2470	0.034		0.25
CACM-2893	0.034		0.25
CACM-0092	0.034		0.25
CACM-1441	0.033		0.25
CACM-1169	0.033		0.25
CACM-2390	0.033		0.25
CACM-2177	0.032		0.25
CACM-2030	0.032		0.25
CACM-2527	0.032		0.25
CACM-0462	0.031		0.25
CACM-3001	0.031		0.25
CACM-1159	0.031		0.25
CACM-1748	0.03		0.25
CACM-2948	0.03		0.25
