Doc_name	Precision	Recall
CACM-3125	0.0		0.0
CACM-3046	0.0		0.0
CACM-2771	0.333		0.024
CACM-2569	0.25		0.024
CACM-2754	0.4		0.049
CACM-3098	0.333		0.049
CACM-2847	0.286		0.049
CACM-2883	0.375		0.073
CACM-2455	0.333		0.073
CACM-3107	0.3		0.073
CACM-2829	0.364		0.098
CACM-1528	0.417		0.122
CACM-2113	0.385		0.122
CACM-2341	0.357		0.122
CACM-1272	0.333		0.122
CACM-1553	0.312		0.122
CACM-2232	0.294		0.122
CACM-1260	0.278		0.122
CACM-2402	0.263		0.122
CACM-2924	0.3		0.146
CACM-2310	0.286		0.146
CACM-2308	0.273		0.146
CACM-2196	0.261		0.146
CACM-0462	0.25		0.146
CACM-1855	0.24		0.146
CACM-2494	0.231		0.146
CACM-3049	0.222		0.146
CACM-1399	0.214		0.146
CACM-1726	0.207		0.146
CACM-1590	0.2		0.146
CACM-1518	0.194		0.146
CACM-1769	0.188		0.146
CACM-1381	0.182		0.146
CACM-2812	0.176		0.146
CACM-2811	0.2		0.171
CACM-1404	0.194		0.171
CACM-0825	0.189		0.171
CACM-2030	0.184		0.171
CACM-2947	0.179		0.171
CACM-3100	0.175		0.171
CACM-3135	0.171		0.171
CACM-2287	0.167		0.171
CACM-2966	0.163		0.171
CACM-2988	0.159		0.171
CACM-2303	0.156		0.171
CACM-3055	0.152		0.171
CACM-2751	0.17		0.195
CACM-3047	0.188		0.22
CACM-1543	0.184		0.22
CACM-3078	0.18		0.22
CACM-3149	0.196		0.244
CACM-2153	0.192		0.244
CACM-3197	0.189		0.244
CACM-0409	0.185		0.244
CACM-1135	0.182		0.244
CACM-1003	0.179		0.244
CACM-0670	0.175		0.244
CACM-1653	0.172		0.244
CACM-1844	0.169		0.244
CACM-2367	0.167		0.244
CACM-2302	0.164		0.244
CACM-3143	0.161		0.244
CACM-1045	0.159		0.244
CACM-1517	0.156		0.244
CACM-0531	0.154		0.244
CACM-2841	0.167		0.268
CACM-1808	0.164		0.268
CACM-2054	0.162		0.268
CACM-2980	0.159		0.268
CACM-2828	0.171		0.293
CACM-2968	0.169		0.293
CACM-2999	0.167		0.293
CACM-2289	0.164		0.293
CACM-2746	0.162		0.293
CACM-1308	0.16		0.293
CACM-3165	0.158		0.293
CACM-2372	0.156		0.293
CACM-1764	0.154		0.293
CACM-2979	0.152		0.293
CACM-1507	0.15		0.293
CACM-1325	0.16		0.317
CACM-2903	0.159		0.317
CACM-2801	0.157		0.317
CACM-2447	0.155		0.317
CACM-2560	0.153		0.317
CACM-0950	0.151		0.317
CACM-2339	0.149		0.317
CACM-2321	0.148		0.317
CACM-1002	0.146		0.317
CACM-2703	0.144		0.317
CACM-3170	0.143		0.317
CACM-1182	0.141		0.317
CACM-2682	0.14		0.317
CACM-1170	0.138		0.317
CACM-0495	0.137		0.317
CACM-0146	0.135		0.317
CACM-1628	0.134		0.317
CACM-2871	0.133		0.317
CACM-1154	0.131		0.317
CACM-1771	0.13		0.317
