Doc_name	Precision	Recall
CACM-2849	0.0		0.0
CACM-2949	0.0		0.0
CACM-1745	0.0		0.0
CACM-2578	0.0		0.0
CACM-2372	0.2		0.111
CACM-1928	0.167		0.111
CACM-3076	0.143		0.111
CACM-1750	0.125		0.111
CACM-2621	0.111		0.111
CACM-3082	0.1		0.111
CACM-3068	0.182		0.222
CACM-2776	0.167		0.222
CACM-2969	0.154		0.222
CACM-2371	0.143		0.222
CACM-2951	0.133		0.222
CACM-3158	0.188		0.333
CACM-3141	0.176		0.333
CACM-3137	0.167		0.333
CACM-2900	0.158		0.333
CACM-3128	0.2		0.444
CACM-3174	0.19		0.444
CACM-1695	0.182		0.444
CACM-1747	0.174		0.444
CACM-2358	0.167		0.444
CACM-3011	0.16		0.444
CACM-2046	0.154		0.444
CACM-1685	0.148		0.444
CACM-2424	0.143		0.444
CACM-1978	0.138		0.444
CACM-2622	0.133		0.444
CACM-1808	0.129		0.444
CACM-2988	0.125		0.444
CACM-1032	0.121		0.444
CACM-3127	0.118		0.444
CACM-2454	0.114		0.444
CACM-0046	0.111		0.444
CACM-3038	0.108		0.444
CACM-3181	0.105		0.444
CACM-2197	0.103		0.444
CACM-0828	0.1		0.444
CACM-3028	0.098		0.444
CACM-2198	0.095		0.444
CACM-1846	0.093		0.444
CACM-1461	0.091		0.444
CACM-1723	0.089		0.444
CACM-2581	0.087		0.444
CACM-3025	0.085		0.444
CACM-3023	0.083		0.444
CACM-1664	0.082		0.444
CACM-2947	0.08		0.444
CACM-2188	0.078		0.444
CACM-2406	0.077		0.444
CACM-3182	0.075		0.444
CACM-2522	0.074		0.444
CACM-3043	0.073		0.444
CACM-1844	0.071		0.444
CACM-1247	0.07		0.444
CACM-2151	0.069		0.444
CACM-2137	0.068		0.444
CACM-1680	0.067		0.444
CACM-1611	0.066		0.444
CACM-2870	0.081		0.556
CACM-3059	0.079		0.556
CACM-2890	0.078		0.556
CACM-3026	0.077		0.556
CACM-2069	0.076		0.556
CACM-2892	0.075		0.556
CACM-3177	0.088		0.667
CACM-3032	0.087		0.667
CACM-1261	0.086		0.667
CACM-1652	0.085		0.667
CACM-2515	0.083		0.667
CACM-2111	0.082		0.667
CACM-2948	0.081		0.667
CACM-3148	0.08		0.667
CACM-1341	0.079		0.667
CACM-3070	0.078		0.667
CACM-2614	0.077		0.667
CACM-0441	0.076		0.667
CACM-3153	0.075		0.667
CACM-2995	0.074		0.667
CACM-3133	0.073		0.667
CACM-1811	0.072		0.667
CACM-2274	0.071		0.667
CACM-3111	0.082		0.778
CACM-2840	0.081		0.778
CACM-1290	0.08		0.778
CACM-2867	0.08		0.778
CACM-2317	0.079		0.778
CACM-2036	0.078		0.778
CACM-2876	0.088		0.889
CACM-1226	0.087		0.889
CACM-1236	0.086		0.889
CACM-3040	0.085		0.889
CACM-2950	0.084		0.889
CACM-0696	0.083		0.889
CACM-1324	0.082		0.889
CACM-0059	0.082		0.889
CACM-1951	0.081		0.889
CACM-2632	0.09		1.0
