Doc_name	Precision	Recall
CACM-2924	0.0		0.0
CACM-1978	0.0		0.0
CACM-1159	0.0		0.0
CACM-0616	0.0		0.0
CACM-2918	0.0		0.0
CACM-2913	0.0		0.0
CACM-2809	0.0		0.0
CACM-1181	0.0		0.0
CACM-1742	0.0		0.0
CACM-3116	0.1		0.059
CACM-2692	0.182		0.118
CACM-2402	0.167		0.118
CACM-2367	0.154		0.118
CACM-0531	0.143		0.118
CACM-2905	0.133		0.118
CACM-2674	0.125		0.118
CACM-2433	0.118		0.118
CACM-3141	0.111		0.118
CACM-1563	0.105		0.118
CACM-2572	0.1		0.118
CACM-2919	0.095		0.118
CACM-1281	0.091		0.118
CACM-1014	0.087		0.118
CACM-3049	0.083		0.118
CACM-3028	0.08		0.118
CACM-1433	0.077		0.118
CACM-2337	0.074		0.118
CACM-1931	0.071		0.118
CACM-2829	0.103		0.176
CACM-2771	0.1		0.176
CACM-1710	0.097		0.176
CACM-2369	0.125		0.235
CACM-1764	0.121		0.235
CACM-2631	0.118		0.235
CACM-1551	0.114		0.235
CACM-2969	0.111		0.235
CACM-3082	0.108		0.235
CACM-2984	0.105		0.235
CACM-2341	0.103		0.235
CACM-3032	0.1		0.235
CACM-2535	0.098		0.235
CACM-1272	0.095		0.235
CACM-2180	0.093		0.235
CACM-1735	0.091		0.235
CACM-2949	0.089		0.235
CACM-0409	0.087		0.235
CACM-1623	0.085		0.235
CACM-0595	0.083		0.235
CACM-2368	0.082		0.235
CACM-2606	0.08		0.235
CACM-1385	0.078		0.235
CACM-0144	0.077		0.235
CACM-2146	0.075		0.235
CACM-3152	0.074		0.235
CACM-1253	0.073		0.235
CACM-3071	0.071		0.235
CACM-1908	0.07		0.235
CACM-0078	0.069		0.235
CACM-3160	0.068		0.235
CACM-2873	0.067		0.235
CACM-2289	0.066		0.235
CACM-1294	0.065		0.235
CACM-2973	0.063		0.235
CACM-2925	0.062		0.235
CACM-1398	0.062		0.235
CACM-1697	0.061		0.235
CACM-3111	0.06		0.235
CACM-1473	0.059		0.235
CACM-2522	0.058		0.235
CACM-0435	0.057		0.235
CACM-2188	0.056		0.235
CACM-2794	0.056		0.235
CACM-2987	0.055		0.235
CACM-2389	0.054		0.235
CACM-2627	0.053		0.235
CACM-2002	0.053		0.235
CACM-2906	0.052		0.235
CACM-2310	0.051		0.235
CACM-2932	0.051		0.235
CACM-1829	0.05		0.235
CACM-0828	0.049		0.235
CACM-2892	0.049		0.235
CACM-2485	0.048		0.235
CACM-1651	0.048		0.235
CACM-3153	0.047		0.235
CACM-1844	0.047		0.235
CACM-1664	0.046		0.235
CACM-1454	0.045		0.235
CACM-3195	0.045		0.235
CACM-1595	0.044		0.235
CACM-2832	0.044		0.235
CACM-1610	0.043		0.235
CACM-0046	0.043		0.235
CACM-3164	0.043		0.235
CACM-2959	0.042		0.235
CACM-2211	0.042		0.235
CACM-2390	0.041		0.235
CACM-2993	0.041		0.235
CACM-1426	0.04		0.235
CACM-3038	0.04		0.235
