Doc_name	Precision	Recall
CACM-1456	1.0		0.023
CACM-1700	1.0		0.047
CACM-1235	1.0		0.07
CACM-0144	0.75		0.07
CACM-3087	0.6		0.07
CACM-2753	0.5		0.07
CACM-2484	0.429		0.07
CACM-0944	0.375		0.07
CACM-1112	0.444		0.093
CACM-1665	0.4		0.093
CACM-3041	0.364		0.093
CACM-1725	0.333		0.093
CACM-1888	0.308		0.093
CACM-1359	0.286		0.093
CACM-1457	0.333		0.116
CACM-2127	0.375		0.14
CACM-2711	0.353		0.14
CACM-2307	0.333		0.14
CACM-1855	0.368		0.163
CACM-1886	0.35		0.163
CACM-2523	0.333		0.163
CACM-2688	0.318		0.163
CACM-1703	0.304		0.163
CACM-2265	0.292		0.163
CACM-2905	0.32		0.186
CACM-2846	0.308		0.186
CACM-1527	0.296		0.186
CACM-1402	0.286		0.186
CACM-1856	0.276		0.186
CACM-1272	0.267		0.186
CACM-0095	0.258		0.186
CACM-2437	0.25		0.186
CACM-1711	0.242		0.186
CACM-0078	0.235		0.186
CACM-0719	0.229		0.186
CACM-3138	0.222		0.186
CACM-1681	0.216		0.186
CACM-0028	0.211		0.186
CACM-2931	0.205		0.186
CACM-2233	0.2		0.186
CACM-2998	0.195		0.186
CACM-2953	0.19		0.186
CACM-2229	0.186		0.186
CACM-2572	0.182		0.186
CACM-1930	0.178		0.186
CACM-2486	0.174		0.186
CACM-2267	0.17		0.186
CACM-1483	0.167		0.186
CACM-2705	0.163		0.186
CACM-2646	0.16		0.186
CACM-2050	0.157		0.186
CACM-2494	0.154		0.186
CACM-0695	0.151		0.186
CACM-3100	0.148		0.186
CACM-3046	0.145		0.186
CACM-1307	0.143		0.186
CACM-1929	0.14		0.186
CACM-2989	0.138		0.186
CACM-1650	0.136		0.186
CACM-1470	0.133		0.186
CACM-1629	0.131		0.186
CACM-1408	0.129		0.186
CACM-2046	0.127		0.186
CACM-1309	0.125		0.186
CACM-1926	0.123		0.186
CACM-1264	0.121		0.186
CACM-0096	0.119		0.186
CACM-1438	0.118		0.186
CACM-2423	0.116		0.186
CACM-1051	0.114		0.186
CACM-2906	0.113		0.186
CACM-1699	0.111		0.186
CACM-2153	0.11		0.186
CACM-1154	0.108		0.186
CACM-3065	0.107		0.186
CACM-3101	0.105		0.186
CACM-2210	0.104		0.186
CACM-2091	0.103		0.186
CACM-2310	0.101		0.186
CACM-1554	0.1		0.186
CACM-2194	0.099		0.186
CACM-1486	0.098		0.186
CACM-0185	0.096		0.186
CACM-2836	0.095		0.186
CACM-2924	0.094		0.186
CACM-1976	0.093		0.186
CACM-2078	0.092		0.186
CACM-2990	0.091		0.186
CACM-1331	0.09		0.186
CACM-1652	0.089		0.186
CACM-1517	0.088		0.186
CACM-2900	0.087		0.186
CACM-0040	0.086		0.186
CACM-2795	0.085		0.186
CACM-0675	0.084		0.186
CACM-2819	0.083		0.186
CACM-3040	0.082		0.186
CACM-0617	0.082		0.186
CACM-1169	0.081		0.186
CACM-0531	0.08		0.186
