Doc_name	Precision	Recall
CACM-2452	1.0		0.038
CACM-2969	1.0		0.077
CACM-2765	1.0		0.115
CACM-1976	0.75		0.115
CACM-1412	0.6		0.115
CACM-1194	0.5		0.115
CACM-2816	0.571		0.154
CACM-2988	0.5		0.154
CACM-2631	0.444		0.154
CACM-1652	0.4		0.154
CACM-2926	0.364		0.154
CACM-3002	0.417		0.192
CACM-1534	0.385		0.192
CACM-2812	0.357		0.192
CACM-1519	0.333		0.192
CACM-1680	0.312		0.192
CACM-2437	0.294		0.192
CACM-2114	0.278		0.192
CACM-1267	0.263		0.192
CACM-2318	0.25		0.192
CACM-3181	0.238		0.192
CACM-2375	0.227		0.192
CACM-3012	0.217		0.192
CACM-0397	0.208		0.192
CACM-2359	0.24		0.231
CACM-3090	0.231		0.231
CACM-2957	0.222		0.231
CACM-0409	0.214		0.231
CACM-1066	0.207		0.231
CACM-2949	0.2		0.231
CACM-0696	0.194		0.231
CACM-2860	0.188		0.231
CACM-2951	0.182		0.231
CACM-3028	0.176		0.231
CACM-1456	0.171		0.231
CACM-2484	0.167		0.231
CACM-2526	0.162		0.231
CACM-2978	0.158		0.231
CACM-3136	0.154		0.231
CACM-3134	0.15		0.231
CACM-3070	0.146		0.231
CACM-1695	0.143		0.231
CACM-1908	0.14		0.231
CACM-1032	0.136		0.231
CACM-2979	0.133		0.231
CACM-1226	0.13		0.231
CACM-2846	0.128		0.231
CACM-2876	0.125		0.231
CACM-2977	0.122		0.231
CACM-1272	0.12		0.231
CACM-2542	0.118		0.231
CACM-2390	0.115		0.231
CACM-2680	0.132		0.269
CACM-3089	0.13		0.269
CACM-2634	0.127		0.269
CACM-2892	0.125		0.269
CACM-2064	0.123		0.269
CACM-2750	0.121		0.269
CACM-2862	0.119		0.269
CACM-0462	0.117		0.269
CACM-3103	0.115		0.269
CACM-2984	0.113		0.269
CACM-2893	0.111		0.269
CACM-1700	0.109		0.269
CACM-1745	0.108		0.269
CACM-2669	0.121		0.308
CACM-1033	0.119		0.308
CACM-3137	0.132		0.346
CACM-1765	0.13		0.346
CACM-2324	0.129		0.346
CACM-2859	0.127		0.346
CACM-2307	0.125		0.346
CACM-2716	0.137		0.385
CACM-1699	0.135		0.385
CACM-1236	0.133		0.385
CACM-3128	0.132		0.385
CACM-1341	0.13		0.385
CACM-2593	0.128		0.385
CACM-2140	0.139		0.423
CACM-0068	0.138		0.423
CACM-3058	0.148		0.462
CACM-1651	0.146		0.462
CACM-1135	0.145		0.462
CACM-3059	0.143		0.462
CACM-2092	0.141		0.462
CACM-2308	0.14		0.462
CACM-1233	0.138		0.462
CACM-2991	0.136		0.462
CACM-3087	0.135		0.462
CACM-2451	0.133		0.462
CACM-2516	0.132		0.462
CACM-2402	0.13		0.462
CACM-2188	0.129		0.462
CACM-2274	0.128		0.462
CACM-3152	0.137		0.5
CACM-0104	0.135		0.5
CACM-3036	0.134		0.5
CACM-1750	0.133		0.5
CACM-1856	0.131		0.5
CACM-2718	0.13		0.5
