Doc_name	Precision	Recall
CACM-2523	1.0		0.059
CACM-2829	1.0		0.118
CACM-1002	0.667		0.118
CACM-2494	0.5		0.118
CACM-0533	0.4		0.118
CACM-2325	0.333		0.118
CACM-1260	0.286		0.118
CACM-1404	0.25		0.118
CACM-1679	0.222		0.118
CACM-2825	0.2		0.118
CACM-2812	0.182		0.118
CACM-1809	0.167		0.118
CACM-3078	0.154		0.118
CACM-0525	0.143		0.118
CACM-0461	0.133		0.118
CACM-2447	0.125		0.118
CACM-1325	0.118		0.118
CACM-1855	0.111		0.118
CACM-2751	0.158		0.176
CACM-3149	0.15		0.176
CACM-2560	0.143		0.176
CACM-2871	0.136		0.176
CACM-2062	0.13		0.176
CACM-1653	0.125		0.176
CACM-1045	0.12		0.176
CACM-2771	0.154		0.235
CACM-1003	0.148		0.235
CACM-1916	0.143		0.235
CACM-2924	0.172		0.294
CACM-0912	0.167		0.294
CACM-1507	0.161		0.294
CACM-1435	0.156		0.294
CACM-1732	0.152		0.294
CACM-0974	0.147		0.294
CACM-1801	0.143		0.294
CACM-3055	0.139		0.294
CACM-1823	0.135		0.294
CACM-1272	0.132		0.294
CACM-2310	0.128		0.294
CACM-1014	0.125		0.294
CACM-2999	0.122		0.294
CACM-2125	0.119		0.294
CACM-2754	0.116		0.294
CACM-2308	0.114		0.294
CACM-1709	0.111		0.294
CACM-2947	0.109		0.294
CACM-1517	0.106		0.294
CACM-1632	0.104		0.294
CACM-2835	0.102		0.294
CACM-2286	0.1		0.294
CACM-2798	0.098		0.294
CACM-1802	0.096		0.294
CACM-1605	0.094		0.294
CACM-1686	0.093		0.294
CACM-2735	0.091		0.294
CACM-2877	0.089		0.294
CACM-2050	0.088		0.294
CACM-2701	0.086		0.294
CACM-2634	0.085		0.294
CACM-2739	0.083		0.294
CACM-1782	0.082		0.294
CACM-0726	0.081		0.294
CACM-1526	0.079		0.294
CACM-2113	0.078		0.294
CACM-2820	0.077		0.294
CACM-0825	0.076		0.294
CACM-1885	0.075		0.294
CACM-3194	0.074		0.294
CACM-2837	0.072		0.294
CACM-0721	0.071		0.294
CACM-0950	0.07		0.294
CACM-0329	0.069		0.294
CACM-1034	0.068		0.294
CACM-1307	0.068		0.294
CACM-2937	0.067		0.294
CACM-2719	0.066		0.294
CACM-1989	0.065		0.294
CACM-2923	0.064		0.294
CACM-1637	0.063		0.294
CACM-2683	0.062		0.294
CACM-3022	0.062		0.294
CACM-1623	0.061		0.294
CACM-2210	0.06		0.294
CACM-1235	0.06		0.294
CACM-2811	0.059		0.294
CACM-0931	0.058		0.294
CACM-2275	0.057		0.294
CACM-2687	0.068		0.353
CACM-2176	0.067		0.353
CACM-2977	0.067		0.353
CACM-2253	0.066		0.353
CACM-1308	0.065		0.353
CACM-2226	0.065		0.353
CACM-1726	0.064		0.353
CACM-2890	0.063		0.353
CACM-2989	0.062		0.353
CACM-2831	0.062		0.353
CACM-2181	0.061		0.353
CACM-2823	0.061		0.353
CACM-1529	0.06		0.353
