Doc_name	Precision	Recall
CACM-2289	1.0		0.083
CACM-2266	1.0		0.167
CACM-3075	1.0		0.25
CACM-2973	1.0		0.333
CACM-1795	1.0		0.417
CACM-2884	0.833		0.417
CACM-2433	0.714		0.417
CACM-2570	0.625		0.417
CACM-2337	0.556		0.417
CACM-3059	0.5		0.417
CACM-2402	0.455		0.417
CACM-0320	0.417		0.417
CACM-2785	0.385		0.417
CACM-3131	0.357		0.417
CACM-2851	0.333		0.417
CACM-0950	0.312		0.417
CACM-2557	0.353		0.5
CACM-2114	0.333		0.5
CACM-2490	0.316		0.5
CACM-2232	0.3		0.5
CACM-1536	0.286		0.5
CACM-3086	0.273		0.5
CACM-2896	0.261		0.5
CACM-3156	0.292		0.583
CACM-0409	0.28		0.583
CACM-1158	0.269		0.583
CACM-2898	0.259		0.583
CACM-2895	0.25		0.583
CACM-2283	0.241		0.583
CACM-2692	0.233		0.583
CACM-2342	0.226		0.583
CACM-2932	0.219		0.583
CACM-2700	0.212		0.583
CACM-2324	0.206		0.583
CACM-3039	0.2		0.583
CACM-2767	0.194		0.583
CACM-1411	0.189		0.583
CACM-1957	0.184		0.583
CACM-2195	0.179		0.583
CACM-3166	0.175		0.583
CACM-2030	0.171		0.583
CACM-2135	0.167		0.583
CACM-0371	0.163		0.583
CACM-1171	0.159		0.583
CACM-2276	0.156		0.583
CACM-2714	0.174		0.667
CACM-2837	0.17		0.667
CACM-1569	0.167		0.667
CACM-2263	0.163		0.667
CACM-2838	0.16		0.667
CACM-1262	0.157		0.667
CACM-2630	0.154		0.667
CACM-2685	0.151		0.667
CACM-3061	0.148		0.667
CACM-1601	0.164		0.75
CACM-2401	0.161		0.75
CACM-3018	0.158		0.75
CACM-2924	0.155		0.75
CACM-2679	0.153		0.75
CACM-2081	0.15		0.75
CACM-3037	0.148		0.75
CACM-3124	0.145		0.75
CACM-2948	0.143		0.75
CACM-2950	0.141		0.75
CACM-2426	0.138		0.75
CACM-2740	0.136		0.75
CACM-1468	0.134		0.75
CACM-2325	0.132		0.75
CACM-1658	0.13		0.75
CACM-2819	0.129		0.75
CACM-1554	0.127		0.75
CACM-1099	0.125		0.75
CACM-2567	0.123		0.75
CACM-1302	0.122		0.75
CACM-2627	0.12		0.75
CACM-1846	0.118		0.75
CACM-1145	0.117		0.75
CACM-3132	0.115		0.75
CACM-3073	0.114		0.75
CACM-3153	0.113		0.75
CACM-2389	0.111		0.75
CACM-2366	0.11		0.75
CACM-1928	0.108		0.75
CACM-1959	0.107		0.75
CACM-1417	0.106		0.75
CACM-2997	0.105		0.75
CACM-0462	0.103		0.75
CACM-2912	0.102		0.75
CACM-1294	0.101		0.75
CACM-1811	0.111		0.833
CACM-3152	0.11		0.833
CACM-2828	0.109		0.833
CACM-1409	0.108		0.833
CACM-2200	0.106		0.833
CACM-2695	0.105		0.833
CACM-2646	0.104		0.833
CACM-2968	0.103		0.833
CACM-2883	0.102		0.833
CACM-2236	0.101		0.833
CACM-2355	0.1		0.833
