Doc_name	Precision	Recall
CACM-2940	0.0		0.0
CACM-2651	0.5		0.083
CACM-3105	0.333		0.083
CACM-2956	0.25		0.083
CACM-2078	0.2		0.083
CACM-1861	0.333		0.167
CACM-2470	0.286		0.167
CACM-3103	0.25		0.167
CACM-2254	0.222		0.167
CACM-2957	0.2		0.167
CACM-2931	0.182		0.167
CACM-2265	0.25		0.25
CACM-2958	0.231		0.25
CACM-2705	0.214		0.25
CACM-2699	0.2		0.25
CACM-1835	0.188		0.25
CACM-1703	0.176		0.25
CACM-2939	0.222		0.333
CACM-2785	0.211		0.333
CACM-3031	0.25		0.417
CACM-2082	0.238		0.417
CACM-2941	0.273		0.5
CACM-1678	0.261		0.5
CACM-2051	0.25		0.5
CACM-2201	0.24		0.5
CACM-1783	0.231		0.5
CACM-0867	0.222		0.5
CACM-1002	0.214		0.5
CACM-2305	0.207		0.5
CACM-1923	0.2		0.5
CACM-2002	0.194		0.5
CACM-1470	0.188		0.5
CACM-0618	0.182		0.5
CACM-2843	0.176		0.5
CACM-2937	0.171		0.5
CACM-2406	0.167		0.5
CACM-3101	0.162		0.5
CACM-0961	0.158		0.5
CACM-2794	0.154		0.5
CACM-2264	0.15		0.5
CACM-3142	0.146		0.5
CACM-1469	0.143		0.5
CACM-3066	0.14		0.5
CACM-1112	0.136		0.5
CACM-1390	0.133		0.5
CACM-2815	0.13		0.5
CACM-1098	0.128		0.5
CACM-1911	0.125		0.5
CACM-2558	0.143		0.583
CACM-2717	0.14		0.583
CACM-1902	0.137		0.583
CACM-2138	0.135		0.583
CACM-3071	0.132		0.583
CACM-1459	0.13		0.583
CACM-2314	0.127		0.583
CACM-3185	0.125		0.583
CACM-1625	0.123		0.583
CACM-2603	0.121		0.583
CACM-3097	0.119		0.583
CACM-1262	0.117		0.583
CACM-1693	0.131		0.667
CACM-3198	0.129		0.667
CACM-2299	0.127		0.667
CACM-2898	0.125		0.667
CACM-0655	0.123		0.667
CACM-2389	0.121		0.667
CACM-2106	0.119		0.667
CACM-1379	0.118		0.667
CACM-1282	0.116		0.667
CACM-1162	0.114		0.667
CACM-3171	0.113		0.667
CACM-1213	0.111		0.667
CACM-1852	0.11		0.667
CACM-2722	0.108		0.667
CACM-2906	0.107		0.667
CACM-2887	0.105		0.667
CACM-2684	0.104		0.667
CACM-1200	0.103		0.667
CACM-1474	0.101		0.667
CACM-2081	0.1		0.667
CACM-2527	0.099		0.667
CACM-2341	0.098		0.667
CACM-2130	0.096		0.667
CACM-1366	0.095		0.667
CACM-1210	0.094		0.667
CACM-2886	0.093		0.667
CACM-1614	0.092		0.667
CACM-2810	0.091		0.667
CACM-1485	0.09		0.667
CACM-3002	0.089		0.667
CACM-1482	0.088		0.667
CACM-1426	0.087		0.667
CACM-1989	0.086		0.667
CACM-2897	0.085		0.667
CACM-2198	0.084		0.667
CACM-1416	0.083		0.667
CACM-0527	0.082		0.667
CACM-1033	0.082		0.667
CACM-2857	0.081		0.667
CACM-1309	0.08		0.667
