Doc_name	Precision	Recall
CACM-2625	1.0		0.333
CACM-2541	0.5		0.333
CACM-1869	0.333		0.333
CACM-2858	0.25		0.333
CACM-2194	0.2		0.333
CACM-3032	0.333		0.667
CACM-0912	0.286		0.667
CACM-2830	0.25		0.667
CACM-1677	0.222		0.667
CACM-2860	0.2		0.667
CACM-0492	0.182		0.667
CACM-2991	0.167		0.667
CACM-3083	0.154		0.667
CACM-2951	0.143		0.667
CACM-3126	0.133		0.667
CACM-0040	0.125		0.667
CACM-2501	0.118		0.667
CACM-2258	0.111		0.667
CACM-2371	0.105		0.667
CACM-0332	0.1		0.667
CACM-2776	0.095		0.667
CACM-2500	0.091		0.667
CACM-0615	0.087		0.667
CACM-1754	0.083		0.667
CACM-1879	0.08		0.667
CACM-3110	0.077		0.667
CACM-3053	0.074		0.667
CACM-2543	0.071		0.667
CACM-0071	0.069		0.667
CACM-2949	0.067		0.667
CACM-1752	0.065		0.667
CACM-1785	0.062		0.667
CACM-2109	0.061		0.667
CACM-2358	0.059		0.667
CACM-1611	0.057		0.667
CACM-1685	0.056		0.667
CACM-2522	0.054		0.667
CACM-0796	0.053		0.667
CACM-2203	0.051		0.667
CACM-2437	0.05		0.667
CACM-2892	0.049		0.667
CACM-2905	0.048		0.667
CACM-2920	0.047		0.667
CACM-2499	0.045		0.667
CACM-1928	0.044		0.667
CACM-2197	0.043		0.667
CACM-1695	0.043		0.667
CACM-1680	0.042		0.667
CACM-2020	0.041		0.667
CACM-1877	0.04		0.667
CACM-2614	0.039		0.667
CACM-1723	0.038		0.667
CACM-1261	0.038		0.667
CACM-3040	0.037		0.667
CACM-0828	0.036		0.667
CACM-2482	0.036		0.667
CACM-2969	0.035		0.667
CACM-2515	0.034		0.667
CACM-3133	0.034		0.667
CACM-3158	0.033		0.667
CACM-2033	0.033		0.667
CACM-2219	0.032		0.667
CACM-2377	0.032		0.667
CACM-3127	0.031		0.667
CACM-2320	0.031		0.667
CACM-2712	0.03		0.667
CACM-1938	0.03		0.667
CACM-0441	0.029		0.667
CACM-1735	0.029		0.667
CACM-2297	0.029		0.667
CACM-2900	0.028		0.667
CACM-1591	0.028		0.667
CACM-2849	0.041		1.0
CACM-2597	0.041		1.0
CACM-2578	0.04		1.0
CACM-2095	0.039		1.0
CACM-2274	0.039		1.0
CACM-2080	0.038		1.0
CACM-3068	0.038		1.0
CACM-2379	0.037		1.0
CACM-3092	0.037		1.0
CACM-1751	0.037		1.0
CACM-3072	0.036		1.0
CACM-1846	0.036		1.0
CACM-3076	0.035		1.0
CACM-2988	0.035		1.0
CACM-2128	0.034		1.0
CACM-0144	0.034		1.0
CACM-3088	0.034		1.0
CACM-1750	0.033		1.0
CACM-2681	0.033		1.0
CACM-1505	0.033		1.0
CACM-2798	0.032		1.0
CACM-3059	0.032		1.0
CACM-3117	0.032		1.0
CACM-2060	0.031		1.0
CACM-3177	0.031		1.0
CACM-1811	0.031		1.0
CACM-2485	0.03		1.0
CACM-3038	0.03		1.0
