Doc_name	Precision	Recall
CACM-3032	1.0	0.2
CACM-2949	1.0	0.4
CACM-2892	0.667	0.4
CACM-2849	0.75	0.6
CACM-2890	0.8	0.8
CACM-1685	0.667	0.8
CACM-3158	0.571	0.8
CACM-2515	0.5	0.8
CACM-2776	0.444	0.8
CACM-2951	0.4	0.8
CACM-2197	0.364	0.8
CACM-1695	0.333	0.8
CACM-2371	0.308	0.8
CACM-3040	0.286	0.8
CACM-1928	0.267	0.8
CACM-2614	0.25	0.8
CACM-2274	0.235	0.8
CACM-1261	0.222	0.8
CACM-0383	0.211	0.8
CACM-2969	0.2	0.8
CACM-0828	0.19	0.8
CACM-3133	0.182	0.8
CACM-1723	0.174	0.8
CACM-1989	0.167	0.8
CACM-0441	0.16	0.8
CACM-1890	0.154	0.8
CACM-1846	0.148	0.8
CACM-1688	0.143	0.8
CACM-2712	0.138	0.8
CACM-2900	0.133	0.8
CACM-1687	0.129	0.8
CACM-2088	0.125	0.8
CACM-2401	0.121	0.8
CACM-1690	0.118	0.8
CACM-0367	0.114	0.8
CACM-1611	0.111	0.8
CACM-2568	0.108	0.8
CACM-1034	0.105	0.8
CACM-3164	0.103	0.8
CACM-3070	0.1	0.8
CACM-2988	0.098	0.8
CACM-1822	0.095	0.8
CACM-2630	0.093	0.8
CACM-1704	0.091	0.8
CACM-1889	0.089	0.8
CACM-3059	0.087	0.8
CACM-2948	0.085	0.8
CACM-0517	0.083	0.8
CACM-0757	0.082	0.8
CACM-0036	0.08	0.8
CACM-2581	0.078	0.8
CACM-2327	0.077	0.8
CACM-1844	0.075	0.8
CACM-2046	0.074	0.8
CACM-1811	0.073	0.8
CACM-2894	0.071	0.8
CACM-0616	0.07	0.8
CACM-2572	0.069	0.8
CACM-3172	0.068	0.8
CACM-2289	0.067	0.8
CACM-2973	0.066	0.8
CACM-1165	0.065	0.8
CACM-2934	0.063	0.8
CACM-2396	0.062	0.8
CACM-3076	0.062	0.8
CACM-3111	0.061	0.8
CACM-2454	0.06	0.8
CACM-2059	0.059	0.8
CACM-2718	0.058	0.8
CACM-1458	0.057	0.8
CACM-2380	0.056	0.8
CACM-1159	0.056	0.8
CACM-2198	0.055	0.8
CACM-1623	0.054	0.8
CACM-1867	0.053	0.8
CACM-1572	0.053	0.8
CACM-1516	0.052	0.8
CACM-1856	0.051	0.8
CACM-3132	0.051	0.8
CACM-1551	0.05	0.8
CACM-1199	0.049	0.8
CACM-2439	0.049	0.8
CACM-1397	0.048	0.8
CACM-1906	0.048	0.8
CACM-1362	0.047	0.8
CACM-0397	0.047	0.8
CACM-2516	0.046	0.8
CACM-2916	0.045	0.8
CACM-1612	0.045	0.8
CACM-2450	0.044	0.8
CACM-2092	0.044	0.8
CACM-2923	0.043	0.8
CACM-0595	0.043	0.8
CACM-1769	0.043	0.8
CACM-2016	0.042	0.8
CACM-2598	0.042	0.8
CACM-2178	0.041	0.8
CACM-0944	0.041	0.8
CACM-2424	0.04	0.8
CACM-0248	0.04	0.8
