Doc_name	Precision	Recall
CACM-1947	1.0		0.091
CACM-1795	1.0		0.182
CACM-2897	1.0		0.273
CACM-2495	1.0		0.364
CACM-2748	0.8		0.364
CACM-1886	0.667		0.364
CACM-2680	0.571		0.364
CACM-2491	0.5		0.364
CACM-2944	0.444		0.364
CACM-2904	0.4		0.364
CACM-3080	0.364		0.364
CACM-2253	0.333		0.364
CACM-2559	0.308		0.364
CACM-1195	0.286		0.364
CACM-3171	0.267		0.364
CACM-2537	0.25		0.364
CACM-1651	0.235		0.364
CACM-1564	0.222		0.364
CACM-2701	0.211		0.364
CACM-3054	0.2		0.364
CACM-2423	0.19		0.364
CACM-2033	0.182		0.364
CACM-3005	0.174		0.364
CACM-2929	0.167		0.364
CACM-2464	0.16		0.364
CACM-2716	0.154		0.364
CACM-2858	0.148		0.364
CACM-2835	0.143		0.364
CACM-1807	0.172		0.455
CACM-2433	0.167		0.455
CACM-1362	0.161		0.455
CACM-0048	0.156		0.455
CACM-2711	0.152		0.455
CACM-1655	0.147		0.455
CACM-1235	0.143		0.455
CACM-1652	0.139		0.455
CACM-3129	0.135		0.455
CACM-1756	0.132		0.455
CACM-2745	0.128		0.455
CACM-3083	0.125		0.455
CACM-2892	0.122		0.455
CACM-1231	0.143		0.545
CACM-2078	0.14		0.545
CACM-2524	0.136		0.545
CACM-2344	0.133		0.545
CACM-2611	0.13		0.545
CACM-2836	0.128		0.545
CACM-2389	0.125		0.545
CACM-1369	0.122		0.545
CACM-2722	0.12		0.545
CACM-1465	0.118		0.545
CACM-2533	0.115		0.545
CACM-3066	0.113		0.545
CACM-1757	0.111		0.545
CACM-2834	0.109		0.545
CACM-0117	0.107		0.545
CACM-1670	0.105		0.545
CACM-0149	0.103		0.545
CACM-1066	0.102		0.545
CACM-2508	0.1		0.545
CACM-2374	0.098		0.545
CACM-2645	0.097		0.545
CACM-2964	0.095		0.545
CACM-1542	0.094		0.545
CACM-1676	0.092		0.545
CACM-1289	0.091		0.545
CACM-1064	0.09		0.545
CACM-1414	0.088		0.545
CACM-2616	0.087		0.545
CACM-0066	0.086		0.545
CACM-2133	0.085		0.545
CACM-1275	0.083		0.545
CACM-2569	0.082		0.545
CACM-0195	0.081		0.545
CACM-0230	0.08		0.545
CACM-2950	0.079		0.545
CACM-1187	0.078		0.545
CACM-1331	0.077		0.545
CACM-1065	0.076		0.545
CACM-2586	0.075		0.545
CACM-1204	0.074		0.545
CACM-1232	0.073		0.545
CACM-1708	0.072		0.545
CACM-3173	0.071		0.545
CACM-2230	0.071		0.545
CACM-3134	0.07		0.545
CACM-3175	0.069		0.545
CACM-3018	0.068		0.545
CACM-0164	0.067		0.545
CACM-0797	0.067		0.545
CACM-1901	0.066		0.545
CACM-3125	0.065		0.545
CACM-2856	0.065		0.545
CACM-0693	0.064		0.545
CACM-0333	0.063		0.545
CACM-2290	0.062		0.545
CACM-0598	0.062		0.545
CACM-2812	0.061		0.545
CACM-2734	0.061		0.545
CACM-2498	0.06		0.545
