Doc_name	Precision	Recall
CACM-2794	0.0		0.0
CACM-2030	0.0		0.0
CACM-2811	0.0		0.0
CACM-1527	0.0		0.0
CACM-2112	0.0		0.0
CACM-2581	0.0		0.0
CACM-2301	0.0		0.0
CACM-1855	0.0		0.0
CACM-2980	0.0		0.0
CACM-2643	0.0		0.0
CACM-2492	0.0		0.0
CACM-1612	0.0		0.0
CACM-2310	0.0		0.0
CACM-1309	0.0		0.0
CACM-2739	0.0		0.0
CACM-2215	0.0		0.0
CACM-2050	0.0		0.0
CACM-1989	0.0		0.0
CACM-1012	0.0		0.0
CACM-0617	0.0		0.0
CACM-2113	0.0		0.0
CACM-2836	0.045		0.05
CACM-2195	0.043		0.05
CACM-1184	0.042		0.05
CACM-2402	0.04		0.05
CACM-3132	0.038		0.05
CACM-2110	0.074		0.1
CACM-2423	0.107		0.15
CACM-2733	0.138		0.2
CACM-2754	0.133		0.2
CACM-1917	0.129		0.2
CACM-1525	0.125		0.2
CACM-1265	0.152		0.25
CACM-1665	0.147		0.25
CACM-1162	0.143		0.25
CACM-2963	0.139		0.25
CACM-1921	0.135		0.25
CACM-1837	0.132		0.25
CACM-2880	0.128		0.25
CACM-1170	0.125		0.25
CACM-1668	0.122		0.25
CACM-1669	0.119		0.25
CACM-1902	0.116		0.25
CACM-2481	0.114		0.25
CACM-2641	0.111		0.25
CACM-0462	0.109		0.25
CACM-1590	0.106		0.25
CACM-1679	0.104		0.25
CACM-3094	0.122		0.3
CACM-1179	0.12		0.3
CACM-3198	0.118		0.3
CACM-2054	0.115		0.3
CACM-1335	0.113		0.3
CACM-3176	0.111		0.3
CACM-1399	0.109		0.3
CACM-0204	0.107		0.3
CACM-2246	0.105		0.3
CACM-1073	0.103		0.3
CACM-2287	0.102		0.3
CACM-1350	0.117		0.35
CACM-1455	0.115		0.35
CACM-0185	0.113		0.35
CACM-1548	0.111		0.35
CACM-3135	0.109		0.35
CACM-1454	0.108		0.35
CACM-1962	0.106		0.35
CACM-2545	0.104		0.35
CACM-2370	0.103		0.35
CACM-2982	0.101		0.35
CACM-0040	0.1		0.35
CACM-1641	0.099		0.35
CACM-3079	0.097		0.35
CACM-2019	0.096		0.35
CACM-3045	0.095		0.35
CACM-1272	0.093		0.35
CACM-2421	0.092		0.35
CACM-2353	0.091		0.35
CACM-2906	0.09		0.35
CACM-2971	0.089		0.35
CACM-1726	0.087		0.35
CACM-2925	0.086		0.35
CACM-1519	0.085		0.35
CACM-2910	0.084		0.35
CACM-2886	0.083		0.35
CACM-2788	0.082		0.35
CACM-2149	0.081		0.35
CACM-1433	0.08		0.35
CACM-1589	0.08		0.35
CACM-2786	0.079		0.35
CACM-1035	0.078		0.35
CACM-1307	0.077		0.35
CACM-1910	0.076		0.35
CACM-1988	0.075		0.35
CACM-1856	0.074		0.35
CACM-1166	0.074		0.35
CACM-2698	0.073		0.35
CACM-1483	0.072		0.35
CACM-1825	0.082		0.4
CACM-0633	0.081		0.4
CACM-1470	0.08		0.4
