Doc_name	Precision	Recall
CACM-1700	1.0		0.023
CACM-0144	0.5		0.023
CACM-1888	0.333		0.023
CACM-0028	0.25		0.023
CACM-1235	0.4		0.047
CACM-0944	0.333		0.047
CACM-1456	0.429		0.07
CACM-2484	0.375		0.07
CACM-2711	0.333		0.07
CACM-1112	0.4		0.093
CACM-1650	0.364		0.093
CACM-1264	0.333		0.093
CACM-3138	0.308		0.093
CACM-2753	0.286		0.093
CACM-1725	0.267		0.093
CACM-1402	0.25		0.093
CACM-0719	0.235		0.093
CACM-2194	0.222		0.093
CACM-1519	0.211		0.093
CACM-1272	0.2		0.093
CACM-0617	0.19		0.093
CACM-2846	0.182		0.093
CACM-2486	0.174		0.093
CACM-1930	0.167		0.093
CACM-1886	0.16		0.093
CACM-1152	0.154		0.093
CACM-2989	0.148		0.093
CACM-1488	0.143		0.093
CACM-2953	0.138		0.093
CACM-0078	0.133		0.093
CACM-3056	0.129		0.093
CACM-2267	0.125		0.093
CACM-2078	0.121		0.093
CACM-1309	0.118		0.093
CACM-1818	0.114		0.093
CACM-2900	0.111		0.093
CACM-2998	0.108		0.093
CACM-1554	0.105		0.093
CACM-0095	0.103		0.093
CACM-1527	0.1		0.093
CACM-0096	0.098		0.093
CACM-2771	0.095		0.093
CACM-3158	0.093		0.093
CACM-3196	0.091		0.093
CACM-1413	0.089		0.093
CACM-2931	0.087		0.093
CACM-1999	0.085		0.093
CACM-1259	0.083		0.093
CACM-2905	0.102		0.116
CACM-0344	0.1		0.116
CACM-0544	0.098		0.116
CACM-0626	0.096		0.116
CACM-2439	0.094		0.116
CACM-2994	0.093		0.116
CACM-0510	0.091		0.116
CACM-3087	0.089		0.116
CACM-2002	0.088		0.116
CACM-1287	0.086		0.116
CACM-1483	0.085		0.116
CACM-1711	0.083		0.116
CACM-1035	0.082		0.116
CACM-2229	0.081		0.116
CACM-2153	0.079		0.116
CACM-3046	0.078		0.116
CACM-1154	0.077		0.116
CACM-2265	0.076		0.116
CACM-1216	0.075		0.116
CACM-1197	0.074		0.116
CACM-1408	0.072		0.116
CACM-2572	0.071		0.116
CACM-3034	0.07		0.116
CACM-1438	0.069		0.116
CACM-2646	0.068		0.116
CACM-1470	0.068		0.116
CACM-2494	0.067		0.116
CACM-1359	0.066		0.116
CACM-0354	0.065		0.116
CACM-1462	0.064		0.116
CACM-0695	0.063		0.116
CACM-2906	0.062		0.116
CACM-1162	0.062		0.116
CACM-1307	0.061		0.116
CACM-1457	0.072		0.14
CACM-1977	0.071		0.14
CACM-1290	0.071		0.14
CACM-0778	0.07		0.14
CACM-1001	0.069		0.14
CACM-3129	0.068		0.14
CACM-1629	0.067		0.14
CACM-2047	0.067		0.14
CACM-2688	0.066		0.14
CACM-1517	0.065		0.14
CACM-1589	0.065		0.14
CACM-1929	0.064		0.14
CACM-1087	0.063		0.14
CACM-2523	0.062		0.14
CACM-2368	0.062		0.14
CACM-2398	0.061		0.14
CACM-2836	0.061		0.14
CACM-2978	0.06		0.14
