Doc_name	Precision	Recall
CACM-2826	0.0		0.0
CACM-1543	0.5		0.333
CACM-0695	0.333		0.333
CACM-1014	0.25		0.333
CACM-0605	0.2		0.333
CACM-1867	0.167		0.333
CACM-0531	0.143		0.333
CACM-2828	0.25		0.667
CACM-0492	0.222		0.667
CACM-1623	0.2		0.667
CACM-0435	0.182		0.667
CACM-1397	0.167		0.667
CACM-1664	0.154		0.667
CACM-1365	0.143		0.667
CACM-2721	0.133		0.667
CACM-0616	0.125		0.667
CACM-0242	0.118		0.667
CACM-2230	0.111		0.667
CACM-2931	0.105		0.667
CACM-1234	0.1		0.667
CACM-1341	0.095		0.667
CACM-2176	0.091		0.667
CACM-0670	0.087		0.667
CACM-0417	0.083		0.667
CACM-0281	0.08		0.667
CACM-1634	0.077		0.667
CACM-2873	0.074		0.667
CACM-1009	0.071		0.667
CACM-2671	0.069		0.667
CACM-2389	0.067		0.667
CACM-2753	0.065		0.667
CACM-1698	0.062		0.667
CACM-3198	0.061		0.667
CACM-3035	0.059		0.667
CACM-2078	0.086		1.0
CACM-0530	0.083		1.0
CACM-1385	0.081		1.0
CACM-1148	0.079		1.0
CACM-3156	0.077		1.0
CACM-1885	0.075		1.0
CACM-3172	0.073		1.0
CACM-1621	0.071		1.0
CACM-2900	0.07		1.0
CACM-3135	0.068		1.0
CACM-2622	0.067		1.0
CACM-2496	0.065		1.0
CACM-0697	0.064		1.0
CACM-2187	0.062		1.0
CACM-2810	0.061		1.0
CACM-2486	0.06		1.0
CACM-0705	0.059		1.0
CACM-3188	0.058		1.0
CACM-0755	0.057		1.0
CACM-2836	0.056		1.0
CACM-2712	0.055		1.0
CACM-2887	0.054		1.0
CACM-0888	0.053		1.0
CACM-0704	0.052		1.0
CACM-2485	0.051		1.0
CACM-0887	0.05		1.0
CACM-1348	0.049		1.0
CACM-3125	0.048		1.0
CACM-3040	0.048		1.0
CACM-2505	0.047		1.0
CACM-0768	0.046		1.0
CACM-2572	0.045		1.0
CACM-2417	0.045		1.0
CACM-2707	0.044		1.0
CACM-2582	0.043		1.0
CACM-3033	0.043		1.0
CACM-2406	0.042		1.0
CACM-0767	0.042		1.0
CACM-1186	0.041		1.0
CACM-2943	0.041		1.0
CACM-2231	0.04		1.0
CACM-2383	0.039		1.0
CACM-3150	0.039		1.0
CACM-1046	0.038		1.0
CACM-1846	0.038		1.0
CACM-1001	0.037		1.0
CACM-2705	0.037		1.0
CACM-1262	0.037		1.0
CACM-1978	0.036		1.0
CACM-2167	0.036		1.0
CACM-2087	0.035		1.0
CACM-0397	0.035		1.0
CACM-2502	0.034		1.0
CACM-1948	0.034		1.0
CACM-3154	0.034		1.0
CACM-3132	0.033		1.0
CACM-3032	0.033		1.0
CACM-2610	0.033		1.0
CACM-3018	0.032		1.0
CACM-1928	0.032		1.0
CACM-2918	0.032		1.0
CACM-1517	0.031		1.0
CACM-3185	0.031		1.0
CACM-0321	0.031		1.0
CACM-1113	0.03		1.0
CACM-1930	0.03		1.0
