Doc_name	Precision	Recall
CACM-2711	1.0		0.032
CACM-2307	1.0		0.065
CACM-1457	1.0		0.097
CACM-0634	0.75		0.097
CACM-1236	0.8		0.129
CACM-2990	0.833		0.161
CACM-1287	0.714		0.161
CACM-3129	0.625		0.161
CACM-1927	0.667		0.194
CACM-2451	0.7		0.226
CACM-1700	0.636		0.226
CACM-3134	0.667		0.258
CACM-2114	0.615		0.258
CACM-1976	0.643		0.29
CACM-2631	0.667		0.323
CACM-2140	0.625		0.323
CACM-2484	0.588		0.323
CACM-2978	0.556		0.323
CACM-0944	0.526		0.323
CACM-2969	0.5		0.323
CACM-2561	0.476		0.323
CACM-3072	0.455		0.323
CACM-2680	0.435		0.323
CACM-2437	0.417		0.323
CACM-2746	0.4		0.323
CACM-2494	0.385		0.323
CACM-1916	0.37		0.323
CACM-1413	0.357		0.323
CACM-0397	0.345		0.323
CACM-2753	0.333		0.323
CACM-1725	0.323		0.323
CACM-2722	0.312		0.323
CACM-1935	0.303		0.323
CACM-1699	0.294		0.323
CACM-2846	0.286		0.323
CACM-1235	0.278		0.323
CACM-1830	0.297		0.355
CACM-1886	0.289		0.355
CACM-2486	0.282		0.355
CACM-2688	0.275		0.355
CACM-2646	0.268		0.355
CACM-2160	0.286		0.387
CACM-2991	0.279		0.387
CACM-2258	0.273		0.387
CACM-2882	0.267		0.387
CACM-1402	0.261		0.387
CACM-2278	0.255		0.387
CACM-1677	0.25		0.387
CACM-2947	0.245		0.387
CACM-0028	0.24		0.387
CACM-2998	0.235		0.387
CACM-1359	0.231		0.387
CACM-1194	0.226		0.387
CACM-0695	0.222		0.387
CACM-3002	0.218		0.387
CACM-1527	0.214		0.387
CACM-2078	0.211		0.387
CACM-2547	0.207		0.387
CACM-0144	0.203		0.387
CACM-1711	0.2		0.387
CACM-0615	0.197		0.387
CACM-0239	0.194		0.387
CACM-2523	0.19		0.387
CACM-3158	0.188		0.387
CACM-1674	0.185		0.387
CACM-1888	0.182		0.387
CACM-2516	0.179		0.387
CACM-1705	0.176		0.387
CACM-3087	0.174		0.387
CACM-2402	0.171		0.387
CACM-2986	0.169		0.387
CACM-2916	0.167		0.387
CACM-1652	0.164		0.387
CACM-2517	0.162		0.387
CACM-1456	0.16		0.387
CACM-1259	0.158		0.387
CACM-0626	0.156		0.387
CACM-3138	0.154		0.387
CACM-2288	0.152		0.387
CACM-2771	0.15		0.387
CACM-1290	0.148		0.387
CACM-1261	0.146		0.387
CACM-1962	0.145		0.387
CACM-2883	0.143		0.387
CACM-2695	0.141		0.387
CACM-0078	0.14		0.387
CACM-2033	0.138		0.387
CACM-1554	0.136		0.387
CACM-1808	0.135		0.387
CACM-3040	0.133		0.387
CACM-3135	0.132		0.387
CACM-1519	0.13		0.387
CACM-2976	0.14		0.419
CACM-1309	0.138		0.419
CACM-2070	0.137		0.419
CACM-2994	0.135		0.419
CACM-1977	0.134		0.419
CACM-0095	0.133		0.419
CACM-1517	0.131		0.419
CACM-3103	0.13		0.419
