Doc_name	Precision	Recall
CACM-2265	1.0	0.083
CACM-2244	0.5	0.083
CACM-2243	0.333	0.083
CACM-2241	0.25	0.083
CACM-2242	0.2	0.083
CACM-2957	0.167	0.083
CACM-0618	0.143	0.083
CACM-2956	0.125	0.083
CACM-2651	0.222	0.167
CACM-3105	0.2	0.167
CACM-3031	0.182	0.167
CACM-2815	0.167	0.167
CACM-3103	0.154	0.167
CACM-2558	0.214	0.25
CACM-2958	0.2	0.25
CACM-2941	0.25	0.333
CACM-3142	0.235	0.333
CACM-0033	0.222	0.333
CACM-1426	0.211	0.333
CACM-2341	0.2	0.333
CACM-1181	0.19	0.333
CACM-1398	0.182	0.333
CACM-2184	0.174	0.333
CACM-2560	0.167	0.333
CACM-0770	0.16	0.333
CACM-0906	0.154	0.333
CACM-2632	0.185	0.417
CACM-0183	0.179	0.417
CACM-2912	0.172	0.417
CACM-0867	0.167	0.417
CACM-0977	0.161	0.417
CACM-1096	0.156	0.417
CACM-2850	0.152	0.417
CACM-0265	0.147	0.417
CACM-1152	0.143	0.417
CACM-0785	0.139	0.417
CACM-2084	0.135	0.417
CACM-1489	0.132	0.417
CACM-1097	0.128	0.417
CACM-2060	0.125	0.417
CACM-0560	0.122	0.417
CACM-1121	0.119	0.417
CACM-2476	0.116	0.417
CACM-0676	0.114	0.417
CACM-1923	0.111	0.417
CACM-2394	0.109	0.417
CACM-0024	0.106	0.417
CACM-1655	0.104	0.417
CACM-2527	0.102	0.417
CACM-1907	0.1	0.417
CACM-1244	0.098	0.417
CACM-1591	0.096	0.417
CACM-1736	0.094	0.417
CACM-1200	0.093	0.417
CACM-2794	0.091	0.417
CACM-0251	0.089	0.417
CACM-2214	0.088	0.417
CACM-1768	0.086	0.417
CACM-2937	0.085	0.417
CACM-2369	0.083	0.417
CACM-3006	0.082	0.417
CACM-1303	0.081	0.417
CACM-2023	0.079	0.417
CACM-2192	0.078	0.417
CACM-0005	0.077	0.417
CACM-0235	0.076	0.417
CACM-0041	0.075	0.417
CACM-0195	0.074	0.417
CACM-1757	0.072	0.417
CACM-2975	0.071	0.417
CACM-0141	0.07	0.417
CACM-0393	0.069	0.417
CACM-1143	0.068	0.417
CACM-1432	0.068	0.417
CACM-2835	0.067	0.417
CACM-1367	0.066	0.417
CACM-0597	0.065	0.417
CACM-2939	0.077	0.5
CACM-2102	0.076	0.5
CACM-2333	0.075	0.5
CACM-0394	0.074	0.5
CACM-0474	0.073	0.5
CACM-0961	0.072	0.5
CACM-1701	0.071	0.5
CACM-0654	0.071	0.5
CACM-1302	0.07	0.5
CACM-0982	0.069	0.5
CACM-0528	0.068	0.5
CACM-2528	0.067	0.5
CACM-1780	0.067	0.5
CACM-2117	0.066	0.5
CACM-2743	0.065	0.5
CACM-2529	0.065	0.5
CACM-1734	0.064	0.5
CACM-0190	0.063	0.5
CACM-0294	0.062	0.5
CACM-0197	0.062	0.5
CACM-0275	0.061	0.5
CACM-2917	0.061	0.5
CACM-1880	0.06	0.5
