Doc_name	Precision	Recall
CACM-3077	1.0		1.0
CACM-3140	0.5		1.0
CACM-1705	0.333		1.0
CACM-3008	0.25		1.0
CACM-2700	0.2		1.0
CACM-2705	0.167		1.0
CACM-1132	0.143		1.0
CACM-0196	0.125		1.0
CACM-2922	0.111		1.0
CACM-1764	0.1		1.0
CACM-2850	0.091		1.0
CACM-1781	0.083		1.0
CACM-1890	0.077		1.0
CACM-1278	0.071		1.0
CACM-0001	0.067		1.0
CACM-0437	0.062		1.0
CACM-1614	0.059		1.0
CACM-2060	0.056		1.0
CACM-0209	0.053		1.0
CACM-0631	0.05		1.0
CACM-2097	0.048		1.0
CACM-1046	0.045		1.0
CACM-2971	0.043		1.0
CACM-2679	0.042		1.0
CACM-2534	0.04		1.0
CACM-2215	0.038		1.0
CACM-2902	0.037		1.0
CACM-1826	0.036		1.0
CACM-3130	0.034		1.0
CACM-2092	0.033		1.0
CACM-1931	0.032		1.0
CACM-1973	0.031		1.0
CACM-0463	0.03		1.0
CACM-1914	0.029		1.0
CACM-0065	0.029		1.0
CACM-1463	0.028		1.0
CACM-1766	0.027		1.0
CACM-0176	0.026		1.0
CACM-1155	0.026		1.0
CACM-1137	0.025		1.0
CACM-2201	0.024		1.0
CACM-2107	0.024		1.0
CACM-3154	0.023		1.0
CACM-0680	0.023		1.0
CACM-1106	0.022		1.0
CACM-0616	0.022		1.0
CACM-2842	0.021		1.0
CACM-1141	0.021		1.0
CACM-1834	0.02		1.0
CACM-0483	0.02		1.0
CACM-1215	0.02		1.0
CACM-2345	0.019		1.0
CACM-1835	0.019		1.0
CACM-1691	0.019		1.0
CACM-3184	0.018		1.0
CACM-2541	0.018		1.0
CACM-0600	0.018		1.0
CACM-1396	0.017		1.0
CACM-2470	0.017		1.0
CACM-0254	0.017		1.0
CACM-1365	0.016		1.0
CACM-2156	0.016		1.0
CACM-3197	0.016		1.0
CACM-0763	0.016		1.0
CACM-0406	0.015		1.0
CACM-2358	0.015		1.0
CACM-2863	0.015		1.0
CACM-1856	0.015		1.0
CACM-1836	0.014		1.0
CACM-2542	0.014		1.0
CACM-1265	0.014		1.0
CACM-1946	0.014		1.0
CACM-2593	0.014		1.0
CACM-3099	0.014		1.0
CACM-1029	0.013		1.0
CACM-2127	0.013		1.0
CACM-3078	0.013		1.0
CACM-2517	0.013		1.0
CACM-1491	0.013		1.0
CACM-1945	0.013		1.0
CACM-3101	0.012		1.0
CACM-2939	0.012		1.0
CACM-1919	0.012		1.0
CACM-2657	0.012		1.0
CACM-2053	0.012		1.0
CACM-1647	0.012		1.0
CACM-1753	0.011		1.0
CACM-1323	0.011		1.0
CACM-1693	0.011		1.0
CACM-2298	0.011		1.0
CACM-2849	0.011		1.0
CACM-1194	0.011		1.0
CACM-3076	0.011		1.0
CACM-0642	0.011		1.0
CACM-0210	0.011		1.0
CACM-2210	0.01		1.0
CACM-1498	0.01		1.0
CACM-2344	0.01		1.0
CACM-2479	0.01		1.0
CACM-1741	0.01		1.0
