Doc_name	Precision	Recall
CACM-3026	0.0		0.0
CACM-2967	0.0		0.0
CACM-3087	0.333		0.037
CACM-2424	0.25		0.037
CACM-3056	0.2		0.037
CACM-3142	0.167		0.037
CACM-3158	0.143		0.037
CACM-0695	0.125		0.037
CACM-2002	0.111		0.037
CACM-0698	0.1		0.037
CACM-2771	0.091		0.037
CACM-2484	0.083		0.037
CACM-1589	0.077		0.037
CACM-2311	0.071		0.037
CACM-2882	0.133		0.074
CACM-2016	0.125		0.074
CACM-1844	0.118		0.074
CACM-2421	0.111		0.074
CACM-2846	0.105		0.074
CACM-1572	0.1		0.074
CACM-1930	0.095		0.074
CACM-3136	0.091		0.074
CACM-2486	0.087		0.074
CACM-2876	0.083		0.074
CACM-3025	0.08		0.074
CACM-1462	0.077		0.074
CACM-1962	0.074		0.074
CACM-1264	0.071		0.074
CACM-2852	0.069		0.074
CACM-2398	0.067		0.074
CACM-1518	0.065		0.074
CACM-2812	0.062		0.074
CACM-2188	0.061		0.074
CACM-2786	0.059		0.074
CACM-2989	0.057		0.074
CACM-1750	0.056		0.074
CACM-1747	0.054		0.074
CACM-2439	0.053		0.074
CACM-1711	0.051		0.074
CACM-2516	0.075		0.111
CACM-2342	0.073		0.111
CACM-2817	0.095		0.148
CACM-0144	0.093		0.148
CACM-3131	0.091		0.148
CACM-3089	0.089		0.148
CACM-1677	0.087		0.148
CACM-2828	0.085		0.148
CACM-2951	0.083		0.148
CACM-2147	0.082		0.148
CACM-2900	0.08		0.148
CACM-1805	0.078		0.148
CACM-3049	0.077		0.148
CACM-2888	0.075		0.148
CACM-1846	0.074		0.148
CACM-2151	0.073		0.148
CACM-1409	0.071		0.148
CACM-2680	0.07		0.148
CACM-1309	0.069		0.148
CACM-0417	0.068		0.148
CACM-0092	0.067		0.148
CACM-0585	0.066		0.148
CACM-2957	0.081		0.185
CACM-1432	0.079		0.185
CACM-1408	0.078		0.185
CACM-2816	0.092		0.222
CACM-1152	0.091		0.222
CACM-1519	0.09		0.222
CACM-1698	0.088		0.222
CACM-2716	0.101		0.259
CACM-3141	0.1		0.259
CACM-0617	0.099		0.259
CACM-2194	0.097		0.259
CACM-3138	0.096		0.259
CACM-0944	0.095		0.259
CACM-2859	0.093		0.259
CACM-2928	0.092		0.259
CACM-1290	0.091		0.259
CACM-1988	0.09		0.259
CACM-2717	0.101		0.296
CACM-3034	0.1		0.296
CACM-0719	0.099		0.296
CACM-3164	0.098		0.296
CACM-1154	0.096		0.296
CACM-2718	0.107		0.333
CACM-1886	0.106		0.333
CACM-1470	0.105		0.333
CACM-3072	0.103		0.333
CACM-1650	0.102		0.333
CACM-2500	0.101		0.333
CACM-3024	0.1		0.333
CACM-2298	0.099		0.333
CACM-3137	0.109		0.37
CACM-1774	0.108		0.37
CACM-1754	0.106		0.37
CACM-2976	0.116		0.407
CACM-1259	0.115		0.407
CACM-2525	0.113		0.407
CACM-1272	0.112		0.407
CACM-0078	0.111		0.407
CACM-1652	0.11		0.407
