Doc_name	Precision	Recall
CACM-2634	1.0		0.033
CACM-1344	1.0		0.067
CACM-1709	1.0		0.1
CACM-1474	0.75		0.1
CACM-1691	0.8		0.133
CACM-2849	0.667		0.133
CACM-3138	0.571		0.133
CACM-1698	0.5		0.133
CACM-2525	0.444		0.133
CACM-1629	0.5		0.167
CACM-1637	0.455		0.167
CACM-1252	0.417		0.167
CACM-2999	0.385		0.167
CACM-1171	0.357		0.167
CACM-2062	0.333		0.167
CACM-1816	0.312		0.167
CACM-1631	0.353		0.2
CACM-1695	0.333		0.2
CACM-3166	0.368		0.233
CACM-1420	0.4		0.267
CACM-1398	0.429		0.3
CACM-2771	0.409		0.3
CACM-2994	0.391		0.3
CACM-2216	0.375		0.3
CACM-2825	0.4		0.333
CACM-1674	0.385		0.333
CACM-1410	0.37		0.333
CACM-0069	0.357		0.333
CACM-2993	0.345		0.333
CACM-2225	0.333		0.333
CACM-2951	0.323		0.333
CACM-1874	0.312		0.333
CACM-0050	0.303		0.333
CACM-1206	0.294		0.333
CACM-1619	0.314		0.367
CACM-1264	0.306		0.367
CACM-2398	0.297		0.367
CACM-0382	0.289		0.367
CACM-1732	0.282		0.367
CACM-2395	0.3		0.4
CACM-1823	0.293		0.4
CACM-2514	0.286		0.4
CACM-1650	0.279		0.4
CACM-2665	0.273		0.4
CACM-2970	0.267		0.4
CACM-2670	0.261		0.4
CACM-0942	0.255		0.4
CACM-1433	0.25		0.4
CACM-3142	0.245		0.4
CACM-1977	0.24		0.4
CACM-2786	0.235		0.4
CACM-2439	0.231		0.4
CACM-2604	0.226		0.4
CACM-1605	0.222		0.4
CACM-3084	0.218		0.4
CACM-2753	0.214		0.4
CACM-3087	0.211		0.4
CACM-1169	0.207		0.4
CACM-1519	0.203		0.4
CACM-2900	0.2		0.4
CACM-2215	0.197		0.4
CACM-2484	0.194		0.4
CACM-2188	0.19		0.4
CACM-2096	0.188		0.4
CACM-1978	0.185		0.4
CACM-1554	0.182		0.4
CACM-1875	0.179		0.4
CACM-1454	0.176		0.4
CACM-0944	0.174		0.4
CACM-2986	0.171		0.4
CACM-0698	0.169		0.4
CACM-1470	0.167		0.4
CACM-2145	0.164		0.4
CACM-1434	0.162		0.4
CACM-2373	0.16		0.4
CACM-0202	0.158		0.4
CACM-2820	0.156		0.4
CACM-1975	0.154		0.4
CACM-1578	0.152		0.4
CACM-3092	0.15		0.4
CACM-0282	0.148		0.4
CACM-3049	0.146		0.4
CACM-1988	0.145		0.4
CACM-3131	0.143		0.4
CACM-2695	0.141		0.4
CACM-1143	0.14		0.4
CACM-3047	0.138		0.4
CACM-2978	0.136		0.4
CACM-2787	0.135		0.4
CACM-3034	0.133		0.4
CACM-3056	0.132		0.4
CACM-2627	0.13		0.4
CACM-1700	0.129		0.4
CACM-2402	0.128		0.4
CACM-1697	0.126		0.4
CACM-2078	0.125		0.4
CACM-0719	0.124		0.4
CACM-0028	0.122		0.4
CACM-1764	0.121		0.4
CACM-1309	0.12		0.4
