Doc_name	Precision	Recall
CACM-3031	1.0		0.062
CACM-2867	0.5		0.062
CACM-2470	0.333		0.062
CACM-1698	0.25		0.062
CACM-2931	0.2		0.062
CACM-0595	0.167		0.062
CACM-3105	0.143		0.062
CACM-3142	0.125		0.062
CACM-3177	0.111		0.062
CACM-2582	0.1		0.062
CACM-2970	0.091		0.062
CACM-2941	0.167		0.125
CACM-2989	0.154		0.125
CACM-2247	0.143		0.125
CACM-0497	0.133		0.125
CACM-3060	0.125		0.125
CACM-3033	0.118		0.125
CACM-0867	0.111		0.125
CACM-1637	0.105		0.125
CACM-3162	0.1		0.125
CACM-2369	0.095		0.125
CACM-2305	0.091		0.125
CACM-2082	0.087		0.125
CACM-2609	0.083		0.125
CACM-2390	0.08		0.125
CACM-2400	0.077		0.125
CACM-2139	0.074		0.125
CACM-2815	0.071		0.125
CACM-1359	0.069		0.125
CACM-0670	0.067		0.125
CACM-1861	0.065		0.125
CACM-3148	0.062		0.125
CACM-1643	0.061		0.125
CACM-3140	0.059		0.125
CACM-1873	0.057		0.125
CACM-1931	0.056		0.125
CACM-2876	0.054		0.125
CACM-2579	0.053		0.125
CACM-3014	0.051		0.125
CACM-2705	0.05		0.125
CACM-2939	0.073		0.188
CACM-1489	0.071		0.188
CACM-3052	0.07		0.188
CACM-2184	0.068		0.188
CACM-1032	0.067		0.188
CACM-1769	0.065		0.188
CACM-0321	0.064		0.188
CACM-1382	0.062		0.188
CACM-2327	0.061		0.188
CACM-1536	0.06		0.188
CACM-1958	0.059		0.188
CACM-2232	0.058		0.188
CACM-0718	0.057		0.188
CACM-2912	0.056		0.188
CACM-3054	0.055		0.188
CACM-1867	0.054		0.188
CACM-2229	0.053		0.188
CACM-1470	0.052		0.188
CACM-3132	0.051		0.188
CACM-2712	0.05		0.188
CACM-3103	0.066		0.25
CACM-2196	0.065		0.25
CACM-2957	0.079		0.312
CACM-2145	0.078		0.312
CACM-2622	0.077		0.312
CACM-2832	0.076		0.312
CACM-2958	0.09		0.375
CACM-1170	0.088		0.375
CACM-2176	0.087		0.375
CACM-2750	0.086		0.375
CACM-2956	0.099		0.438
CACM-2986	0.097		0.438
CACM-2903	0.096		0.438
CACM-1456	0.095		0.438
CACM-3069	0.093		0.438
CACM-2905	0.092		0.438
CACM-0536	0.091		0.438
CACM-1474	0.09		0.438
CACM-3082	0.089		0.438
CACM-1625	0.087		0.438
CACM-0492	0.086		0.438
CACM-1806	0.085		0.438
CACM-2707	0.084		0.438
CACM-1623	0.083		0.438
CACM-2309	0.082		0.438
CACM-1628	0.081		0.438
CACM-1516	0.08		0.438
CACM-1248	0.08		0.438
CACM-2480	0.079		0.438
CACM-1346	0.078		0.438
CACM-0675	0.077		0.438
CACM-1572	0.076		0.438
CACM-2208	0.075		0.438
CACM-2979	0.074		0.438
CACM-2342	0.074		0.438
CACM-0441	0.073		0.438
CACM-2420	0.072		0.438
CACM-1727	0.071		0.438
CACM-2354	0.071		0.438
CACM-2851	0.07		0.438
