Doc_name	Precision	Recall
CACM-3148	1.0		0.25
CACM-2849	1.0		0.5
CACM-3137	1.0		0.75
CACM-1745	0.75		0.75
CACM-2276	0.6		0.75
CACM-2081	0.5		0.75
CACM-1873	0.429		0.75
CACM-2406	0.375		0.75
CACM-1411	0.333		0.75
CACM-2949	0.3		0.75
CACM-3141	0.273		0.75
CACM-2578	0.333		1.0
CACM-2832	0.308		1.0
CACM-3082	0.286		1.0
CACM-3043	0.267		1.0
CACM-3124	0.25		1.0
CACM-2890	0.235		1.0
CACM-2630	0.222		1.0
CACM-2433	0.211		1.0
CACM-3166	0.2		1.0
CACM-3086	0.19		1.0
CACM-2130	0.182		1.0
CACM-2454	0.174		1.0
CACM-3025	0.167		1.0
CACM-0052	0.16		1.0
CACM-2834	0.154		1.0
CACM-2999	0.148		1.0
CACM-2963	0.143		1.0
CACM-1780	0.138		1.0
CACM-2216	0.133		1.0
CACM-2169	0.129		1.0
CACM-0088	0.125		1.0
CACM-2766	0.121		1.0
CACM-1862	0.118		1.0
CACM-3032	0.114		1.0
CACM-2883	0.111		1.0
CACM-2197	0.108		1.0
CACM-2816	0.105		1.0
CACM-3156	0.103		1.0
CACM-2114	0.1		1.0
CACM-2484	0.098		1.0
CACM-1946	0.095		1.0
CACM-1810	0.093		1.0
CACM-2665	0.091		1.0
CACM-2838	0.089		1.0
CACM-3011	0.087		1.0
CACM-3037	0.085		1.0
CACM-2092	0.083		1.0
CACM-1525	0.082		1.0
CACM-3035	0.08		1.0
CACM-2402	0.078		1.0
CACM-2371	0.077		1.0
CACM-1431	0.075		1.0
CACM-1153	0.074		1.0
CACM-2926	0.073		1.0
CACM-3090	0.071		1.0
CACM-2314	0.07		1.0
CACM-1889	0.069		1.0
CACM-3164	0.068		1.0
CACM-2709	0.067		1.0
CACM-2810	0.066		1.0
CACM-2975	0.065		1.0
CACM-2900	0.063		1.0
CACM-3165	0.062		1.0
CACM-1423	0.062		1.0
CACM-3158	0.061		1.0
CACM-2828	0.06		1.0
CACM-1224	0.059		1.0
CACM-2969	0.058		1.0
CACM-3128	0.057		1.0
CACM-2311	0.056		1.0
CACM-2594	0.056		1.0
CACM-2822	0.055		1.0
CACM-0072	0.054		1.0
CACM-2032	0.053		1.0
CACM-1831	0.053		1.0
CACM-2780	0.052		1.0
CACM-0147	0.051		1.0
CACM-2357	0.051		1.0
CACM-3084	0.05		1.0
CACM-1349	0.049		1.0
CACM-1010	0.049		1.0
CACM-0080	0.048		1.0
CACM-0481	0.048		1.0
CACM-2198	0.047		1.0
CACM-2950	0.047		1.0
CACM-2884	0.046		1.0
CACM-2615	0.045		1.0
CACM-2951	0.045		1.0
CACM-2954	0.044		1.0
CACM-0371	0.044		1.0
CACM-2524	0.043		1.0
CACM-2283	0.043		1.0
CACM-2373	0.043		1.0
CACM-2226	0.042		1.0
CACM-1275	0.042		1.0
CACM-2743	0.041		1.0
CACM-2903	0.041		1.0
CACM-3058	0.04		1.0
CACM-1658	0.04		1.0
