Doc_name	Precision	Recall
CACM-3047	1.0	0.5
CACM-1686	0.5	0.5
CACM-2065	0.333	0.5
CACM-2370	0.25	0.5
CACM-2142	0.2	0.5
CACM-3013	0.167	0.5
CACM-2283	0.143	0.5
CACM-1144	0.125	0.5
CACM-3015	0.111	0.5
CACM-2528	0.1	0.5
CACM-2826	0.091	0.5
CACM-2125	0.167	1.0
CACM-2529	0.154	1.0
CACM-2421	0.143	1.0
CACM-1327	0.133	1.0
CACM-1891	0.125	1.0
CACM-1741	0.118	1.0
CACM-2211	0.111	1.0
CACM-2231	0.105	1.0
CACM-2674	0.1	1.0
CACM-0674	0.095	1.0
CACM-2004	0.091	1.0
CACM-2687	0.087	1.0
CACM-1543	0.083	1.0
CACM-1108	0.08	1.0
CACM-0195	0.077	1.0
CACM-0104	0.074	1.0
CACM-1424	0.071	1.0
CACM-2402	0.069	1.0
CACM-1929	0.067	1.0
CACM-2130	0.065	1.0
CACM-0973	0.062	1.0
CACM-0533	0.061	1.0
CACM-0606	0.059	1.0
CACM-2188	0.057	1.0
CACM-2689	0.056	1.0
CACM-1700	0.054	1.0
CACM-2050	0.053	1.0
CACM-1839	0.051	1.0
CACM-2415	0.05	1.0
CACM-2051	0.049	1.0
CACM-2054	0.048	1.0
CACM-2893	0.047	1.0
CACM-1196	0.045	1.0
CACM-1571	0.044	1.0
CACM-1428	0.043	1.0
CACM-2721	0.043	1.0
CACM-0605	0.042	1.0
CACM-0615	0.041	1.0
CACM-0078	0.04	1.0
CACM-1588	0.039	1.0
CACM-1664	0.038	1.0
CACM-2367	0.038	1.0
CACM-0531	0.037	1.0
CACM-1261	0.036	1.0
CACM-1660	0.036	1.0
CACM-1952	0.035	1.0
CACM-1796	0.034	1.0
CACM-1384	0.034	1.0
CACM-2787	0.033	1.0
CACM-2302	0.033	1.0
CACM-1440	0.032	1.0
CACM-0670	0.032	1.0
CACM-0415	0.031	1.0
CACM-2788	0.031	1.0
CACM-0894	0.03	1.0
CACM-2643	0.03	1.0
CACM-2041	0.029	1.0
CACM-2484	0.029	1.0
CACM-0931	0.029	1.0
CACM-1415	0.028	1.0
CACM-3198	0.028	1.0
CACM-2993	0.027	1.0
CACM-1432	0.027	1.0
CACM-2829	0.027	1.0
CACM-0597	0.026	1.0
CACM-2977	0.026	1.0
CACM-3040	0.026	1.0
CACM-1837	0.025	1.0
CACM-1921	0.025	1.0
CACM-2232	0.025	1.0
CACM-1154	0.024	1.0
CACM-1272	0.024	1.0
CACM-2663	0.024	1.0
CACM-0185	0.024	1.0
CACM-2254	0.023	1.0
CACM-1659	0.023	1.0
CACM-2910	0.023	1.0
CACM-2614	0.022	1.0
CACM-1325	0.022	1.0
CACM-0175	0.022	1.0
CACM-1195	0.022	1.0
CACM-1359	0.022	1.0
CACM-2730	0.021	1.0
CACM-2702	0.021	1.0
CACM-1233	0.021	1.0
CACM-1846	0.021	1.0
CACM-2994	0.02	1.0
CACM-1855	0.02	1.0
CACM-1143	0.02	1.0
