Doc_name	Precision	Recall
CACM-1696	1.0	0.077
CACM-0020	0.5	0.077
CACM-0268	0.333	0.077
CACM-1410	0.25	0.077
CACM-1194	0.2	0.077
CACM-0942	0.167	0.077
CACM-3120	0.143	0.077
CACM-3043	0.125	0.077
CACM-2882	0.111	0.077
CACM-2342	0.1	0.077
CACM-3141	0.091	0.077
CACM-1540	0.083	0.077
CACM-1435	0.077	0.077
CACM-2371	0.071	0.077
CACM-2740	0.067	0.077
CACM-2376	0.062	0.077
CACM-2320	0.059	0.077
CACM-1846	0.056	0.077
CACM-2672	0.053	0.077
CACM-0412	0.05	0.077
CACM-2255	0.048	0.077
CACM-2504	0.045	0.077
CACM-0293	0.043	0.077
CACM-0927	0.042	0.077
CACM-2742	0.04	0.077
CACM-3078	0.077	0.154
CACM-1235	0.074	0.154
CACM-0618	0.071	0.154
CACM-2535	0.069	0.154
CACM-1441	0.067	0.154
CACM-2378	0.065	0.154
CACM-1748	0.062	0.154
CACM-2920	0.061	0.154
CACM-3128	0.059	0.154
CACM-1272	0.057	0.154
CACM-3039	0.056	0.154
CACM-3020	0.054	0.154
CACM-1135	0.053	0.154
CACM-1438	0.051	0.154
CACM-2912	0.05	0.154
CACM-1753	0.049	0.154
CACM-1563	0.048	0.154
CACM-2705	0.047	0.154
CACM-0825	0.045	0.154
CACM-1673	0.044	0.154
CACM-2228	0.043	0.154
CACM-2409	0.043	0.154
CACM-2767	0.042	0.154
CACM-2327	0.041	0.154
CACM-1587	0.04	0.154
CACM-1110	0.039	0.154
CACM-1233	0.038	0.154
CACM-2931	0.038	0.154
CACM-2210	0.037	0.154
CACM-2848	0.036	0.154
CACM-2080	0.036	0.154
CACM-1886	0.035	0.154
CACM-0111	0.034	0.154
CACM-1382	0.034	0.154
CACM-1199	0.033	0.154
CACM-1383	0.033	0.154
CACM-1631	0.032	0.154
CACM-2836	0.032	0.154
CACM-1008	0.031	0.154
CACM-1541	0.031	0.154
CACM-1749	0.03	0.154
CACM-2895	0.03	0.154
CACM-1554	0.029	0.154
CACM-3056	0.029	0.154
CACM-2953	0.029	0.154
CACM-2581	0.028	0.154
CACM-2519	0.028	0.154
CACM-1707	0.027	0.154
CACM-2900	0.027	0.154
CACM-1809	0.027	0.154
CACM-0095	0.026	0.154
CACM-2185	0.026	0.154
CACM-0298	0.026	0.154
CACM-2844	0.025	0.154
CACM-1518	0.025	0.154
CACM-2062	0.025	0.154
CACM-2150	0.024	0.154
CACM-3140	0.024	0.154
CACM-1892	0.036	0.231
CACM-2000	0.035	0.231
CACM-2019	0.035	0.231
CACM-2555	0.034	0.231
CACM-2268	0.034	0.231
CACM-1637	0.034	0.231
CACM-2383	0.033	0.231
CACM-0078	0.033	0.231
CACM-3073	0.033	0.231
CACM-3127	0.032	0.231
CACM-1180	0.032	0.231
CACM-2811	0.032	0.231
CACM-2307	0.031	0.231
CACM-2580	0.031	0.231
CACM-2523	0.031	0.231
CACM-1308	0.03	0.231
CACM-1458	0.03	0.231
