Doc_name	Precision	Recall
CACM-1653	1.0		0.02
CACM-2344	0.5		0.02
CACM-1844	0.333		0.02
CACM-1827	0.25		0.02
CACM-2812	0.2		0.02
CACM-3048	0.333		0.039
CACM-2542	0.286		0.039
CACM-1908	0.25		0.039
CACM-1719	0.333		0.059
CACM-2319	0.4		0.078
CACM-1771	0.364		0.078
CACM-1747	0.333		0.078
CACM-2318	0.385		0.098
CACM-2882	0.357		0.098
CACM-1792	0.333		0.098
CACM-2990	0.312		0.098
CACM-1366	0.294		0.098
CACM-2314	0.278		0.098
CACM-3077	0.263		0.098
CACM-2198	0.25		0.098
CACM-1938	0.238		0.098
CACM-2852	0.227		0.098
CACM-2886	0.217		0.098
CACM-2375	0.208		0.098
CACM-2985	0.2		0.098
CACM-2798	0.231		0.118
CACM-2535	0.259		0.137
CACM-2522	0.25		0.137
CACM-2988	0.276		0.157
CACM-3150	0.267		0.157
CACM-1699	0.258		0.157
CACM-2479	0.25		0.157
CACM-2984	0.273		0.176
CACM-2741	0.294		0.196
CACM-1543	0.286		0.196
CACM-2181	0.278		0.196
CACM-1805	0.297		0.216
CACM-1572	0.316		0.235
CACM-3130	0.308		0.235
CACM-1032	0.3		0.235
CACM-2317	0.293		0.235
CACM-2437	0.286		0.235
CACM-1267	0.279		0.235
CACM-2002	0.273		0.235
CACM-3076	0.267		0.235
CACM-2233	0.261		0.235
CACM-2151	0.255		0.235
CACM-3089	0.271		0.255
CACM-2452	0.286		0.275
CACM-1951	0.28		0.275
CACM-1003	0.275		0.275
CACM-2951	0.269		0.275
CACM-3136	0.264		0.275
CACM-1750	0.259		0.275
CACM-1728	0.255		0.275
CACM-2106	0.25		0.275
CACM-2734	0.246		0.275
CACM-3070	0.241		0.275
CACM-1931	0.237		0.275
CACM-2485	0.233		0.275
CACM-2020	0.23		0.275
CACM-2268	0.226		0.275
CACM-1856	0.222		0.275
CACM-2017	0.219		0.275
CACM-3117	0.215		0.275
CACM-2894	0.212		0.275
CACM-3072	0.209		0.275
CACM-2765	0.221		0.294
CACM-1741	0.217		0.294
CACM-3153	0.214		0.294
CACM-2188	0.211		0.294
CACM-2217	0.208		0.294
CACM-1928	0.205		0.294
CACM-3119	0.216		0.314
CACM-2092	0.213		0.314
CACM-2372	0.211		0.314
CACM-2967	0.208		0.314
CACM-2298	0.205		0.314
CACM-3028	0.203		0.314
CACM-3160	0.2		0.314
CACM-0040	0.198		0.314
CACM-3090	0.195		0.314
CACM-1066	0.193		0.314
CACM-1978	0.19		0.314
CACM-1959	0.188		0.314
CACM-0695	0.186		0.314
CACM-1680	0.184		0.314
CACM-1748	0.182		0.314
CACM-2358	0.191		0.333
CACM-1892	0.2		0.353
CACM-1620	0.198		0.353
CACM-2893	0.196		0.353
CACM-2669	0.204		0.373
CACM-2889	0.202		0.373
CACM-2979	0.2		0.373
CACM-1324	0.198		0.373
CACM-2859	0.206		0.392
CACM-1518	0.214		0.412
CACM-2127	0.212		0.412
CACM-1385	0.21		0.412
