Doc_name	Precision	Recall
CACM-2316	1.0		0.053
CACM-2699	1.0		0.105
CACM-3077	0.667		0.105
CACM-2906	0.75		0.158
CACM-1366	0.6		0.158
CACM-2717	0.5		0.158
CACM-1098	0.429		0.158
CACM-2527	0.5		0.211
CACM-3150	0.556		0.263
CACM-3057	0.5		0.263
CACM-2317	0.455		0.263
CACM-2705	0.417		0.263
CACM-1923	0.462		0.316
CACM-2198	0.429		0.316
CACM-3148	0.4		0.316
CACM-2716	0.438		0.368
CACM-3080	0.412		0.368
CACM-0724	0.389		0.368
CACM-1703	0.368		0.368
CACM-2603	0.35		0.368
CACM-2246	0.381		0.421
CACM-2922	0.364		0.421
CACM-2645	0.348		0.421
CACM-2003	0.333		0.421
CACM-0321	0.32		0.421
CACM-2406	0.308		0.421
CACM-2787	0.296		0.421
CACM-2091	0.286		0.421
CACM-1642	0.276		0.421
CACM-2897	0.267		0.421
CACM-1627	0.258		0.421
CACM-1046	0.25		0.421
CACM-2081	0.242		0.421
CACM-2320	0.235		0.421
CACM-3171	0.229		0.421
CACM-1861	0.222		0.421
CACM-1769	0.216		0.421
CACM-1835	0.211		0.421
CACM-2873	0.205		0.421
CACM-1135	0.2		0.421
CACM-1459	0.195		0.421
CACM-1470	0.19		0.421
CACM-1485	0.186		0.421
CACM-1678	0.182		0.421
CACM-1852	0.178		0.421
CACM-2254	0.174		0.421
CACM-2305	0.17		0.421
CACM-2470	0.167		0.421
CACM-2710	0.184		0.474
CACM-2931	0.18		0.474
CACM-3105	0.176		0.474
CACM-1472	0.173		0.474
CACM-2887	0.17		0.474
CACM-1552	0.167		0.474
CACM-1676	0.164		0.474
CACM-1860	0.161		0.474
CACM-2542	0.158		0.474
CACM-2593	0.155		0.474
CACM-2826	0.153		0.474
CACM-2898	0.15		0.474
CACM-0048	0.148		0.474
CACM-0281	0.145		0.474
CACM-1145	0.143		0.474
CACM-1179	0.141		0.474
CACM-1872	0.138		0.474
CACM-1903	0.136		0.474
CACM-3041	0.134		0.474
CACM-1188	0.147		0.526
CACM-1462	0.145		0.526
CACM-1908	0.143		0.526
CACM-1936	0.141		0.526
CACM-2219	0.139		0.526
CACM-2765	0.137		0.526
CACM-2867	0.135		0.526
CACM-2928	0.133		0.526
CACM-3130	0.132		0.526
CACM-0670	0.13		0.526
CACM-1143	0.128		0.526
CACM-2526	0.127		0.526
CACM-1223	0.125		0.526
CACM-0265	0.123		0.526
CACM-0731	0.122		0.526
CACM-1425	0.12		0.526
CACM-1641	0.119		0.526
CACM-1788	0.118		0.526
CACM-2002	0.116		0.526
CACM-2034	0.115		0.526
CACM-2398	0.114		0.526
CACM-3101	0.112		0.526
CACM-0205	0.111		0.526
CACM-1710	0.11		0.526
CACM-2651	0.109		0.526
CACM-2842	0.108		0.526
CACM-3185	0.106		0.526
CACM-0249	0.105		0.526
CACM-1306	0.115		0.579
CACM-1350	0.113		0.579
CACM-1457	0.112		0.579
CACM-1467	0.111		0.579
CACM-1469	0.11		0.579
