Doc_name	Precision	Recall
CACM-2931	0.0		0.0
CACM-2470	0.0		0.0
CACM-1856	0.0		0.0
CACM-2233	0.0		0.0
CACM-1665	0.0		0.0
CACM-1408	0.0		0.0
CACM-1727	0.0		0.0
CACM-1936	0.0		0.0
CACM-3031	0.111		0.062
CACM-2622	0.1		0.062
CACM-1847	0.091		0.062
CACM-1470	0.083		0.062
CACM-1003	0.077		0.062
CACM-0670	0.071		0.062
CACM-2046	0.067		0.062
CACM-2876	0.062		0.062
CACM-2002	0.059		0.062
CACM-2344	0.056		0.062
CACM-2851	0.053		0.062
CACM-0321	0.05		0.062
CACM-3077	0.048		0.062
CACM-2196	0.045		0.062
CACM-3105	0.043		0.062
CACM-2905	0.042		0.062
CACM-2753	0.04		0.062
CACM-2020	0.038		0.062
CACM-1497	0.037		0.062
CACM-1698	0.036		0.062
CACM-2289	0.034		0.062
CACM-0497	0.033		0.062
CACM-2184	0.032		0.062
CACM-1307	0.031		0.062
CACM-2265	0.061		0.125
CACM-3002	0.059		0.125
CACM-2082	0.057		0.125
CACM-2958	0.083		0.188
CACM-1170	0.081		0.188
CACM-0616	0.079		0.188
CACM-2940	0.103		0.25
CACM-1572	0.1		0.25
CACM-1135	0.098		0.25
CACM-3103	0.119		0.312
CACM-2033	0.116		0.312
CACM-2911	0.114		0.312
CACM-1543	0.111		0.312
CACM-2198	0.109		0.312
CACM-3142	0.106		0.312
CACM-2003	0.104		0.312
CACM-1939	0.102		0.312
CACM-2651	0.12		0.375
CACM-2208	0.118		0.375
CACM-1155	0.115		0.375
CACM-1527	0.113		0.375
CACM-2846	0.111		0.375
CACM-2217	0.109		0.375
CACM-1641	0.107		0.375
CACM-2568	0.105		0.375
CACM-2750	0.103		0.375
CACM-2176	0.102		0.375
CACM-2195	0.1		0.375
CACM-2421	0.098		0.375
CACM-2451	0.097		0.375
CACM-1844	0.095		0.375
CACM-2232	0.094		0.375
CACM-2939	0.108		0.438
CACM-2970	0.106		0.438
CACM-2342	0.104		0.438
CACM-0849	0.103		0.438
CACM-1650	0.101		0.438
CACM-2916	0.1		0.438
CACM-3001	0.099		0.438
CACM-2582	0.097		0.438
CACM-2692	0.096		0.438
CACM-2598	0.095		0.438
CACM-2572	0.093		0.438
CACM-2990	0.092		0.438
CACM-1433	0.091		0.438
CACM-2424	0.09		0.438
CACM-1956	0.089		0.438
CACM-2341	0.087		0.438
CACM-2113	0.086		0.438
CACM-2354	0.085		0.438
CACM-2922	0.084		0.438
CACM-1805	0.083		0.438
CACM-2096	0.082		0.438
CACM-3069	0.081		0.438
CACM-1323	0.08		0.438
CACM-2247	0.08		0.438
CACM-3057	0.079		0.438
CACM-3033	0.078		0.438
CACM-2702	0.077		0.438
CACM-1469	0.076		0.438
CACM-2305	0.075		0.438
CACM-2956	0.085		0.5
CACM-2645	0.084		0.5
CACM-1108	0.083		0.5
CACM-2499	0.082		0.5
CACM-1359	0.082		0.5
CACM-2989	0.081		0.5
CACM-1671	0.08		0.5
