Doc_name	Precision	Recall
CACM-2316	0.0		0.0
CACM-1366	0.0		0.0
CACM-2714	0.333		0.029
CACM-1098	0.25		0.029
CACM-2342	0.4		0.057
CACM-2705	0.333		0.057
CACM-3077	0.286		0.057
CACM-2851	0.375		0.086
CACM-1703	0.333		0.086
CACM-2603	0.3		0.086
CACM-2700	0.364		0.114
CACM-2785	0.417		0.143
CACM-2645	0.385		0.143
CACM-1601	0.429		0.171
CACM-1262	0.467		0.2
CACM-2973	0.438		0.2
CACM-1747	0.471		0.229
CACM-3059	0.444		0.229
CACM-2317	0.421		0.229
CACM-2266	0.4		0.229
CACM-3075	0.429		0.257
CACM-2865	0.409		0.257
CACM-2289	0.435		0.286
CACM-2406	0.417		0.286
CACM-1468	0.4		0.286
CACM-3150	0.385		0.286
CACM-0950	0.37		0.286
CACM-1828	0.357		0.286
CACM-2401	0.345		0.286
CACM-2195	0.333		0.286
CACM-2685	0.355		0.314
CACM-3156	0.375		0.343
CACM-1846	0.364		0.343
CACM-2175	0.353		0.343
CACM-2896	0.371		0.371
CACM-2470	0.361		0.371
CACM-2931	0.351		0.371
CACM-3073	0.342		0.371
CACM-2254	0.333		0.371
CACM-2710	0.325		0.371
CACM-2895	0.341		0.4
CACM-1135	0.333		0.4
CACM-1470	0.326		0.4
CACM-1852	0.318		0.4
CACM-3105	0.311		0.4
CACM-3148	0.304		0.4
CACM-1485	0.298		0.4
CACM-2265	0.292		0.4
CACM-2838	0.286		0.4
CACM-1459	0.28		0.4
CACM-2305	0.275		0.4
CACM-1678	0.269		0.4
CACM-1158	0.283		0.429
CACM-2433	0.296		0.457
CACM-2570	0.291		0.457
CACM-1536	0.286		0.457
CACM-2557	0.281		0.457
CACM-2080	0.276		0.457
CACM-2740	0.271		0.457
CACM-1350	0.267		0.457
CACM-2956	0.262		0.457
CACM-1496	0.258		0.457
CACM-2314	0.254		0.457
CACM-1491	0.25		0.457
CACM-2112	0.246		0.457
CACM-2650	0.242		0.457
CACM-2873	0.239		0.457
CACM-2081	0.235		0.457
CACM-1411	0.232		0.457
CACM-2514	0.229		0.457
CACM-0321	0.225		0.457
CACM-1457	0.222		0.457
CACM-1769	0.219		0.457
CACM-1911	0.216		0.457
CACM-1923	0.213		0.457
CACM-2546	0.211		0.457
CACM-2717	0.208		0.457
CACM-2886	0.205		0.457
CACM-2940	0.203		0.457
CACM-2941	0.2		0.457
CACM-0249	0.198		0.457
CACM-1306	0.195		0.457
CACM-2003	0.193		0.457
CACM-2198	0.19		0.457
CACM-2252	0.188		0.457
CACM-2699	0.186		0.457
CACM-2921	0.184		0.457
CACM-2842	0.182		0.457
CACM-1795	0.191		0.486
CACM-1467	0.189		0.486
CACM-1469	0.187		0.486
CACM-1835	0.185		0.486
CACM-2148	0.183		0.486
CACM-2295	0.181		0.486
CACM-2652	0.179		0.486
CACM-2684	0.177		0.486
CACM-2939	0.175		0.486
CACM-1811	0.184		0.514
CACM-1959	0.182		0.514
CACM-1613	0.19		0.543
