Doc_name	Precision	Recall
CACM-3127	1.0		0.2
CACM-3068	0.5		0.2
CACM-2319	0.333		0.2
CACM-2740	0.25		0.2
CACM-1747	0.2		0.2
CACM-1680	0.167		0.2
CACM-1930	0.143		0.2
CACM-2246	0.25		0.4
CACM-1728	0.222		0.4
CACM-2317	0.2		0.4
CACM-2424	0.182		0.4
CACM-2111	0.167		0.4
CACM-2372	0.154		0.4
CACM-1844	0.143		0.4
CACM-1591	0.133		0.4
CACM-1462	0.125		0.4
CACM-1750	0.118		0.4
CACM-2379	0.111		0.4
CACM-2198	0.105		0.4
CACM-2479	0.1		0.4
CACM-3150	0.095		0.4
CACM-2138	0.091		0.4
CACM-2151	0.087		0.4
CACM-2358	0.083		0.4
CACM-2840	0.08		0.4
CACM-3025	0.077		0.4
CACM-1959	0.074		0.4
CACM-2314	0.071		0.4
CACM-2345	0.069		0.4
CACM-2812	0.067		0.4
CACM-2882	0.065		0.4
CACM-2985	0.062		0.4
CACM-2378	0.061		0.4
CACM-2597	0.059		0.4
CACM-2629	0.086		0.6
CACM-2632	0.083		0.6
CACM-1324	0.081		0.6
CACM-1951	0.079		0.6
CACM-2522	0.077		0.6
CACM-1247	0.075		0.6
CACM-1751	0.073		0.6
CACM-2080	0.095		0.8
CACM-2320	0.093		0.8
CACM-2482	0.091		0.8
CACM-2541	0.089		0.8
CACM-2867	0.087		0.8
CACM-1572	0.085		0.8
CACM-2311	0.083		0.8
CACM-2407	0.082		0.8
CACM-2567	0.08		0.8
CACM-2852	0.078		0.8
CACM-3077	0.077		0.8
CACM-2219	0.075		0.8
CACM-2357	0.074		0.8
CACM-2868	0.073		0.8
CACM-2920	0.071		0.8
CACM-1226	0.07		0.8
CACM-1892	0.069		0.8
CACM-2621	0.068		0.8
CACM-2624	0.067		0.8
CACM-2625	0.066		0.8
CACM-3026	0.065		0.8
CACM-1236	0.063		0.8
CACM-1752	0.062		0.8
CACM-2184	0.062		0.8
CACM-2297	0.061		0.8
CACM-2622	0.06		0.8
CACM-2950	0.059		0.8
CACM-1341	0.058		0.8
CACM-1387	0.057		0.8
CACM-1748	0.056		0.8
CACM-1978	0.056		0.8
CACM-2127	0.055		0.8
CACM-2525	0.054		0.8
CACM-2798	0.053		0.8
CACM-3072	0.053		0.8
CACM-3076	0.052		0.8
CACM-3090	0.051		0.8
CACM-3157	0.051		0.8
CACM-0322	0.05		0.8
CACM-2036	0.049		0.8
CACM-2342	0.049		0.8
CACM-3028	0.048		0.8
CACM-3141	0.048		0.8
CACM-3196	0.047		0.8
CACM-1264	0.047		0.8
CACM-1464	0.046		0.8
CACM-1472	0.045		0.8
CACM-1519	0.045		0.8
CACM-1534	0.044		0.8
CACM-1698	0.044		0.8
CACM-2283	0.043		0.8
CACM-2536	0.043		0.8
CACM-3014	0.043		0.8
CACM-0104	0.042		0.8
CACM-0435	0.042		0.8
CACM-0616	0.041		0.8
CACM-0637	0.041		0.8
CACM-0855	0.04		0.8
CACM-1071	0.04		0.8
