Doc_name	Precision	Recall
CACM-2924	0.0		0.0
CACM-1978	0.0		0.0
CACM-2674	0.0		0.0
CACM-1742	0.0		0.0
CACM-2402	0.0		0.0
CACM-1181	0.0		0.0
CACM-2367	0.0		0.0
CACM-1159	0.0		0.0
CACM-2692	0.111		0.059
CACM-2771	0.1		0.059
CACM-1551	0.091		0.059
CACM-2913	0.083		0.059
CACM-3049	0.077		0.059
CACM-2809	0.071		0.059
CACM-1014	0.067		0.059
CACM-0266	0.062		0.059
CACM-2905	0.059		0.059
CACM-3116	0.111		0.118
CACM-0616	0.105		0.118
CACM-2146	0.1		0.118
CACM-2188	0.095		0.118
CACM-2919	0.091		0.118
CACM-3141	0.087		0.118
CACM-3028	0.083		0.118
CACM-2631	0.08		0.118
CACM-2369	0.115		0.176
CACM-1710	0.111		0.176
CACM-2520	0.107		0.176
CACM-2678	0.138		0.235
CACM-2433	0.133		0.235
CACM-0087	0.129		0.235
CACM-3111	0.125		0.235
CACM-1764	0.121		0.235
CACM-2078	0.118		0.235
CACM-2973	0.114		0.235
CACM-2751	0.139		0.294
CACM-2004	0.135		0.294
CACM-1735	0.132		0.294
CACM-2337	0.128		0.294
CACM-2918	0.125		0.294
CACM-2341	0.122		0.294
CACM-2211	0.119		0.294
CACM-2152	0.116		0.294
CACM-1741	0.114		0.294
CACM-3152	0.111		0.294
CACM-1931	0.109		0.294
CACM-1281	0.106		0.294
CACM-1400	0.104		0.294
CACM-3071	0.102		0.294
CACM-1867	0.1		0.294
CACM-2368	0.098		0.294
CACM-2829	0.115		0.353
CACM-2967	0.113		0.353
CACM-3149	0.13		0.412
CACM-2845	0.127		0.412
CACM-0531	0.125		0.412
CACM-1373	0.123		0.412
CACM-0144	0.121		0.412
CACM-2687	0.119		0.412
CACM-3032	0.117		0.412
CACM-1506	0.115		0.412
CACM-2421	0.113		0.412
CACM-1623	0.111		0.412
CACM-1397	0.109		0.412
CACM-3082	0.108		0.412
CACM-0435	0.106		0.412
CACM-1473	0.104		0.412
CACM-0595	0.103		0.412
CACM-2817	0.101		0.412
CACM-2400	0.1		0.412
CACM-2111	0.099		0.412
CACM-2226	0.097		0.412
CACM-3153	0.096		0.412
CACM-2016	0.095		0.412
CACM-2273	0.093		0.412
CACM-2201	0.092		0.412
CACM-2984	0.091		0.412
CACM-2826	0.09		0.412
CACM-1908	0.089		0.412
CACM-1272	0.087		0.412
CACM-2486	0.086		0.412
CACM-1433	0.085		0.412
CACM-2959	0.084		0.412
CACM-2825	0.083		0.412
CACM-1664	0.082		0.412
CACM-2535	0.081		0.412
CACM-2003	0.08		0.412
CACM-2426	0.08		0.412
CACM-1385	0.079		0.412
CACM-1697	0.078		0.412
CACM-2873	0.077		0.412
CACM-2522	0.076		0.412
CACM-1658	0.075		0.412
CACM-0492	0.074		0.412
CACM-2902	0.074		0.412
CACM-3038	0.073		0.412
CACM-2925	0.072		0.412
CACM-2606	0.071		0.412
CACM-1915	0.071		0.412
CACM-1237	0.07		0.412
