Doc_name	Precision	Recall
CACM-2626	0.0		0.0
CACM-2840	0.0		0.0
CACM-2377	0.0		0.0
CACM-3105	0.0		0.0
CACM-2372	0.0		0.0
CACM-2870	0.0		0.0
CACM-2629	0.0		0.0
CACM-3174	0.0		0.0
CACM-1750	0.0		0.0
CACM-1677	0.0		0.0
CACM-2939	0.0		0.0
CACM-2868	0.0		0.0
CACM-2878	0.0		0.0
CACM-2358	0.0		0.0
CACM-1680	0.0		0.0
CACM-3128	0.062		0.033
CACM-2314	0.059		0.033
CACM-2541	0.111		0.067
CACM-2632	0.158		0.1
CACM-3026	0.15		0.1
CACM-2320	0.19		0.133
CACM-1747	0.182		0.133
CACM-2625	0.174		0.133
CACM-3068	0.167		0.133
CACM-2938	0.2		0.167
CACM-2036	0.192		0.167
CACM-1591	0.185		0.167
CACM-2080	0.214		0.2
CACM-2578	0.207		0.2
CACM-1461	0.2		0.2
CACM-2936	0.194		0.2
CACM-0696	0.188		0.2
CACM-1476	0.182		0.2
CACM-2849	0.176		0.2
CACM-2817	0.171		0.2
CACM-0104	0.167		0.2
CACM-3050	0.162		0.2
CACM-1753	0.158		0.2
CACM-1534	0.154		0.2
CACM-1247	0.15		0.2
CACM-0059	0.146		0.2
CACM-1290	0.143		0.2
CACM-2985	0.14		0.2
CACM-2321	0.136		0.2
CACM-2621	0.133		0.2
CACM-2069	0.13		0.2
CACM-1341	0.128		0.2
CACM-0084	0.125		0.2
CACM-1746	0.122		0.2
CACM-3025	0.12		0.2
CACM-2876	0.118		0.2
CACM-2558	0.115		0.2
CACM-2844	0.113		0.2
CACM-0618	0.111		0.2
CACM-3183	0.109		0.2
CACM-2424	0.107		0.2
CACM-2949	0.105		0.2
CACM-0086	0.103		0.2
CACM-3127	0.102		0.2
CACM-2111	0.1		0.2
CACM-2867	0.098		0.2
CACM-3141	0.097		0.2
CACM-2439	0.095		0.2
CACM-1264	0.094		0.2
CACM-1226	0.092		0.2
CACM-3153	0.091		0.2
CACM-2821	0.09		0.2
CACM-1462	0.088		0.2
CACM-3011	0.087		0.2
CACM-0300	0.086		0.2
CACM-1728	0.085		0.2
CACM-2436	0.083		0.2
CACM-1844	0.082		0.2
CACM-2740	0.095		0.233
CACM-1754	0.093		0.233
CACM-2151	0.092		0.233
CACM-1636	0.091		0.233
CACM-2317	0.09		0.233
CACM-2020	0.089		0.233
CACM-2742	0.087		0.233
CACM-0251	0.086		0.233
CACM-2950	0.085		0.233
CACM-1923	0.084		0.233
CACM-2522	0.083		0.233
CACM-1236	0.082		0.233
CACM-2624	0.081		0.233
CACM-2482	0.08		0.233
CACM-2379	0.091		0.267
CACM-1033	0.09		0.267
CACM-0322	0.089		0.267
CACM-2438	0.088		0.267
CACM-1962	0.087		0.267
CACM-2184	0.086		0.267
CACM-3028	0.085		0.267
CACM-2597	0.095		0.3
CACM-3144	0.094		0.3
CACM-1485	0.093		0.3
CACM-2378	0.092		0.3
CACM-2721	0.091		0.3
CACM-3137	0.09		0.3
