Doc_name	Precision	Recall
CACM-2318	1.0		0.02
CACM-1653	1.0		0.039
CACM-2151	0.667		0.039
CACM-1938	0.5		0.039
CACM-3089	0.6		0.059
CACM-2542	0.5		0.059
CACM-2268	0.429		0.059
CACM-2984	0.5		0.078
CACM-2812	0.444		0.078
CACM-3119	0.5		0.098
CACM-2634	0.455		0.098
CACM-2990	0.417		0.098
CACM-2894	0.385		0.098
CACM-3048	0.429		0.118
CACM-2951	0.4		0.118
CACM-1908	0.375		0.118
CACM-2882	0.353		0.118
CACM-3070	0.333		0.118
CACM-2988	0.368		0.137
CACM-2522	0.35		0.137
CACM-3136	0.333		0.137
CACM-2741	0.364		0.157
CACM-2535	0.391		0.176
CACM-2852	0.375		0.176
CACM-2319	0.4		0.196
CACM-2298	0.385		0.196
CACM-1719	0.407		0.216
CACM-1032	0.393		0.216
CACM-1827	0.379		0.216
CACM-2798	0.4		0.235
CACM-1267	0.387		0.235
CACM-2892	0.375		0.235
CACM-3028	0.364		0.235
CACM-1518	0.382		0.255
CACM-2375	0.371		0.255
CACM-2571	0.361		0.255
CACM-3072	0.351		0.255
CACM-2344	0.342		0.255
CACM-1750	0.333		0.255
CACM-1030	0.325		0.255
CACM-2452	0.341		0.275
CACM-3091	0.333		0.275
CACM-1699	0.326		0.275
CACM-1347	0.318		0.275
CACM-3088	0.333		0.294
CACM-1931	0.326		0.294
CACM-1805	0.34		0.314
CACM-2106	0.333		0.314
CACM-1792	0.327		0.314
CACM-0436	0.32		0.314
CACM-2859	0.333		0.333
CACM-2048	0.327		0.333
CACM-0893	0.321		0.333
CACM-2849	0.315		0.333
CACM-2017	0.309		0.333
CACM-2711	0.304		0.333
CACM-1728	0.298		0.333
CACM-2016	0.293		0.333
CACM-2967	0.288		0.333
CACM-0096	0.283		0.333
CACM-2818	0.295		0.353
CACM-1374	0.29		0.353
CACM-3153	0.286		0.353
CACM-2217	0.281		0.353
CACM-1689	0.277		0.353
CACM-1940	0.273		0.353
CACM-2512	0.269		0.353
CACM-1798	0.265		0.353
CACM-1995	0.261		0.353
CACM-2332	0.257		0.353
CACM-2336	0.254		0.353
CACM-2936	0.25		0.353
CACM-0819	0.247		0.353
CACM-3169	0.243		0.353
CACM-2069	0.24		0.353
CACM-1071	0.237		0.353
CACM-1620	0.234		0.353
CACM-2765	0.244		0.373
CACM-2553	0.241		0.373
CACM-3026	0.237		0.373
CACM-2502	0.235		0.373
CACM-1844	0.232		0.373
CACM-2262	0.229		0.373
CACM-1341	0.226		0.373
CACM-0417	0.224		0.373
CACM-2669	0.233		0.392
CACM-1671	0.23		0.392
CACM-2976	0.227		0.392
CACM-2624	0.225		0.392
CACM-2479	0.222		0.392
CACM-1747	0.22		0.392
CACM-3044	0.217		0.392
CACM-2886	0.215		0.392
CACM-2437	0.213		0.392
CACM-2985	0.211		0.392
CACM-1415	0.208		0.392
CACM-1177	0.206		0.392
CACM-2317	0.204		0.392
CACM-3035	0.202		0.392
CACM-1529	0.2		0.392
