Doc_name	Precision	Recall
CACM-2138	0.0		0.0
CACM-2714	0.0		0.0
CACM-3110	0.0		0.0
CACM-2411	0.0		0.0
CACM-3156	0.0		0.0
CACM-1852	0.0		0.0
CACM-3075	0.0		0.0
CACM-3005	0.0		0.0
CACM-2175	0.111		0.091
CACM-2989	0.1		0.091
CACM-1425	0.091		0.091
CACM-1795	0.083		0.091
CACM-2112	0.077		0.091
CACM-2266	0.071		0.091
CACM-2897	0.067		0.091
CACM-2685	0.125		0.182
CACM-2495	0.118		0.182
CACM-0670	0.111		0.182
CACM-0950	0.105		0.182
CACM-2921	0.1		0.182
CACM-1811	0.143		0.273
CACM-3066	0.136		0.273
CACM-2896	0.13		0.273
CACM-1923	0.125		0.273
CACM-1665	0.12		0.273
CACM-2570	0.115		0.273
CACM-3150	0.111		0.273
CACM-2706	0.107		0.273
CACM-1163	0.103		0.273
CACM-2785	0.1		0.273
CACM-1159	0.097		0.273
CACM-2423	0.094		0.273
CACM-2497	0.091		0.273
CACM-3175	0.088		0.273
CACM-0243	0.086		0.273
CACM-2567	0.083		0.273
CACM-2644	0.081		0.273
CACM-2904	0.079		0.273
CACM-2064	0.077		0.273
CACM-1988	0.075		0.273
CACM-0637	0.073		0.273
CACM-2298	0.071		0.273
CACM-0303	0.07		0.273
CACM-1992	0.068		0.273
CACM-2886	0.067		0.273
CACM-2433	0.087		0.364
CACM-3127	0.085		0.364
CACM-3171	0.083		0.364
CACM-3185	0.082		0.364
CACM-2717	0.08		0.364
CACM-3148	0.078		0.364
CACM-1099	0.077		0.364
CACM-1603	0.075		0.364
CACM-2514	0.074		0.364
CACM-3080	0.073		0.364
CACM-2289	0.071		0.364
CACM-0082	0.07		0.364
CACM-1154	0.069		0.364
CACM-2929	0.068		0.364
CACM-1409	0.067		0.364
CACM-1738	0.066		0.364
CACM-2253	0.065		0.364
CACM-1947	0.063		0.364
CACM-1680	0.062		0.364
CACM-1807	0.062		0.364
CACM-3074	0.061		0.364
CACM-1747	0.06		0.364
CACM-1389	0.059		0.364
CACM-2633	0.058		0.364
CACM-2645	0.057		0.364
CACM-1262	0.07		0.455
CACM-1591	0.069		0.455
CACM-3025	0.068		0.455
CACM-2579	0.068		0.455
CACM-3083	0.067		0.455
CACM-2973	0.066		0.455
CACM-1362	0.065		0.455
CACM-0048	0.064		0.455
CACM-2748	0.063		0.455
CACM-1463	0.062		0.455
CACM-2700	0.062		0.455
CACM-2107	0.061		0.455
CACM-1158	0.072		0.545
CACM-2491	0.071		0.545
CACM-1655	0.071		0.545
CACM-2820	0.07		0.545
CACM-2034	0.069		0.545
CACM-2939	0.068		0.545
CACM-1135	0.067		0.545
CACM-2740	0.067		0.545
CACM-1069	0.066		0.545
CACM-2819	0.065		0.545
CACM-1385	0.065		0.545
CACM-1310	0.064		0.545
CACM-3101	0.063		0.545
CACM-1652	0.062		0.545
CACM-2767	0.062		0.545
CACM-0719	0.061		0.545
CACM-2231	0.061		0.545
CACM-2723	0.06		0.545
