Doc_name	Precision	Recall
CACM-2069	0.0		0.0
CACM-2297	0.5		0.034
CACM-1752	0.667		0.069
CACM-2988	0.75		0.103
CACM-2902	0.8		0.138
CACM-2406	0.667		0.138
CACM-2372	0.571		0.138
CACM-2358	0.5		0.138
CACM-1750	0.556		0.172
CACM-2740	0.5		0.172
CACM-1753	0.455		0.172
CACM-3000	0.5		0.207
CACM-3006	0.462		0.207
CACM-2577	0.429		0.207
CACM-3026	0.4		0.207
CACM-1892	0.375		0.207
CACM-2319	0.353		0.207
CACM-2864	0.389		0.241
CACM-3028	0.368		0.241
CACM-3011	0.35		0.241
CACM-3050	0.333		0.241
CACM-2624	0.318		0.241
CACM-2669	0.348		0.276
CACM-1461	0.333		0.276
CACM-2311	0.32		0.276
CACM-2583	0.308		0.276
CACM-2689	0.296		0.276
CACM-2852	0.286		0.276
CACM-2502	0.276		0.276
CACM-2867	0.267		0.276
CACM-1901	0.29		0.31
CACM-2798	0.312		0.345
CACM-2479	0.303		0.345
CACM-2374	0.294		0.345
CACM-1728	0.286		0.345
CACM-1959	0.278		0.345
CACM-2481	0.297		0.379
CACM-2357	0.289		0.379
CACM-1747	0.282		0.379
CACM-3067	0.275		0.379
CACM-2262	0.268		0.379
CACM-3068	0.262		0.379
CACM-2681	0.256		0.379
CACM-2379	0.25		0.379
CACM-2818	0.267		0.414
CACM-2622	0.261		0.414
CACM-2345	0.255		0.414
CACM-1725	0.25		0.414
CACM-2582	0.245		0.414
CACM-2967	0.24		0.414
CACM-1657	0.235		0.414
CACM-2859	0.25		0.448
CACM-2378	0.245		0.448
CACM-2314	0.241		0.448
CACM-3092	0.236		0.448
CACM-1680	0.232		0.448
CACM-2198	0.228		0.448
CACM-2985	0.224		0.448
CACM-0059	0.22		0.448
CACM-2668	0.217		0.448
CACM-1923	0.213		0.448
CACM-1924	0.21		0.448
CACM-2868	0.206		0.448
CACM-0084	0.203		0.448
CACM-2106	0.2		0.448
CACM-1751	0.197		0.448
CACM-1810	0.194		0.448
CACM-0417	0.191		0.448
CACM-1456	0.188		0.448
CACM-1247	0.186		0.448
CACM-1912	0.183		0.448
CACM-1541	0.181		0.448
CACM-3177	0.178		0.448
CACM-3142	0.176		0.448
CACM-0086	0.173		0.448
CACM-2500	0.171		0.448
CACM-1845	0.169		0.448
CACM-2365	0.167		0.448
CACM-1267	0.165		0.448
CACM-3025	0.163		0.448
CACM-1708	0.16		0.448
CACM-1698	0.159		0.448
CACM-2621	0.157		0.448
CACM-2407	0.155		0.448
CACM-3127	0.153		0.448
CACM-3153	0.151		0.448
CACM-2424	0.149		0.448
CACM-2625	0.148		0.448
CACM-1409	0.146		0.448
CACM-1462	0.144		0.448
CACM-2111	0.143		0.448
CACM-0855	0.141		0.448
CACM-0856	0.14		0.448
CACM-2840	0.138		0.448
CACM-3090	0.137		0.448
CACM-2320	0.135		0.448
CACM-2928	0.134		0.448
CACM-1226	0.133		0.448
CACM-2163	0.131		0.448
CACM-3141	0.13		0.448
