Doc_name	Precision	Recall
CACM-1947	1.0		0.091
CACM-1807	1.0		0.182
CACM-1231	1.0		0.273
CACM-1795	1.0		0.364
CACM-2748	0.8		0.364
CACM-2495	0.833		0.455
CACM-2897	0.857		0.545
CACM-1886	0.75		0.545
CACM-2290	0.667		0.545
CACM-2680	0.6		0.545
CACM-2491	0.545		0.545
CACM-2944	0.5		0.545
CACM-3080	0.462		0.545
CACM-2904	0.429		0.545
CACM-2559	0.4		0.545
CACM-2253	0.375		0.545
CACM-1195	0.353		0.545
CACM-1551	0.389		0.636
CACM-2537	0.368		0.636
CACM-3171	0.35		0.636
CACM-1223	0.381		0.727
CACM-1651	0.364		0.727
CACM-2579	0.391		0.818
CACM-1564	0.375		0.818
CACM-2701	0.36		0.818
CACM-3054	0.346		0.818
CACM-2033	0.333		0.818
CACM-2423	0.321		0.818
CACM-2929	0.31		0.818
CACM-3005	0.3		0.818
CACM-2464	0.29		0.818
CACM-1248	0.281		0.818
CACM-2716	0.273		0.818
CACM-2858	0.265		0.818
CACM-2923	0.257		0.818
CACM-0556	0.25		0.818
CACM-1134	0.243		0.818
CACM-2835	0.237		0.818
CACM-2433	0.231		0.818
CACM-1362	0.225		0.818
CACM-0048	0.22		0.818
CACM-1655	0.214		0.818
CACM-2711	0.209		0.818
CACM-1235	0.205		0.818
CACM-3083	0.2		0.818
CACM-1652	0.196		0.818
CACM-3129	0.191		0.818
CACM-1756	0.188		0.818
CACM-2745	0.184		0.818
CACM-2524	0.18		0.818
CACM-2892	0.176		0.818
CACM-2611	0.173		0.818
CACM-2078	0.17		0.818
CACM-2344	0.167		0.818
CACM-0399	0.164		0.818
CACM-2836	0.161		0.818
CACM-2389	0.158		0.818
CACM-1369	0.155		0.818
CACM-2533	0.153		0.818
CACM-1757	0.15		0.818
CACM-3066	0.148		0.818
CACM-2834	0.145		0.818
CACM-1465	0.143		0.818
CACM-1670	0.141		0.818
CACM-1542	0.138		0.818
CACM-0149	0.136		0.818
CACM-0117	0.134		0.818
CACM-2508	0.132		0.818
CACM-2722	0.13		0.818
CACM-2645	0.129		0.818
CACM-2374	0.127		0.818
CACM-1066	0.125		0.818
CACM-2964	0.123		0.818
CACM-1064	0.122		0.818
CACM-1289	0.12		0.818
CACM-1676	0.118		0.818
CACM-1414	0.117		0.818
CACM-0066	0.115		0.818
CACM-2616	0.114		0.818
CACM-0195	0.113		0.818
CACM-2133	0.111		0.818
CACM-1275	0.11		0.818
CACM-0230	0.108		0.818
CACM-2569	0.107		0.818
CACM-1187	0.106		0.818
CACM-1065	0.105		0.818
CACM-1708	0.103		0.818
CACM-1232	0.102		0.818
CACM-2950	0.101		0.818
CACM-1926	0.1		0.818
CACM-1331	0.099		0.818
CACM-2586	0.098		0.818
CACM-1204	0.097		0.818
CACM-0164	0.096		0.818
CACM-2230	0.095		0.818
CACM-3173	0.094		0.818
CACM-0797	0.093		0.818
CACM-1901	0.092		0.818
CACM-3134	0.091		0.818
CACM-0984	0.09		0.818
