Doc_name	Precision	Recall
CACM-2849	0.0		0.0
CACM-2372	0.5		0.111
CACM-3068	0.667		0.222
CACM-2578	0.5		0.222
CACM-2371	0.4		0.222
CACM-2949	0.333		0.222
CACM-2621	0.286		0.222
CACM-2951	0.25		0.222
CACM-3082	0.222		0.222
CACM-1928	0.2		0.222
CACM-1745	0.182		0.222
CACM-1750	0.167		0.222
CACM-3137	0.154		0.222
CACM-3174	0.143		0.222
CACM-3141	0.133		0.222
CACM-1747	0.125		0.222
CACM-1808	0.118		0.222
CACM-3076	0.111		0.222
CACM-1695	0.105		0.222
CACM-3011	0.1		0.222
CACM-2798	0.095		0.222
CACM-3119	0.091		0.222
CACM-3158	0.13		0.333
CACM-2776	0.125		0.333
CACM-2988	0.12		0.333
CACM-3128	0.154		0.444
CACM-2870	0.185		0.556
CACM-1461	0.179		0.556
CACM-2424	0.172		0.556
CACM-3032	0.167		0.556
CACM-1978	0.161		0.556
CACM-2969	0.156		0.556
CACM-3127	0.152		0.556
CACM-2151	0.147		0.556
CACM-1844	0.143		0.556
CACM-2859	0.139		0.556
CACM-2198	0.135		0.556
CACM-1846	0.132		0.556
CACM-1226	0.128		0.556
CACM-3025	0.125		0.556
CACM-2522	0.122		0.556
CACM-2111	0.119		0.556
CACM-1685	0.116		0.556
CACM-1247	0.114		0.556
CACM-3182	0.111		0.556
CACM-3026	0.109		0.556
CACM-2624	0.106		0.556
CACM-1811	0.104		0.556
CACM-2069	0.102		0.556
CACM-2406	0.1		0.556
CACM-2622	0.098		0.556
CACM-3181	0.096		0.556
CACM-2358	0.094		0.556
CACM-1951	0.093		0.556
CACM-1680	0.091		0.556
CACM-1032	0.089		0.556
CACM-2311	0.088		0.556
CACM-2138	0.086		0.556
CACM-2900	0.085		0.556
CACM-1324	0.083		0.556
CACM-0322	0.082		0.556
CACM-3148	0.081		0.556
CACM-3028	0.079		0.556
CACM-1341	0.078		0.556
CACM-2188	0.077		0.556
CACM-2840	0.076		0.556
CACM-1959	0.075		0.556
CACM-2137	0.074		0.556
CACM-2479	0.072		0.556
CACM-2867	0.071		0.556
CACM-3023	0.07		0.556
CACM-1728	0.069		0.556
CACM-2320	0.068		0.556
CACM-2985	0.068		0.556
CACM-2812	0.067		0.556
CACM-1923	0.066		0.556
CACM-2317	0.065		0.556
CACM-1462	0.064		0.556
CACM-3177	0.076		0.667
CACM-2036	0.075		0.667
CACM-0046	0.074		0.667
CACM-3150	0.073		0.667
CACM-2197	0.072		0.667
CACM-2567	0.071		0.667
CACM-2407	0.071		0.667
CACM-2882	0.07		0.667
CACM-1664	0.069		0.667
CACM-1071	0.068		0.667
CACM-1912	0.067		0.667
CACM-3043	0.067		0.667
CACM-2345	0.066		0.667
CACM-1196	0.065		0.667
CACM-2482	0.065		0.667
CACM-3090	0.064		0.667
CACM-2876	0.074		0.778
CACM-2852	0.073		0.778
CACM-2614	0.072		0.778
CACM-3153	0.071		0.778
CACM-1261	0.071		0.778
CACM-2583	0.07		0.778
