Doc_name	Precision	Recall
CACM-2200	0.0		0.0
CACM-2644	0.0		0.0
CACM-2229	0.0		0.0
CACM-2927	0.25		0.053
CACM-3131	0.2		0.053
CACM-1933	0.167		0.053
CACM-1718	0.143		0.053
CACM-3021	0.125		0.053
CACM-2089	0.222		0.105
CACM-1840	0.3		0.158
CACM-1874	0.273		0.158
CACM-1725	0.25		0.158
CACM-1539	0.308		0.211
CACM-2462	0.357		0.263
CACM-1420	0.4		0.316
CACM-1841	0.438		0.368
CACM-0942	0.412		0.368
CACM-1697	0.389		0.368
CACM-0804	0.368		0.368
CACM-1538	0.4		0.421
CACM-1965	0.381		0.421
CACM-2402	0.364		0.421
CACM-2206	0.348		0.421
CACM-2507	0.333		0.421
CACM-1537	0.36		0.474
CACM-1967	0.385		0.526
CACM-2276	0.37		0.526
CACM-3037	0.393		0.579
CACM-1257	0.379		0.579
CACM-2289	0.367		0.579
CACM-2794	0.355		0.579
CACM-1385	0.344		0.579
CACM-2031	0.333		0.579
CACM-0063	0.324		0.579
CACM-1691	0.314		0.579
CACM-2606	0.306		0.579
CACM-2555	0.297		0.579
CACM-2767	0.289		0.579
CACM-0944	0.282		0.579
CACM-1679	0.275		0.579
CACM-1717	0.268		0.579
CACM-0116	0.262		0.579
CACM-2605	0.256		0.579
CACM-2770	0.25		0.579
CACM-2114	0.244		0.579
CACM-2447	0.239		0.579
CACM-2490	0.234		0.579
CACM-2544	0.229		0.579
CACM-1171	0.224		0.579
CACM-2657	0.22		0.579
CACM-1924	0.216		0.579
CACM-1094	0.231		0.632
CACM-2146	0.226		0.632
CACM-2138	0.222		0.632
CACM-2355	0.218		0.632
CACM-3079	0.214		0.632
CACM-2283	0.211		0.632
CACM-2306	0.207		0.632
CACM-2561	0.203		0.632
CACM-2694	0.2		0.632
CACM-2232	0.197		0.632
CACM-1780	0.194		0.632
CACM-2067	0.19		0.632
CACM-2410	0.188		0.632
CACM-2267	0.185		0.632
CACM-3166	0.182		0.632
CACM-1710	0.179		0.632
CACM-2806	0.176		0.632
CACM-3026	0.174		0.632
CACM-1995	0.171		0.632
CACM-2332	0.169		0.632
CACM-2210	0.167		0.632
CACM-3027	0.164		0.632
CACM-3141	0.162		0.632
CACM-2936	0.16		0.632
CACM-2424	0.158		0.632
CACM-2325	0.156		0.632
CACM-1862	0.154		0.632
CACM-2825	0.152		0.632
CACM-3055	0.15		0.632
CACM-2764	0.148		0.632
CACM-1099	0.146		0.632
CACM-1957	0.145		0.632
CACM-3107	0.143		0.632
CACM-2948	0.141		0.632
CACM-1497	0.14		0.632
CACM-2521	0.138		0.632
CACM-1946	0.136		0.632
CACM-2963	0.135		0.632
CACM-0974	0.133		0.632
CACM-2726	0.132		0.632
CACM-1110	0.13		0.632
CACM-1495	0.129		0.632
CACM-1295	0.128		0.632
CACM-1386	0.126		0.632
CACM-0738	0.125		0.632
CACM-0455	0.124		0.632
CACM-0470	0.122		0.632
CACM-0706	0.121		0.632
CACM-0737	0.12		0.632
