Doc_name	Precision	Recall
CACM-2695	1.0		0.333
CACM-2769	0.5		0.333
CACM-2986	0.667		0.667
CACM-2780	0.5		0.667
CACM-2490	0.4		0.667
CACM-2630	0.333		0.667
CACM-2368	0.286		0.667
CACM-2289	0.25		0.667
CACM-1457	0.222		0.667
CACM-2484	0.2		0.667
CACM-2199	0.182		0.667
CACM-3152	0.167		0.667
CACM-2506	0.154		0.667
CACM-3176	0.143		0.667
CACM-2081	0.133		0.667
CACM-3018	0.125		0.667
CACM-3156	0.118		0.667
CACM-2442	0.111		0.667
CACM-2877	0.105		0.667
CACM-2405	0.1		0.667
CACM-2883	0.095		0.667
CACM-0661	0.091		0.667
CACM-1504	0.087		0.667
CACM-3124	0.083		0.667
CACM-3139	0.08		0.667
CACM-2905	0.077		0.667
CACM-1924	0.074		0.667
CACM-2177	0.071		0.667
CACM-3040	0.069		0.667
CACM-2273	0.067		0.667
CACM-1047	0.065		0.667
CACM-2142	0.062		0.667
CACM-2805	0.061		0.667
CACM-1423	0.059		0.667
CACM-2172	0.057		0.667
CACM-2557	0.056		0.667
CACM-2290	0.054		0.667
CACM-1886	0.053		0.667
CACM-1963	0.051		0.667
CACM-1847	0.05		0.667
CACM-1961	0.049		0.667
CACM-2134	0.048		0.667
CACM-2752	0.047		0.667
CACM-2430	0.045		0.667
CACM-3115	0.044		0.667
CACM-1707	0.043		0.667
CACM-2052	0.043		0.667
CACM-1876	0.042		0.667
CACM-2619	0.041		0.667
CACM-2189	0.04		0.667
CACM-2758	0.039		0.667
CACM-2216	0.038		0.667
CACM-2554	0.038		0.667
CACM-2980	0.037		0.667
CACM-2335	0.036		0.667
CACM-2806	0.036		0.667
CACM-2766	0.035		0.667
CACM-1501	0.034		0.667
CACM-2133	0.034		0.667
CACM-3164	0.033		0.667
CACM-0828	0.033		0.667
CACM-0070	0.032		0.667
CACM-0955	0.032		0.667
CACM-1481	0.031		0.667
CACM-2461	0.031		0.667
CACM-3085	0.03		0.667
CACM-2790	0.03		0.667
CACM-1983	0.029		0.667
CACM-2161	0.029		0.667
CACM-0349	0.029		0.667
CACM-0749	0.028		0.667
CACM-0777	0.028		0.667
CACM-1822	0.027		0.667
CACM-1116	0.027		0.667
CACM-0301	0.027		0.667
CACM-0315	0.026		0.667
CACM-0936	0.026		0.667
CACM-0256	0.026		0.667
CACM-0896	0.025		0.667
CACM-0956	0.025		0.667
CACM-0285	0.025		0.667
CACM-2778	0.024		0.667
CACM-0660	0.024		0.667
CACM-1727	0.024		0.667
CACM-0751	0.024		0.667
CACM-0496	0.023		0.667
CACM-2697	0.023		0.667
CACM-0511	0.023		0.667
CACM-1563	0.034		1.0
CACM-2444	0.033		1.0
CACM-1791	0.033		1.0
CACM-0144	0.033		1.0
CACM-0494	0.032		1.0
CACM-1151	0.032		1.0
CACM-2701	0.032		1.0
CACM-2015	0.031		1.0
CACM-2281	0.031		1.0
CACM-2059	0.031		1.0
CACM-2284	0.03		1.0
CACM-2763	0.03		1.0
