Doc_name	Precision	Recall
CACM-2337	0.0		0.0
CACM-3086	0.0		0.0
CACM-2997	0.0		0.0
CACM-2837	0.0		0.0
CACM-2927	0.0		0.0
CACM-2743	0.0		0.0
CACM-2932	0.143		0.091
CACM-2325	0.125		0.091
CACM-3018	0.222		0.182
CACM-2950	0.2		0.182
CACM-2706	0.182		0.182
CACM-3131	0.167		0.182
CACM-1309	0.154		0.182
CACM-3162	0.143		0.182
CACM-2702	0.2		0.273
CACM-2936	0.188		0.273
CACM-2226	0.176		0.273
CACM-2454	0.167		0.273
CACM-2703	0.211		0.364
CACM-1658	0.2		0.364
CACM-2216	0.19		0.364
CACM-3151	0.182		0.364
CACM-2903	0.174		0.364
CACM-2828	0.167		0.364
CACM-2953	0.16		0.364
CACM-1619	0.154		0.364
CACM-2784	0.148		0.364
CACM-3055	0.143		0.364
CACM-3163	0.138		0.364
CACM-2645	0.133		0.364
CACM-3166	0.129		0.364
CACM-2749	0.125		0.364
CACM-3110	0.121		0.364
CACM-2986	0.118		0.364
CACM-3070	0.114		0.364
CACM-3032	0.111		0.364
CACM-2110	0.108		0.364
CACM-2033	0.105		0.364
CACM-1659	0.103		0.364
CACM-3037	0.1		0.364
CACM-3040	0.098		0.364
CACM-2499	0.095		0.364
CACM-2289	0.093		0.364
CACM-2746	0.091		0.364
CACM-2771	0.089		0.364
CACM-0895	0.087		0.364
CACM-1886	0.085		0.364
CACM-3007	0.083		0.364
CACM-2365	0.082		0.364
CACM-2892	0.08		0.364
CACM-2916	0.078		0.364
CACM-2766	0.077		0.364
CACM-3165	0.075		0.364
CACM-2035	0.074		0.364
CACM-2679	0.073		0.364
CACM-2938	0.071		0.364
CACM-1465	0.07		0.364
CACM-0117	0.069		0.364
CACM-2508	0.068		0.364
CACM-2665	0.067		0.364
CACM-0149	0.066		0.364
CACM-1957	0.065		0.364
CACM-2628	0.063		0.364
CACM-2504	0.062		0.364
CACM-1462	0.062		0.364
CACM-2524	0.061		0.364
CACM-1404	0.06		0.364
CACM-1899	0.059		0.364
CACM-1350	0.058		0.364
CACM-2251	0.057		0.364
CACM-2569	0.056		0.364
CACM-2092	0.056		0.364
CACM-3150	0.055		0.364
CACM-0164	0.054		0.364
CACM-1708	0.053		0.364
CACM-0598	0.053		0.364
CACM-2884	0.052		0.364
CACM-2457	0.051		0.364
CACM-2882	0.051		0.364
CACM-0371	0.05		0.364
CACM-2283	0.049		0.364
CACM-3064	0.049		0.364
CACM-3010	0.048		0.364
CACM-2327	0.048		0.364
CACM-0267	0.047		0.364
CACM-2931	0.047		0.364
CACM-3154	0.046		0.364
CACM-2627	0.045		0.364
CACM-1796	0.045		0.364
CACM-2819	0.044		0.364
CACM-1650	0.044		0.364
CACM-1572	0.043		0.364
CACM-1947	0.043		0.364
CACM-2146	0.043		0.364
CACM-1735	0.042		0.364
CACM-1035	0.042		0.364
CACM-1873	0.041		0.364
CACM-2490	0.051		0.455
CACM-1551	0.051		0.455
CACM-1429	0.06		0.545
