Doc_name	Precision	Recall
CACM-2876	0.0		0.0
CACM-3142	0.0		0.0
CACM-2572	0.0		0.0
CACM-0248	0.0		0.0
CACM-2871	0.0		0.0
CACM-0195	0.0		0.0
CACM-3011	0.0		0.0
CACM-2312	0.0		0.0
CACM-2909	0.0		0.0
CACM-1908	0.0		0.0
CACM-3179	0.0		0.0
CACM-2931	0.0		0.0
CACM-0718	0.0		0.0
CACM-2541	0.0		0.0
CACM-2864	0.0		0.0
CACM-1698	0.0		0.0
CACM-2989	0.0		0.0
CACM-3173	0.0		0.0
CACM-2764	0.0		0.0
CACM-1248	0.0		0.0
CACM-2835	0.0		0.0
CACM-1926	0.045		0.25
CACM-1383	0.043		0.25
CACM-1470	0.042		0.25
CACM-2341	0.04		0.25
CACM-1001	0.038		0.25
CACM-0084	0.037		0.25
CACM-2519	0.036		0.25
CACM-1413	0.034		0.25
CACM-1625	0.033		0.25
CACM-2305	0.032		0.25
CACM-2580	0.031		0.25
CACM-2927	0.03		0.25
CACM-2802	0.029		0.25
CACM-1196	0.029		0.25
CACM-2882	0.028		0.25
CACM-2988	0.027		0.25
CACM-3089	0.026		0.25
CACM-2987	0.026		0.25
CACM-1457	0.025		0.25
CACM-2390	0.024		0.25
CACM-3065	0.024		0.25
CACM-1267	0.023		0.25
CACM-2165	0.023		0.25
CACM-2314	0.022		0.25
CACM-2479	0.022		0.25
CACM-1747	0.021		0.25
CACM-1518	0.021		0.25
CACM-1828	0.02		0.25
CACM-1616	0.02		0.25
CACM-2947	0.02		0.25
CACM-2985	0.019		0.25
CACM-1341	0.019		0.25
CACM-2311	0.019		0.25
CACM-1844	0.018		0.25
CACM-2859	0.018		0.25
CACM-2372	0.018		0.25
CACM-2852	0.017		0.25
CACM-2893	0.017		0.25
CACM-2522	0.017		0.25
CACM-2198	0.016		0.25
CACM-3097	0.016		0.25
CACM-1959	0.016		0.25
CACM-3090	0.016		0.25
CACM-0397	0.015		0.25
CACM-1164	0.015		0.25
CACM-2321	0.015		0.25
CACM-3136	0.015		0.25
CACM-2624	0.014		0.25
CACM-2631	0.014		0.25
CACM-2407	0.014		0.25
CACM-2870	0.014		0.25
CACM-1461	0.014		0.25
CACM-2567	0.014		0.25
CACM-3150	0.013		0.25
CACM-2151	0.013		0.25
CACM-3134	0.013		0.25
CACM-1912	0.013		0.25
CACM-3157	0.013		0.25
CACM-1071	0.013		0.25
CACM-1750	0.012		0.25
CACM-3072	0.012		0.25
CACM-2812	0.012		0.25
CACM-2621	0.012		0.25
CACM-2345	0.012		0.25
CACM-1514	0.012		0.25
CACM-3026	0.011		0.25
CACM-2375	0.011		0.25
CACM-2798	0.011		0.25
CACM-2344	0.011		0.25
CACM-0855	0.011		0.25
CACM-0724	0.011		0.25
CACM-2583	0.011		0.25
CACM-0104	0.011		0.25
CACM-1938	0.011		0.25
CACM-3068	0.01		0.25
CACM-2128	0.01		0.25
CACM-2092	0.01		0.25
CACM-2525	0.01		0.25
CACM-2738	0.01		0.25
