Doc_name	Precision	Recall
CACM-3141	0.0		0.0
CACM-0243	0.0		0.0
CACM-1135	0.0		0.0
CACM-1750	0.0		0.0
CACM-2378	0.2		0.059
CACM-2184	0.167		0.059
CACM-0409	0.143		0.059
CACM-3157	0.125		0.059
CACM-2629	0.111		0.059
CACM-2522	0.1		0.059
CACM-2688	0.091		0.059
CACM-2740	0.083		0.059
CACM-2080	0.077		0.059
CACM-1846	0.071		0.059
CACM-2266	0.067		0.059
CACM-2320	0.062		0.059
CACM-2622	0.059		0.059
CACM-2949	0.056		0.059
CACM-0696	0.053		0.059
CACM-3127	0.05		0.059
CACM-1226	0.048		0.059
CACM-2890	0.045		0.059
CACM-2160	0.043		0.059
CACM-1032	0.042		0.059
CACM-1514	0.04		0.059
CACM-2750	0.038		0.059
CACM-1854	0.074		0.118
CACM-1747	0.071		0.118
CACM-2947	0.069		0.118
CACM-2424	0.067		0.118
CACM-2174	0.065		0.118
CACM-3002	0.062		0.118
CACM-2217	0.061		0.118
CACM-3134	0.059		0.118
CACM-1462	0.057		0.118
CACM-2339	0.056		0.118
CACM-1199	0.054		0.118
CACM-1753	0.053		0.118
CACM-1844	0.051		0.118
CACM-1517	0.05		0.118
CACM-1461	0.049		0.118
CACM-1677	0.048		0.118
CACM-2833	0.047		0.118
CACM-2357	0.045		0.118
CACM-2002	0.044		0.118
CACM-1264	0.043		0.118
CACM-3132	0.043		0.118
CACM-1003	0.042		0.118
CACM-2376	0.061		0.176
CACM-3039	0.06		0.176
CACM-2950	0.059		0.176
CACM-1961	0.058		0.176
CACM-1698	0.057		0.176
CACM-2342	0.074		0.235
CACM-2307	0.073		0.235
CACM-2524	0.071		0.235
CACM-2542	0.07		0.235
CACM-3026	0.069		0.235
CACM-2439	0.068		0.235
CACM-1680	0.067		0.235
CACM-2379	0.066		0.235
CACM-1736	0.065		0.235
CACM-3119	0.063		0.235
CACM-2920	0.062		0.235
CACM-1922	0.062		0.235
CACM-3023	0.061		0.235
CACM-3021	0.06		0.235
CACM-0855	0.059		0.235
CACM-2069	0.058		0.235
CACM-3081	0.057		0.235
CACM-2819	0.056		0.235
CACM-2482	0.056		0.235
CACM-0825	0.055		0.235
CACM-1959	0.054		0.235
CACM-2582	0.053		0.235
CACM-3148	0.066		0.294
CACM-3049	0.065		0.294
CACM-2288	0.064		0.294
CACM-2966	0.063		0.294
CACM-1962	0.062		0.294
CACM-3058	0.062		0.294
CACM-1928	0.061		0.294
CACM-2421	0.06		0.294
CACM-2801	0.06		0.294
CACM-2452	0.059		0.294
CACM-0618	0.058		0.294
CACM-2317	0.057		0.294
CACM-1752	0.057		0.294
CACM-1519	0.056		0.294
CACM-3037	0.056		0.294
CACM-1197	0.055		0.294
CACM-1976	0.054		0.294
CACM-2931	0.054		0.294
CACM-1066	0.053		0.294
CACM-2188	0.053		0.294
CACM-2396	0.052		0.294
CACM-3068	0.052		0.294
CACM-2138	0.051		0.294
CACM-2128	0.051		0.294
CACM-1748	0.05		0.294
