Doc_name	Precision	Recall
CACM-2699	1.0		0.053
CACM-2906	1.0		0.105
CACM-1923	1.0		0.158
CACM-2717	0.75		0.158
CACM-3171	0.6		0.158
CACM-0724	0.5		0.158
CACM-2527	0.571		0.211
CACM-3148	0.5		0.211
CACM-2716	0.556		0.263
CACM-3150	0.6		0.316
CACM-2198	0.545		0.316
CACM-1872	0.5		0.316
CACM-2316	0.538		0.368
CACM-2246	0.571		0.421
CACM-3077	0.533		0.421
CACM-1903	0.5		0.421
CACM-0281	0.471		0.421
CACM-1627	0.444		0.421
CACM-2081	0.421		0.421
CACM-2320	0.4		0.421
CACM-2705	0.381		0.421
CACM-2003	0.364		0.421
CACM-1835	0.348		0.421
CACM-3080	0.333		0.421
CACM-2787	0.32		0.421
CACM-2091	0.308		0.421
CACM-0265	0.296		0.421
CACM-2873	0.286		0.421
CACM-2826	0.276		0.421
CACM-2593	0.267		0.421
CACM-1861	0.258		0.421
CACM-2317	0.25		0.421
CACM-2898	0.242		0.421
CACM-1769	0.235		0.421
CACM-3185	0.229		0.421
CACM-0048	0.222		0.421
CACM-2542	0.216		0.421
CACM-2398	0.211		0.421
CACM-3057	0.205		0.421
CACM-1145	0.2		0.421
CACM-1179	0.195		0.421
CACM-1642	0.19		0.421
CACM-1676	0.186		0.421
CACM-1710	0.182		0.421
CACM-2034	0.178		0.421
CACM-1472	0.174		0.421
CACM-3041	0.17		0.421
CACM-0321	0.167		0.421
CACM-3101	0.163		0.421
CACM-1552	0.16		0.421
CACM-2922	0.157		0.421
CACM-2651	0.154		0.421
CACM-2897	0.151		0.421
CACM-1703	0.148		0.421
CACM-2603	0.145		0.421
CACM-1425	0.143		0.421
CACM-1459	0.14		0.421
CACM-2295	0.138		0.421
CACM-3123	0.136		0.421
CACM-1098	0.133		0.421
CACM-0111	0.131		0.421
CACM-3130	0.129		0.421
CACM-2867	0.127		0.421
CACM-1366	0.125		0.421
CACM-2621	0.123		0.421
CACM-1115	0.121		0.421
CACM-1183	0.119		0.421
CACM-2305	0.118		0.421
CACM-1852	0.116		0.421
CACM-0252	0.114		0.421
CACM-2406	0.113		0.421
CACM-1678	0.111		0.421
CACM-2814	0.11		0.421
CACM-2887	0.108		0.421
CACM-1073	0.107		0.421
CACM-0651	0.105		0.421
CACM-0755	0.104		0.421
CACM-1908	0.103		0.421
CACM-2076	0.101		0.421
CACM-0628	0.1		0.421
CACM-1143	0.099		0.421
CACM-2493	0.098		0.421
CACM-1475	0.096		0.421
CACM-2219	0.095		0.421
CACM-2880	0.094		0.421
CACM-2782	0.093		0.421
CACM-2254	0.092		0.421
CACM-1610	0.091		0.421
CACM-0795	0.09		0.421
CACM-1643	0.089		0.421
CACM-2526	0.088		0.421
CACM-1485	0.087		0.421
CACM-2843	0.086		0.421
CACM-1466	0.085		0.421
CACM-0367	0.084		0.421
CACM-0920	0.083		0.421
CACM-2661	0.082		0.421
CACM-2002	0.082		0.421
CACM-3058	0.081		0.421
CACM-1182	0.08		0.421
