Doc_name	Precision	Recall
CACM-2177	0.0		0.0
CACM-3139	0.5		0.333
CACM-2490	0.333		0.333
CACM-2368	0.25		0.333
CACM-2630	0.2		0.333
CACM-2289	0.167		0.333
CACM-2484	0.143		0.333
CACM-2172	0.125		0.333
CACM-2290	0.111		0.333
CACM-1961	0.1		0.333
CACM-2883	0.091		0.333
CACM-3156	0.083		0.333
CACM-1847	0.077		0.333
CACM-2980	0.071		0.333
CACM-2619	0.067		0.333
CACM-3018	0.062		0.333
CACM-2752	0.059		0.333
CACM-2430	0.056		0.333
CACM-2877	0.053		0.333
CACM-2052	0.05		0.333
CACM-2763	0.048		0.333
CACM-1481	0.045		0.333
CACM-2461	0.043		0.333
CACM-1983	0.042		0.333
CACM-1504	0.04		0.333
CACM-1822	0.038		0.333
CACM-2790	0.037		0.333
CACM-2161	0.036		0.333
CACM-2695	0.034		0.333
CACM-2444	0.033		0.333
CACM-3040	0.032		0.333
CACM-2015	0.031		0.333
CACM-2059	0.03		0.333
CACM-1563	0.029		0.333
CACM-2934	0.029		0.333
CACM-2701	0.028		0.333
CACM-2178	0.027		0.333
CACM-1432	0.026		0.333
CACM-2568	0.026		0.333
CACM-2769	0.025		0.333
CACM-3164	0.024		0.333
CACM-3124	0.024		0.333
CACM-2189	0.023		0.333
CACM-3100	0.023		0.333
CACM-1934	0.022		0.333
CACM-3172	0.022		0.333
CACM-3125	0.021		0.333
CACM-1456	0.021		0.333
CACM-2125	0.02		0.333
CACM-2195	0.02		0.333
CACM-1935	0.02		0.333
CACM-2925	0.019		0.333
CACM-1925	0.019		0.333
CACM-3008	0.019		0.333
CACM-1839	0.018		0.333
CACM-2923	0.018		0.333
CACM-2920	0.018		0.333
CACM-2986	0.017		0.333
CACM-1828	0.017		0.333
CACM-1529	0.017		0.333
CACM-1947	0.016		0.333
CACM-1727	0.016		0.333
CACM-2155	0.016		0.333
CACM-1905	0.016		0.333
CACM-1899	0.015		0.333
CACM-2697	0.015		0.333
CACM-2408	0.015		0.333
CACM-1791	0.015		0.333
CACM-2275	0.014		0.333
CACM-3153	0.014		0.333
CACM-3138	0.014		0.333
CACM-1145	0.028		0.667
CACM-1415	0.027		0.667
CACM-2819	0.027		0.667
CACM-2247	0.027		0.667
CACM-3132	0.026		0.667
CACM-2771	0.026		0.667
CACM-2389	0.026		0.667
CACM-2402	0.025		0.667
CACM-2767	0.025		0.667
CACM-3131	0.025		0.667
CACM-1924	0.024		0.667
CACM-2094	0.024		0.667
CACM-2950	0.024		0.667
CACM-1433	0.024		0.667
CACM-2646	0.023		0.667
CACM-1172	0.023		0.667
CACM-2692	0.023		0.667
CACM-2903	0.022		0.667
CACM-2856	0.022		0.667
CACM-0371	0.022		0.667
CACM-2832	0.022		0.667
CACM-2627	0.022		0.667
CACM-2674	0.021		0.667
CACM-1744	0.021		0.667
CACM-2273	0.021		0.667
CACM-2902	0.021		0.667
CACM-2267	0.02		0.667
CACM-2953	0.02		0.667
CACM-2283	0.02		0.667
