Doc_name	Precision	Recall
CACM-2138	0.0		0.0
CACM-1988	0.0		0.0
CACM-3110	0.0		0.0
CACM-1852	0.0		0.0
CACM-2112	0.0		0.0
CACM-1665	0.0		0.0
CACM-2175	0.143		0.091
CACM-1811	0.25		0.182
CACM-2921	0.222		0.182
CACM-1795	0.2		0.182
CACM-2495	0.182		0.182
CACM-3075	0.167		0.182
CACM-3156	0.154		0.182
CACM-2714	0.143		0.182
CACM-2685	0.2		0.273
CACM-2897	0.188		0.273
CACM-2570	0.176		0.273
CACM-1159	0.167		0.273
CACM-1923	0.158		0.273
CACM-2929	0.15		0.273
CACM-2661	0.143		0.273
CACM-2785	0.136		0.273
CACM-2644	0.13		0.273
CACM-0637	0.125		0.273
CACM-2904	0.12		0.273
CACM-2896	0.115		0.273
CACM-3175	0.111		0.273
CACM-2497	0.107		0.273
CACM-2298	0.103		0.273
CACM-2886	0.1		0.273
CACM-2289	0.097		0.273
CACM-1425	0.094		0.273
CACM-0303	0.091		0.273
CACM-2064	0.088		0.273
CACM-0670	0.086		0.273
CACM-2433	0.111		0.364
CACM-1099	0.108		0.364
CACM-1409	0.105		0.364
CACM-1603	0.103		0.364
CACM-2423	0.1		0.364
CACM-3171	0.098		0.364
CACM-2411	0.095		0.364
CACM-2706	0.093		0.364
CACM-2939	0.091		0.364
CACM-3080	0.089		0.364
CACM-2514	0.087		0.364
CACM-2645	0.085		0.364
CACM-1747	0.083		0.364
CACM-1591	0.082		0.364
CACM-1680	0.08		0.364
CACM-1807	0.078		0.364
CACM-2253	0.077		0.364
CACM-3148	0.075		0.364
CACM-2034	0.074		0.364
CACM-2767	0.073		0.364
CACM-2998	0.071		0.364
CACM-1947	0.07		0.364
CACM-2252	0.069		0.364
CACM-1135	0.068		0.364
CACM-2692	0.067		0.364
CACM-3150	0.066		0.364
CACM-2579	0.065		0.364
CACM-1389	0.063		0.364
CACM-2989	0.062		0.364
CACM-2723	0.062		0.364
CACM-1463	0.061		0.364
CACM-2341	0.06		0.364
CACM-1324	0.059		0.364
CACM-2740	0.058		0.364
CACM-1154	0.057		0.364
CACM-2684	0.056		0.364
CACM-3093	0.056		0.364
CACM-0249	0.055		0.364
CACM-2491	0.054		0.364
CACM-0048	0.053		0.364
CACM-1362	0.053		0.364
CACM-1655	0.052		0.364
CACM-2748	0.051		0.364
CACM-2534	0.051		0.364
CACM-0082	0.05		0.364
CACM-1824	0.049		0.364
CACM-2316	0.049		0.364
CACM-3073	0.048		0.364
CACM-2633	0.048		0.364
CACM-2681	0.047		0.364
CACM-0205	0.047		0.364
CACM-2061	0.046		0.364
CACM-2651	0.045		0.364
CACM-1262	0.056		0.455
CACM-2700	0.056		0.455
CACM-2973	0.055		0.455
CACM-1310	0.054		0.455
CACM-1756	0.054		0.455
CACM-3074	0.053		0.455
CACM-1158	0.063		0.545
CACM-0799	0.062		0.545
CACM-1652	0.062		0.545
CACM-0950	0.061		0.545
CACM-2266	0.061		0.545
CACM-1700	0.06		0.545
