Doc_name	Precision	Recall
CACM-3131	0.0		0.0
CACM-2289	0.0		0.0
CACM-3132	0.0		0.0
CACM-2890	0.0		0.0
CACM-2819	0.0		0.0
CACM-2674	0.0		0.0
CACM-3057	0.0		0.0
CACM-2679	0.125		0.023
CACM-2750	0.111		0.023
CACM-3037	0.1		0.023
CACM-2142	0.091		0.023
CACM-2931	0.083		0.023
CACM-1412	0.077		0.023
CACM-1886	0.071		0.023
CACM-3032	0.067		0.023
CACM-2181	0.062		0.023
CACM-1752	0.059		0.023
CACM-3112	0.056		0.023
CACM-2924	0.053		0.023
CACM-2900	0.05		0.023
CACM-3085	0.048		0.023
CACM-3075	0.091		0.045
CACM-1961	0.087		0.045
CACM-1423	0.083		0.045
CACM-3011	0.08		0.045
CACM-2174	0.077		0.045
CACM-3033	0.074		0.045
CACM-1873	0.071		0.045
CACM-1724	0.103		0.068
CACM-2324	0.1		0.068
CACM-2337	0.129		0.091
CACM-2308	0.125		0.091
CACM-3156	0.121		0.091
CACM-2263	0.118		0.091
CACM-2314	0.114		0.091
CACM-0717	0.111		0.091
CACM-2997	0.108		0.091
CACM-2522	0.105		0.091
CACM-3177	0.103		0.091
CACM-2051	0.1		0.091
CACM-2833	0.098		0.091
CACM-1197	0.095		0.091
CACM-2481	0.093		0.091
CACM-2944	0.091		0.091
CACM-2973	0.089		0.091
CACM-3151	0.087		0.091
CACM-2627	0.085		0.091
CACM-2146	0.104		0.114
CACM-0630	0.102		0.114
CACM-2902	0.1		0.114
CACM-3058	0.098		0.114
CACM-0724	0.096		0.114
CACM-0655	0.094		0.114
CACM-3157	0.093		0.114
CACM-2834	0.091		0.114
CACM-2272	0.107		0.136
CACM-2106	0.105		0.136
CACM-2856	0.103		0.136
CACM-3164	0.102		0.136
CACM-1594	0.1		0.136
CACM-3163	0.098		0.136
CACM-1433	0.097		0.136
CACM-2081	0.095		0.136
CACM-2450	0.094		0.136
CACM-2500	0.092		0.136
CACM-2570	0.091		0.136
CACM-2691	0.09		0.136
CACM-2266	0.088		0.136
CACM-2877	0.087		0.136
CACM-2863	0.086		0.136
CACM-3038	0.085		0.136
CACM-2368	0.083		0.136
CACM-0867	0.082		0.136
CACM-1506	0.081		0.136
CACM-2484	0.08		0.136
CACM-2692	0.079		0.136
CACM-2065	0.078		0.136
CACM-2188	0.077		0.136
CACM-2650	0.076		0.136
CACM-2017	0.087		0.159
CACM-3166	0.086		0.159
CACM-2406	0.085		0.159
CACM-2963	0.084		0.159
CACM-1135	0.083		0.159
CACM-2483	0.082		0.159
CACM-1098	0.081		0.159
CACM-3067	0.08		0.159
CACM-2716	0.091		0.182
CACM-3006	0.09		0.182
CACM-2598	0.089		0.182
CACM-2348	0.099		0.205
CACM-3091	0.098		0.205
CACM-2524	0.097		0.205
CACM-1905	0.096		0.205
CACM-2215	0.095		0.205
CACM-3069	0.094		0.205
CACM-0950	0.093		0.205
CACM-3040	0.092		0.205
CACM-3124	0.091		0.205
CACM-2451	0.09		0.205
