Doc_name	Precision	Recall
CACM-3043	1.0		0.036
CACM-2949	0.5		0.036
CACM-3128	0.667		0.071
CACM-3141	0.75		0.107
CACM-2912	0.8		0.143
CACM-1623	0.667		0.143
CACM-2903	0.571		0.143
CACM-2890	0.5		0.143
CACM-2342	0.556		0.179
CACM-2740	0.5		0.179
CACM-2376	0.545		0.214
CACM-3148	0.583		0.25
CACM-2424	0.538		0.25
CACM-1948	0.5		0.25
CACM-2208	0.467		0.25
CACM-1923	0.438		0.25
CACM-2865	0.471		0.286
CACM-1145	0.444		0.286
CACM-2033	0.421		0.286
CACM-1698	0.4		0.286
CACM-2657	0.381		0.286
CACM-2439	0.364		0.286
CACM-0616	0.348		0.286
CACM-2317	0.333		0.286
CACM-2646	0.32		0.286
CACM-1397	0.308		0.286
CACM-3021	0.296		0.286
CACM-1135	0.286		0.286
CACM-2795	0.276		0.286
CACM-2216	0.267		0.286
CACM-2111	0.258		0.286
CACM-2306	0.25		0.286
CACM-1381	0.242		0.286
CACM-2665	0.235		0.286
CACM-2519	0.229		0.286
CACM-1854	0.222		0.286
CACM-2520	0.216		0.286
CACM-3134	0.211		0.286
CACM-0855	0.205		0.286
CACM-2981	0.2		0.286
CACM-3006	0.195		0.286
CACM-2950	0.19		0.286
CACM-2913	0.186		0.286
CACM-2674	0.182		0.286
CACM-2289	0.178		0.286
CACM-0409	0.174		0.286
CACM-3014	0.17		0.286
CACM-2320	0.188		0.321
CACM-0371	0.184		0.321
CACM-2276	0.18		0.321
CACM-3164	0.176		0.321
CACM-2905	0.173		0.321
CACM-2344	0.17		0.321
CACM-2716	0.167		0.321
CACM-2862	0.164		0.321
CACM-2871	0.161		0.321
CACM-2438	0.158		0.321
CACM-2895	0.172		0.357
CACM-2268	0.169		0.357
CACM-2902	0.167		0.357
CACM-2402	0.164		0.357
CACM-2535	0.161		0.357
CACM-1745	0.159		0.357
CACM-2837	0.156		0.357
CACM-1551	0.154		0.357
CACM-1553	0.152		0.357
CACM-3031	0.149		0.357
CACM-1427	0.147		0.357
CACM-2016	0.145		0.357
CACM-2142	0.143		0.357
CACM-3075	0.141		0.357
CACM-1181	0.139		0.357
CACM-2771	0.137		0.357
CACM-2522	0.135		0.357
CACM-1440	0.133		0.357
CACM-3078	0.132		0.357
CACM-2226	0.13		0.357
CACM-1458	0.128		0.357
CACM-2453	0.127		0.357
CACM-0595	0.125		0.357
CACM-3038	0.123		0.357
CACM-2931	0.122		0.357
CACM-2819	0.12		0.357
CACM-1873	0.119		0.357
CACM-2094	0.118		0.357
CACM-1373	0.116		0.357
CACM-2337	0.115		0.357
CACM-2851	0.114		0.357
CACM-2896	0.112		0.357
CACM-1752	0.111		0.357
CACM-2389	0.11		0.357
CACM-2843	0.109		0.357
CACM-2668	0.108		0.357
CACM-1603	0.106		0.357
CACM-2969	0.105		0.357
CACM-2541	0.104		0.357
CACM-3032	0.103		0.357
CACM-0804	0.102		0.357
CACM-2830	0.101		0.357
CACM-2581	0.1		0.357
