Doc_name	Precision	Recall
CACM-3125	0.0		0.0
CACM-2701	0.5		0.1
CACM-2877	0.333		0.1
CACM-2944	0.25		0.1
CACM-2195	0.2		0.1
CACM-2464	0.167		0.1
CACM-2142	0.143		0.1
CACM-2344	0.125		0.1
CACM-1886	0.111		0.1
CACM-3069	0.1		0.1
CACM-2835	0.091		0.1
CACM-1807	0.083		0.1
CACM-1947	0.154		0.2
CACM-2716	0.143		0.2
CACM-2929	0.133		0.2
CACM-1795	0.125		0.2
CACM-2611	0.118		0.2
CACM-1231	0.167		0.3
CACM-2836	0.158		0.3
CACM-2904	0.15		0.3
CACM-2923	0.143		0.3
CACM-2680	0.136		0.3
CACM-2388	0.13		0.3
CACM-2133	0.125		0.3
CACM-2495	0.16		0.4
CACM-2964	0.154		0.4
CACM-2188	0.148		0.4
CACM-2253	0.143		0.4
CACM-2616	0.138		0.4
CACM-3018	0.133		0.4
CACM-0693	0.129		0.4
CACM-2290	0.125		0.4
CACM-1676	0.121		0.4
CACM-2897	0.118		0.4
CACM-3080	0.114		0.4
CACM-0104	0.111		0.4
CACM-1195	0.108		0.4
CACM-1658	0.105		0.4
CACM-2000	0.103		0.4
CACM-2134	0.1		0.4
CACM-2411	0.098		0.4
CACM-2570	0.095		0.4
CACM-2953	0.093		0.4
CACM-2969	0.091		0.4
CACM-2537	0.089		0.4
CACM-2812	0.087		0.4
CACM-1223	0.085		0.4
CACM-1410	0.083		0.4
CACM-1564	0.082		0.4
CACM-1719	0.08		0.4
CACM-1974	0.078		0.4
CACM-2321	0.077		0.4
CACM-2433	0.075		0.4
CACM-2579	0.074		0.4
CACM-2699	0.073		0.4
CACM-2858	0.071		0.4
CACM-2883	0.07		0.4
CACM-2903	0.069		0.4
CACM-3020	0.068		0.4
CACM-3054	0.067		0.4
CACM-1951	0.066		0.4
CACM-2015	0.065		0.4
CACM-2423	0.063		0.4
CACM-2451	0.062		0.4
CACM-2715	0.062		0.4
CACM-2722	0.061		0.4
CACM-3002	0.06		0.4
CACM-2314	0.059		0.4
CACM-1961	0.058		0.4
CACM-2174	0.057		0.4
CACM-3053	0.056		0.4
CACM-3132	0.056		0.4
CACM-1197	0.055		0.4
CACM-3037	0.054		0.4
CACM-3157	0.053		0.4
CACM-2750	0.053		0.4
CACM-2851	0.052		0.4
CACM-2880	0.064		0.5
CACM-1737	0.063		0.5
CACM-0820	0.062		0.5
CACM-2685	0.074		0.6
CACM-3057	0.073		0.6
CACM-1878	0.072		0.6
CACM-3118	0.071		0.6
CACM-0089	0.071		0.6
CACM-2574	0.07		0.6
CACM-2181	0.069		0.6
CACM-3087	0.068		0.6
CACM-0243	0.067		0.6
CACM-1906	0.067		0.6
CACM-2231	0.066		0.6
CACM-2541	0.065		0.6
CACM-0396	0.065		0.6
CACM-2477	0.064		0.6
CACM-3156	0.063		0.6
CACM-0507	0.062		0.6
CACM-0776	0.062		0.6
CACM-1191	0.061		0.6
CACM-1643	0.061		0.6
CACM-2940	0.06		0.6
