Doc_name	Precision	Recall
CACM-1988	0.0		0.0
CACM-2112	0.0		0.0
CACM-1154	0.0		0.0
CACM-2061	0.0		0.0
CACM-2921	0.0		0.0
CACM-2579	0.0		0.0
CACM-2666	0.0		0.0
CACM-0252	0.0		0.0
CACM-0265	0.0		0.0
CACM-2886	0.0		0.0
CACM-3102	0.0		0.0
CACM-1723	0.0		0.0
CACM-3115	0.0		0.0
CACM-0637	0.0		0.0
CACM-2411	0.0		0.0
CACM-1350	0.0		0.0
CACM-3099	0.0		0.0
CACM-2939	0.0		0.0
CACM-1533	0.0		0.0
CACM-1135	0.0		0.0
CACM-1976	0.0		0.0
CACM-1029	0.0		0.0
CACM-1387	0.0		0.0
CACM-3130	0.0		0.0
CACM-2542	0.0		0.0
CACM-1386	0.0		0.0
CACM-1457	0.0		0.0
CACM-1835	0.0		0.0
CACM-2873	0.0		0.0
CACM-1304	0.0		0.0
CACM-1852	0.0		0.0
CACM-2254	0.0		0.0
CACM-1807	0.03		0.167
CACM-3171	0.029		0.167
CACM-1671	0.029		0.167
CACM-2990	0.028		0.167
CACM-3124	0.027		0.167
CACM-0062	0.026		0.167
CACM-2684	0.026		0.167
CACM-2138	0.025		0.167
CACM-2929	0.024		0.167
CACM-3030	0.024		0.167
CACM-3093	0.023		0.167
CACM-1003	0.023		0.167
CACM-1572	0.022		0.167
CACM-2424	0.022		0.167
CACM-1402	0.021		0.167
CACM-0303	0.021		0.167
CACM-1162	0.02		0.167
CACM-1456	0.02		0.167
CACM-2372	0.02		0.167
CACM-1788	0.019		0.167
CACM-2534	0.019		0.167
CACM-3105	0.019		0.167
CACM-2470	0.018		0.167
CACM-2316	0.018		0.167
CACM-1194	0.018		0.167
CACM-1947	0.034		0.333
CACM-2210	0.034		0.333
CACM-2746	0.033		0.333
CACM-2820	0.033		0.333
CACM-2867	0.032		0.333
CACM-0205	0.032		0.333
CACM-2732	0.031		0.333
CACM-1223	0.031		0.333
CACM-0661	0.03		0.333
CACM-2136	0.03		0.333
CACM-3077	0.029		0.333
CACM-1309	0.029		0.333
CACM-1348	0.029		0.333
CACM-2739	0.028		0.333
CACM-2652	0.028		0.333
CACM-2233	0.027		0.333
CACM-0799	0.027		0.333
CACM-1484	0.027		0.333
CACM-2718	0.026		0.333
CACM-1565	0.026		0.333
CACM-1521	0.026		0.333
CACM-1611	0.025		0.333
CACM-3189	0.025		0.333
CACM-1658	0.025		0.333
CACM-1783	0.024		0.333
CACM-1496	0.024		0.333
CACM-1134	0.036		0.5
CACM-2341	0.035		0.5
CACM-1869	0.035		0.5
CACM-2320	0.034		0.5
CACM-2558	0.034		0.5
CACM-2767	0.034		0.5
CACM-3101	0.033		0.5
CACM-1238	0.033		0.5
CACM-2062	0.033		0.5
CACM-2609	0.032		0.5
CACM-0051	0.032		0.5
CACM-0070	0.032		0.5
CACM-0929	0.031		0.5
CACM-1313	0.031		0.5
CACM-2066	0.031		0.5
CACM-2495	0.03		0.5
CACM-2551	0.03		0.5
