Doc_name	Precision	Recall
CACM-2644	0.0		0.0
CACM-2089	0.5		0.053
CACM-3021	0.333		0.053
CACM-3131	0.25		0.053
CACM-2200	0.2		0.053
CACM-1933	0.167		0.053
CACM-1840	0.286		0.105
CACM-1874	0.25		0.105
CACM-2232	0.222		0.105
CACM-2927	0.3		0.158
CACM-0942	0.273		0.158
CACM-2462	0.333		0.211
CACM-2289	0.308		0.211
CACM-2167	0.286		0.211
CACM-1420	0.333		0.263
CACM-1539	0.375		0.316
CACM-1841	0.412		0.368
CACM-2524	0.389		0.368
CACM-1725	0.368		0.368
CACM-1537	0.4		0.421
CACM-1538	0.429		0.474
CACM-1967	0.455		0.526
CACM-2695	0.435		0.526
CACM-2402	0.417		0.526
CACM-2276	0.4		0.526
CACM-2229	0.385		0.526
CACM-1257	0.37		0.526
CACM-2031	0.357		0.526
CACM-2206	0.345		0.526
CACM-2507	0.333		0.526
CACM-2420	0.323		0.526
CACM-1171	0.312		0.526
CACM-1691	0.303		0.526
CACM-2490	0.294		0.526
CACM-2283	0.286		0.526
CACM-2306	0.278		0.526
CACM-2770	0.27		0.526
CACM-2605	0.263		0.526
CACM-2217	0.256		0.526
CACM-1679	0.25		0.526
CACM-1924	0.244		0.526
CACM-1497	0.238		0.526
CACM-2948	0.233		0.526
CACM-3141	0.227		0.526
CACM-1710	0.222		0.526
CACM-2208	0.217		0.526
CACM-3027	0.213		0.526
CACM-2267	0.208		0.526
CACM-3055	0.204		0.526
CACM-2146	0.2		0.526
CACM-1099	0.196		0.526
CACM-1862	0.192		0.526
CACM-0804	0.189		0.526
CACM-2726	0.185		0.526
CACM-1433	0.182		0.526
CACM-1504	0.179		0.526
CACM-1609	0.175		0.526
CACM-3164	0.172		0.526
CACM-3166	0.169		0.526
CACM-2657	0.167		0.526
CACM-2837	0.164		0.526
CACM-3118	0.161		0.526
CACM-1386	0.159		0.526
CACM-1879	0.156		0.526
CACM-2095	0.154		0.526
CACM-2142	0.152		0.526
CACM-2924	0.149		0.526
CACM-2963	0.147		0.526
CACM-3018	0.145		0.526
CACM-1812	0.143		0.526
CACM-2087	0.141		0.526
CACM-1727	0.139		0.526
CACM-0944	0.137		0.526
CACM-2109	0.135		0.526
CACM-2325	0.133		0.526
CACM-3037	0.145		0.579
CACM-2606	0.143		0.579
CACM-2138	0.141		0.579
CACM-2936	0.139		0.579
CACM-3163	0.138		0.579
CACM-2767	0.136		0.579
CACM-2498	0.134		0.579
CACM-3152	0.133		0.579
CACM-1930	0.131		0.579
CACM-1783	0.129		0.579
CACM-2555	0.128		0.579
CACM-1886	0.126		0.579
CACM-2860	0.125		0.579
CACM-3134	0.124		0.579
CACM-1145	0.122		0.579
CACM-0626	0.121		0.579
CACM-2334	0.12		0.579
CACM-1385	0.118		0.579
CACM-1697	0.117		0.579
CACM-2355	0.116		0.579
CACM-2114	0.115		0.579
CACM-2648	0.113		0.579
CACM-3036	0.112		0.579
CACM-0197	0.111		0.579
CACM-0216	0.11		0.579
