Doc_name	Precision	Recall
CACM-1947	1.0		0.091
CACM-1795	1.0		0.182
CACM-2944	0.667		0.182
CACM-1886	0.5		0.182
CACM-2495	0.6		0.273
CACM-2748	0.5		0.273
CACM-2491	0.429		0.273
CACM-2559	0.375		0.273
CACM-2897	0.444		0.364
CACM-2680	0.4		0.364
CACM-2904	0.364		0.364
CACM-1195	0.333		0.364
CACM-2253	0.308		0.364
CACM-3080	0.286		0.364
CACM-1651	0.267		0.364
CACM-3171	0.25		0.364
CACM-2537	0.235		0.364
CACM-1564	0.222		0.364
CACM-2701	0.211		0.364
CACM-2033	0.2		0.364
CACM-2929	0.19		0.364
CACM-3005	0.182		0.364
CACM-1901	0.174		0.364
CACM-2433	0.167		0.364
CACM-2858	0.16		0.364
CACM-3054	0.154		0.364
CACM-2716	0.148		0.364
CACM-1807	0.179		0.455
CACM-2423	0.172		0.455
CACM-1235	0.167		0.455
CACM-2722	0.161		0.455
CACM-2374	0.156		0.455
CACM-2524	0.152		0.455
CACM-3083	0.147		0.455
CACM-2464	0.143		0.455
CACM-1542	0.139		0.455
CACM-0048	0.135		0.455
CACM-1362	0.132		0.455
CACM-1655	0.128		0.455
CACM-2734	0.125		0.455
CACM-2856	0.122		0.455
CACM-2835	0.119		0.455
CACM-1756	0.116		0.455
CACM-1652	0.114		0.455
CACM-3053	0.111		0.455
CACM-1223	0.13		0.545
CACM-1234	0.128		0.545
CACM-2711	0.125		0.545
CACM-2078	0.122		0.545
CACM-2892	0.12		0.545
CACM-2611	0.118		0.545
CACM-1231	0.135		0.636
CACM-2836	0.132		0.636
CACM-0117	0.13		0.636
CACM-0149	0.127		0.636
CACM-2508	0.125		0.636
CACM-1465	0.123		0.636
CACM-2533	0.121		0.636
CACM-2344	0.119		0.636
CACM-2389	0.117		0.636
CACM-2745	0.115		0.636
CACM-3129	0.113		0.636
CACM-1369	0.111		0.636
CACM-0031	0.109		0.636
CACM-0066	0.108		0.636
CACM-0195	0.106		0.636
CACM-0230	0.104		0.636
CACM-1064	0.103		0.636
CACM-1065	0.101		0.636
CACM-1066	0.1		0.636
CACM-1187	0.099		0.636
CACM-1232	0.097		0.636
CACM-1275	0.096		0.636
CACM-1289	0.095		0.636
CACM-1414	0.093		0.636
CACM-2586	0.092		0.636
CACM-2834	0.091		0.636
CACM-3066	0.09		0.636
CACM-1670	0.089		0.636
CACM-1757	0.087		0.636
CACM-3173	0.086		0.636
CACM-2133	0.085		0.636
CACM-2964	0.084		0.636
CACM-0598	0.083		0.636
CACM-2645	0.082		0.636
CACM-2794	0.081		0.636
CACM-2816	0.08		0.636
CACM-0824	0.08		0.636
CACM-2195	0.079		0.636
CACM-2616	0.078		0.636
CACM-3018	0.077		0.636
CACM-3125	0.076		0.636
CACM-1331	0.075		0.636
CACM-3175	0.074		0.636
CACM-0693	0.074		0.636
CACM-2290	0.073		0.636
CACM-1676	0.072		0.636
CACM-1708	0.071		0.636
CACM-2950	0.071		0.636
CACM-0164	0.07		0.636
