Doc_name	Precision	Recall
CACM-2678	1.0		0.059
CACM-2473	1.0		0.118
CACM-2913	0.667		0.118
CACM-2384	0.75		0.176
CACM-2692	0.8		0.235
CACM-2751	0.833		0.294
CACM-2829	0.857		0.353
CACM-2827	0.875		0.412
CACM-2369	0.889		0.471
CACM-1915	0.8		0.471
CACM-2004	0.727		0.471
CACM-2441	0.75		0.529
CACM-2924	0.692		0.529
CACM-2828	0.714		0.588
CACM-2564	0.733		0.647
CACM-2637	0.75		0.706
CACM-2638	0.765		0.765
CACM-1978	0.722		0.765
CACM-2674	0.684		0.765
CACM-2925	0.65		0.765
CACM-2967	0.619		0.765
CACM-2786	0.591		0.765
CACM-2771	0.565		0.765
CACM-1697	0.542		0.765
CACM-2402	0.52		0.765
CACM-2841	0.5		0.765
CACM-2421	0.481		0.765
CACM-2486	0.464		0.765
CACM-1742	0.448		0.765
CACM-2035	0.433		0.765
CACM-3049	0.419		0.765
CACM-2687	0.406		0.765
CACM-3149	0.424		0.824
CACM-2987	0.412		0.824
CACM-1145	0.4		0.824
CACM-2400	0.389		0.824
CACM-2201	0.378		0.824
CACM-3116	0.395		0.882
CACM-2188	0.385		0.882
CACM-2892	0.375		0.882
CACM-2536	0.366		0.882
CACM-0616	0.357		0.882
CACM-2809	0.349		0.882
CACM-1159	0.341		0.882
CACM-1710	0.333		0.882
CACM-1551	0.326		0.882
CACM-2520	0.319		0.882
CACM-1014	0.312		0.882
CACM-1908	0.306		0.882
CACM-2357	0.3		0.882
CACM-2667	0.294		0.882
CACM-1680	0.288		0.882
CACM-0840	0.283		0.882
CACM-2238	0.278		0.882
CACM-2145	0.273		0.882
CACM-2547	0.268		0.882
CACM-3047	0.263		0.882
CACM-2146	0.259		0.882
CACM-2905	0.254		0.882
CACM-3173	0.25		0.882
CACM-3193	0.246		0.882
CACM-3197	0.242		0.882
CACM-2820	0.238		0.882
CACM-2273	0.234		0.882
CACM-2433	0.231		0.882
CACM-1108	0.227		0.882
CACM-0266	0.224		0.882
CACM-0671	0.221		0.882
CACM-1088	0.217		0.882
CACM-1931	0.214		0.882
CACM-1764	0.211		0.882
CACM-2984	0.208		0.882
CACM-2646	0.205		0.882
CACM-2973	0.203		0.882
CACM-2426	0.2		0.882
CACM-1458	0.197		0.882
CACM-1519	0.195		0.882
CACM-2837	0.192		0.882
CACM-1695	0.19		0.882
CACM-2002	0.188		0.882
CACM-0435	0.185		0.882
CACM-0497	0.183		0.882
CACM-2535	0.181		0.882
CACM-2631	0.179		0.882
CACM-1400	0.176		0.882
CACM-3171	0.174		0.882
CACM-0409	0.172		0.882
CACM-3090	0.17		0.882
CACM-1506	0.169		0.882
CACM-0439	0.167		0.882
CACM-2825	0.165		0.882
CACM-1741	0.163		0.882
CACM-2306	0.161		0.882
CACM-1146	0.16		0.882
CACM-2211	0.158		0.882
CACM-0087	0.156		0.882
CACM-2948	0.155		0.882
CACM-3050	0.153		0.882
CACM-2606	0.152		0.882
CACM-3153	0.15		0.882
