Doc_name	Precision	Recall
CACM-3141	0.0		0.0
CACM-1135	0.0		0.0
CACM-2378	0.333		0.059
CACM-2184	0.25		0.059
CACM-2080	0.2		0.059
CACM-3021	0.167		0.059
CACM-0409	0.143		0.059
CACM-1854	0.25		0.118
CACM-2740	0.222		0.118
CACM-2522	0.2		0.118
CACM-2629	0.182		0.118
CACM-1747	0.167		0.118
CACM-2750	0.154		0.118
CACM-0243	0.143		0.118
CACM-1846	0.133		0.118
CACM-2622	0.125		0.118
CACM-0696	0.118		0.118
CACM-2542	0.111		0.118
CACM-3134	0.105		0.118
CACM-1226	0.1		0.118
CACM-2949	0.095		0.118
CACM-1032	0.091		0.118
CACM-1264	0.087		0.118
CACM-2342	0.125		0.176
CACM-1514	0.12		0.176
CACM-1199	0.115		0.176
CACM-2582	0.111		0.176
CACM-2357	0.107		0.176
CACM-1003	0.103		0.176
CACM-3039	0.1		0.176
CACM-1750	0.097		0.176
CACM-2947	0.094		0.176
CACM-3127	0.091		0.176
CACM-3002	0.088		0.176
CACM-2320	0.086		0.176
CACM-3157	0.083		0.176
CACM-2931	0.081		0.176
CACM-1210	0.079		0.176
CACM-1677	0.077		0.176
CACM-2777	0.075		0.176
CACM-1959	0.073		0.176
CACM-2438	0.071		0.176
CACM-1350	0.07		0.176
CACM-2890	0.068		0.176
CACM-1680	0.067		0.176
CACM-2307	0.065		0.176
CACM-2950	0.064		0.176
CACM-2379	0.062		0.176
CACM-2396	0.061		0.176
CACM-1753	0.06		0.176
CACM-1928	0.059		0.176
CACM-1385	0.058		0.176
CACM-1324	0.057		0.176
CACM-1462	0.056		0.176
CACM-3026	0.055		0.176
CACM-3148	0.071		0.235
CACM-1698	0.07		0.235
CACM-2188	0.069		0.235
CACM-1961	0.068		0.235
CACM-2160	0.067		0.235
CACM-2138	0.066		0.235
CACM-2390	0.065		0.235
CACM-1066	0.063		0.235
CACM-2339	0.062		0.235
CACM-2174	0.062		0.235
CACM-1461	0.061		0.235
CACM-2482	0.06		0.235
CACM-2376	0.074		0.294
CACM-2317	0.072		0.294
CACM-2535	0.071		0.294
CACM-1749	0.085		0.353
CACM-3049	0.083		0.353
CACM-1878	0.082		0.353
CACM-2920	0.081		0.353
CACM-2217	0.08		0.353
CACM-2819	0.079		0.353
CACM-1752	0.078		0.353
CACM-3068	0.077		0.353
CACM-2452	0.076		0.353
CACM-3023	0.075		0.353
CACM-3132	0.074		0.353
CACM-2003	0.073		0.353
CACM-2358	0.072		0.353
CACM-0855	0.071		0.353
CACM-2524	0.071		0.353
CACM-0825	0.07		0.353
CACM-2688	0.069		0.353
CACM-2625	0.068		0.353
CACM-2002	0.067		0.353
CACM-0104	0.067		0.353
CACM-3078	0.066		0.353
CACM-1432	0.065		0.353
CACM-2801	0.065		0.353
CACM-3114	0.064		0.353
CACM-1519	0.063		0.353
CACM-2344	0.062		0.353
CACM-2999	0.062		0.353
CACM-1415	0.061		0.353
CACM-1719	0.061		0.353
CACM-2849	0.06		0.353
