Doc_name	Precision	Recall
CACM-3105	0.0		0.0
CACM-2626	0.0		0.0
CACM-1677	0.0		0.0
CACM-1750	0.0		0.0
CACM-2372	0.0		0.0
CACM-2840	0.0		0.0
CACM-3128	0.143		0.033
CACM-2541	0.25		0.067
CACM-2314	0.222		0.067
CACM-1680	0.2		0.067
CACM-1747	0.182		0.067
CACM-2632	0.25		0.1
CACM-3026	0.231		0.1
CACM-2938	0.286		0.133
CACM-2036	0.267		0.133
CACM-2939	0.25		0.133
CACM-1461	0.235		0.133
CACM-2080	0.278		0.167
CACM-2320	0.316		0.2
CACM-0696	0.3		0.2
CACM-3050	0.286		0.2
CACM-2870	0.273		0.2
CACM-2849	0.261		0.2
CACM-3068	0.25		0.2
CACM-2878	0.24		0.2
CACM-2377	0.231		0.2
CACM-1290	0.222		0.2
CACM-2578	0.214		0.2
CACM-1591	0.207		0.2
CACM-2817	0.2		0.2
CACM-1534	0.194		0.2
CACM-0104	0.188		0.2
CACM-2985	0.182		0.2
CACM-2342	0.206		0.233
CACM-2936	0.2		0.233
CACM-2069	0.194		0.233
CACM-1485	0.189		0.233
CACM-1341	0.184		0.233
CACM-3025	0.179		0.233
CACM-1476	0.175		0.233
CACM-0322	0.171		0.233
CACM-2621	0.167		0.233
CACM-1264	0.163		0.233
CACM-0059	0.159		0.233
CACM-0084	0.156		0.233
CACM-0086	0.152		0.233
CACM-0251	0.149		0.233
CACM-0618	0.146		0.233
CACM-3127	0.143		0.233
CACM-2949	0.14		0.233
CACM-1754	0.137		0.233
CACM-2020	0.135		0.233
CACM-1844	0.132		0.233
CACM-2424	0.13		0.233
CACM-2558	0.127		0.233
CACM-2321	0.125		0.233
CACM-1247	0.123		0.233
CACM-2950	0.121		0.233
CACM-1923	0.119		0.233
CACM-2821	0.117		0.233
CACM-1226	0.115		0.233
CACM-3141	0.113		0.233
CACM-2740	0.127		0.267
CACM-2522	0.125		0.267
CACM-1962	0.123		0.267
CACM-2379	0.136		0.3
CACM-2876	0.134		0.3
CACM-3183	0.132		0.3
CACM-0300	0.13		0.3
CACM-1199	0.129		0.3
CACM-1432	0.127		0.3
CACM-1636	0.125		0.3
CACM-1462	0.123		0.3
CACM-1236	0.122		0.3
CACM-2184	0.12		0.3
CACM-2777	0.132		0.333
CACM-2624	0.13		0.333
CACM-1463	0.128		0.333
CACM-1470	0.127		0.333
CACM-3064	0.125		0.333
CACM-2438	0.123		0.333
CACM-1033	0.122		0.333
CACM-3137	0.12		0.333
CACM-3174	0.119		0.333
CACM-3014	0.118		0.333
CACM-3153	0.116		0.333
CACM-2111	0.115		0.333
CACM-2378	0.114		0.333
CACM-2597	0.124		0.367
CACM-2629	0.122		0.367
CACM-2319	0.121		0.367
CACM-2138	0.12		0.367
CACM-2151	0.118		0.367
CACM-3028	0.117		0.367
CACM-3011	0.116		0.367
CACM-2482	0.115		0.367
CACM-2867	0.113		0.367
CACM-3023	0.112		0.367
CACM-1728	0.111		0.367
CACM-2317	0.11		0.367
