Doc_name	Precision	Recall
CACM-2177	0.0		0.0
CACM-3139	0.5		0.333
CACM-3156	0.333		0.333
CACM-1563	0.25		0.333
CACM-2289	0.2		0.333
CACM-1839	0.167		0.333
CACM-2368	0.143		0.333
CACM-3018	0.125		0.333
CACM-3040	0.111		0.333
CACM-2883	0.1		0.333
CACM-1905	0.091		0.333
CACM-2408	0.083		0.333
CACM-2980	0.077		0.333
CACM-1145	0.143		0.667
CACM-2619	0.133		0.667
CACM-1727	0.125		0.667
CACM-2484	0.118		0.667
CACM-2490	0.111		0.667
CACM-2630	0.105		0.667
CACM-1961	0.1		0.667
CACM-1504	0.095		0.667
CACM-2430	0.091		0.667
CACM-2275	0.087		0.667
CACM-2695	0.083		0.667
CACM-2172	0.08		0.667
CACM-2790	0.077		0.667
CACM-2568	0.074		0.667
CACM-2524	0.071		0.667
CACM-1529	0.069		0.667
CACM-3164	0.067		0.667
CACM-1847	0.065		0.667
CACM-1423	0.062		0.667
CACM-2701	0.061		0.667
CACM-2290	0.059		0.667
CACM-2052	0.057		0.667
CACM-2015	0.056		0.667
CACM-2763	0.054		0.667
CACM-2877	0.053		0.667
CACM-1415	0.051		0.667
CACM-2178	0.05		0.667
CACM-2752	0.049		0.667
CACM-2697	0.048		0.667
CACM-2606	0.047		0.667
CACM-2925	0.045		0.667
CACM-3138	0.044		0.667
CACM-1481	0.043		0.667
CACM-1983	0.043		0.667
CACM-2161	0.042		0.667
CACM-2461	0.041		0.667
CACM-2769	0.04		0.667
CACM-3124	0.039		0.667
CACM-1432	0.038		0.667
CACM-3059	0.038		0.667
CACM-1791	0.037		0.667
CACM-2986	0.036		0.667
CACM-3100	0.036		0.667
CACM-1822	0.035		0.667
CACM-2444	0.034		0.667
CACM-2155	0.034		0.667
CACM-2189	0.033		0.667
CACM-2771	0.033		0.667
CACM-1350	0.032		0.667
CACM-2923	0.032		0.667
CACM-1159	0.031		0.667
CACM-1456	0.031		0.667
CACM-3125	0.03		0.667
CACM-1899	0.03		0.667
CACM-1935	0.029		0.667
CACM-2195	0.029		0.667
CACM-2934	0.029		0.667
CACM-2646	0.028		0.667
CACM-2059	0.028		0.667
CACM-2125	0.027		0.667
CACM-3172	0.027		0.667
CACM-1931	0.027		0.667
CACM-2520	0.026		0.667
CACM-1181	0.026		0.667
CACM-3153	0.026		0.667
CACM-1373	0.025		0.667
CACM-2819	0.025		0.667
CACM-1721	0.025		0.667
CACM-1934	0.024		0.667
CACM-2051	0.024		0.667
CACM-2199	0.024		0.667
CACM-2523	0.024		0.667
CACM-1433	0.023		0.667
CACM-2906	0.023		0.667
CACM-2856	0.023		0.667
CACM-2396	0.022		0.667
CACM-0452	0.022		0.667
CACM-1821	0.022		0.667
CACM-2039	0.022		0.667
CACM-2392	0.022		0.667
CACM-2213	0.021		0.667
CACM-1824	0.021		0.667
CACM-2567	0.021		0.667
CACM-1925	0.021		0.667
CACM-2920	0.02		0.667
CACM-3008	0.02		0.667
CACM-2554	0.02		0.667
