Doc_name	Precision	Recall
CACM-0695	0.0		0.0
CACM-2826	0.0		0.0
CACM-0531	0.0		0.0
CACM-0435	0.0		0.0
CACM-1014	0.0		0.0
CACM-0605	0.0		0.0
CACM-1543	0.143		0.333
CACM-1867	0.125		0.333
CACM-0492	0.111		0.333
CACM-1623	0.1		0.333
CACM-0438	0.091		0.333
CACM-1341	0.083		0.333
CACM-1397	0.077		0.333
CACM-0417	0.071		0.333
CACM-1365	0.067		0.333
CACM-1664	0.062		0.333
CACM-0616	0.059		0.333
CACM-0670	0.056		0.333
CACM-2828	0.105		0.667
CACM-1385	0.1		0.667
CACM-2931	0.095		0.667
CACM-1234	0.091		0.667
CACM-1885	0.087		0.667
CACM-1698	0.083		0.667
CACM-2671	0.08		0.667
CACM-2176	0.077		0.667
CACM-3035	0.074		0.667
CACM-3033	0.071		0.667
CACM-3154	0.069		0.667
CACM-2753	0.067		0.667
CACM-2078	0.097		1.0
CACM-2389	0.094		1.0
CACM-1009	0.091		1.0
CACM-1186	0.088		1.0
CACM-0530	0.086		1.0
CACM-0697	0.083		1.0
CACM-3198	0.081		1.0
CACM-0704	0.079		1.0
CACM-0705	0.077		1.0
CACM-2836	0.075		1.0
CACM-0397	0.073		1.0
CACM-2319	0.071		1.0
CACM-3185	0.07		1.0
CACM-1634	0.068		1.0
CACM-2707	0.067		1.0
CACM-3040	0.065		1.0
CACM-0767	0.064		1.0
CACM-0768	0.062		1.0
CACM-0887	0.061		1.0
CACM-0888	0.06		1.0
CACM-1368	0.059		1.0
CACM-2804	0.058		1.0
CACM-2230	0.057		1.0
CACM-2485	0.056		1.0
CACM-2721	0.055		1.0
CACM-3172	0.054		1.0
CACM-1621	0.053		1.0
CACM-2187	0.052		1.0
CACM-2087	0.051		1.0
CACM-2705	0.05		1.0
CACM-1001	0.049		1.0
CACM-1088	0.048		1.0
CACM-1047	0.048		1.0
CACM-2502	0.047		1.0
CACM-0281	0.046		1.0
CACM-2167	0.045		1.0
CACM-2909	0.045		1.0
CACM-2417	0.044		1.0
CACM-2505	0.043		1.0
CACM-2666	0.043		1.0
CACM-2772	0.042		1.0
CACM-3086	0.042		1.0
CACM-1046	0.041		1.0
CACM-0755	0.041		1.0
CACM-1238	0.04		1.0
CACM-1262	0.039		1.0
CACM-2769	0.039		1.0
CACM-3095	0.038		1.0
CACM-3149	0.038		1.0
CACM-0971	0.037		1.0
CACM-2306	0.037		1.0
CACM-2399	0.037		1.0
CACM-3117	0.036		1.0
CACM-1517	0.036		1.0
CACM-2231	0.035		1.0
CACM-3156	0.035		1.0
CACM-1978	0.034		1.0
CACM-3150	0.034		1.0
CACM-1433	0.034		1.0
CACM-1948	0.033		1.0
CACM-2202	0.033		1.0
CACM-2712	0.033		1.0
CACM-2834	0.032		1.0
CACM-3008	0.032		1.0
CACM-3018	0.032		1.0
CACM-1267	0.031		1.0
CACM-1404	0.031		1.0
CACM-1413	0.031		1.0
CACM-1541	0.03		1.0
CACM-2486	0.03		1.0
