Doc_name	Precision	Recall
CACM-2785	1.0		0.029
CACM-2700	1.0		0.057
CACM-1795	1.0		0.086
CACM-2514	0.75		0.086
CACM-1747	0.8		0.114
CACM-2266	0.667		0.114
CACM-2895	0.714		0.143
CACM-3059	0.625		0.143
CACM-3075	0.667		0.171
CACM-2851	0.7		0.2
CACM-1536	0.636		0.2
CACM-2316	0.583		0.2
CACM-3073	0.538		0.2
CACM-2685	0.571		0.229
CACM-1262	0.6		0.257
CACM-2973	0.562		0.257
CACM-1158	0.588		0.286
CACM-2289	0.611		0.314
CACM-2714	0.632		0.343
CACM-0950	0.6		0.343
CACM-0141	0.571		0.343
CACM-0392	0.545		0.343
CACM-1302	0.522		0.343
CACM-2265	0.5		0.343
CACM-1811	0.52		0.371
CACM-2195	0.5		0.371
CACM-2401	0.481		0.371
CACM-3156	0.5		0.4
CACM-2557	0.483		0.4
CACM-2570	0.467		0.4
CACM-3077	0.452		0.4
CACM-1703	0.438		0.4
CACM-2705	0.424		0.4
CACM-2470	0.412		0.4
CACM-2931	0.4		0.4
CACM-1459	0.389		0.4
CACM-1367	0.378		0.4
CACM-1569	0.368		0.4
CACM-1828	0.359		0.4
CACM-1216	0.35		0.4
CACM-1309	0.341		0.4
CACM-2081	0.333		0.4
CACM-2342	0.349		0.429
CACM-2295	0.341		0.429
CACM-2433	0.356		0.457
CACM-1008	0.348		0.457
CACM-1601	0.362		0.486
CACM-2182	0.354		0.486
CACM-1846	0.347		0.486
CACM-2175	0.34		0.486
CACM-2865	0.333		0.486
CACM-2896	0.346		0.514
CACM-2305	0.34		0.514
CACM-0628	0.333		0.514
CACM-0651	0.327		0.514
CACM-2782	0.321		0.514
CACM-2814	0.316		0.514
CACM-1098	0.31		0.514
CACM-1923	0.305		0.514
CACM-2603	0.3		0.514
CACM-2326	0.295		0.514
CACM-1341	0.29		0.514
CACM-1554	0.286		0.514
CACM-2727	0.281		0.514
CACM-2952	0.277		0.514
CACM-3044	0.273		0.514
CACM-3175	0.269		0.514
CACM-1366	0.265		0.514
CACM-1485	0.261		0.514
CACM-1678	0.257		0.514
CACM-1852	0.254		0.514
CACM-2254	0.25		0.514
CACM-2080	0.247		0.514
CACM-1457	0.243		0.514
CACM-1835	0.24		0.514
CACM-2873	0.237		0.514
CACM-2842	0.234		0.514
CACM-0920	0.231		0.514
CACM-1142	0.228		0.514
CACM-1466	0.225		0.514
CACM-2084	0.222		0.514
CACM-2406	0.22		0.514
CACM-2661	0.217		0.514
CACM-3150	0.214		0.514
CACM-1468	0.212		0.514
CACM-2645	0.209		0.514
CACM-0320	0.207		0.514
CACM-1200	0.205		0.514
CACM-1325	0.202		0.514
CACM-1409	0.2		0.514
CACM-1603	0.198		0.514
CACM-1959	0.196		0.514
CACM-2114	0.194		0.514
CACM-2515	0.191		0.514
CACM-2898	0.189		0.514
CACM-2967	0.188		0.514
CACM-2740	0.186		0.514
CACM-2838	0.184		0.514
CACM-1769	0.182		0.514
CACM-1911	0.18		0.514
